year,syndicate,reporting_currency,reporting_unit,gross_written_premium,outward_reinsurance_premium,net_written_premium,net_earned_premium,other_technical_income,technical_investment_income,gross_claims_paid,gross_change_in_provision_for_claims,ri_share_claims_paid,ri_share_change_in_provision_for_claims,net_claims_incrred,operating_expenses,balance_on_technical_account,profit_loss_on_exchange,other_non_technical_income,result_before_tax,financial_investments,ri_assets,unearned_premium,other_assets,total_assets,provisions_for_unearned_premium,claims_outstanding,total_liabilities,other_liabilities,source
2017,6050,USD,1000,20550.0,2879.5,17670.5,17028.2,0.0,940.5,-10419.0,-2645.9,1974.3,701.4,-10389.2,-7531.9,47.6000000000004,-129.8,0.0,-82.2,0.0,3654.7,1507.2,22914.1,28076.0,-10742.6,-16224.7,-28076.0,,AR 2017
2017,6104,USD,1000,54417.7,2546.3,51871.4,49923.0,0.0,1419.2,-10928.4,-40324.9,0.0,0.0,-51253.3,-18519.0,-18430.1,-423.0,0.0,-18853.0,0.0,0.0,0.0,105701.9,105701.9,-11881.4,-72606.0,-105701.9,,AR 2017
2017,6107,USD,1000,60590.3,10862.7,49727.6,45489.6,0.0,819.7,-22915.4,-31290.2,0.1,12492.0,-41713.5,-14682.7,-10086.9,1275.4,0.0,-8811.5,0.0,18481.3,4555.6,81924.9,104961.8,-17604.5,-72555.4,-104961.8,,AR 2017
2017,6123,USD,1000,17666.5,7528.9,10137.6,12073.2,0.0,9.5,-6635.1,-16076.4,735.6,7506.9,-14469.0,-6112.6,-8498.9,5.6,0.0,-8493.3,0.0,7506.9,1052.3,24198.9,32758.1,-6198.1,-18612.8,-32758.1,,AR 2017
2017,623,USD,1000000,435.4,74.1,361.3,338.3,0.0,18.2,-200.4,-64.3,36.9,28.9,-199.0,-146.2,11.3,1.1,0.0,12.4,653.8,199.1,36.7,274.6,1164.2,-227.7,-764.0,-1164.2,,AR 2017
2017,780,USD,1000000,271.4,86.9,184.5,185.4,0.0,2.2,-179.8,-77.7,50.9,56.6,-149.9,-83.7,-46.0,-8.1,33.8,-20.3,461.9,103.1,31.4,190.0,786.4,-108.9,-397.1,-786.4,,AR 2017
2018,1084,GBP,1000000,961.5,336.1,625.4,629.3,6.1,11.4,-568.9,-129.4,197.2,115.1,-385.9,-261.3,-0.400000000000034,-17.1,0.0,-17.6,871.4,800.0,165.7,768.7,2605.8,-495.6,-1965.4,-2605.8,,AR 2018
2018,1176,GBP,1000,29140.8,-43.1000000000022,29183.9,29636.1,0.0,127.0,-8239.7,7474.4,0.0,-19.1,-784.4,-8299.4,20679.3,860.3,0.0,21539.7,48585.1,1.2,0.0,40169.8,88756.1,-17095.5,-39660.5,-88756.1,,AR 2018
2018,1200,GBP,1000000,589.2,185.3,403.9,394.9,0.0,3.4,-380.0,18.7,102.9,-9.2,-267.7,-157.7,-27.1,-8.8,0.0,-35.9,332.7,236.1,81.2,637.0,1287.0,-270.4,-767.4,-1287.0,,AR 2018
2018,1218,GBP,1000,152457.0,27419.7,125037.3,113413.9,0.0,-6090.0,-46183.7,-8135.6,8901.4,-10641.2,-56059.1,-47491.8,3772.99999999999,-7494.3,-11903.1,-15624.3,472049.7,135022.8,15018.7,201917.2,824008.4,-65526.6,-514273.5,-824008.4,,AR 2018
2018,1221,GBP,1000,332382.2,83099.2,249283.0,246806.3,36.5,3049.5,-205349.9,-22379.7,72685.2,-5831.1,-160875.5,-97423.0,-8406.20000000001,2035.6,2764.5,-3606.1,375078.3,178188.3,45237.0,366812.0,965315.6,-177550.5,-516080.0,-965315.6,,AR 2018
2018,1225,GBP,1000000,555.2,120.9,434.3,394.4,10.1,6.1,-218.2,-58.1,51.7,14.9,-209.8,-172.5,28.3,-1.1,0.5,27.6,454.6,232.9,68.4,336.0,1091.9,-320.2,-681.2,-1091.9,,AR 2018
2018,1301,GBP,1000,248515.6,115680.4,132835.2,122406.9,0.0,1499.8,-153349.8,-103187.2,35609.3,61612.5,-159315.3,-57537.0,-92945.6,3889.0,0.0,-89056.6,161559.0,133859.6,51760.3,248762.4,595941.3,-119573.4,-388949.4,-595941.3,,AR 2018
2018,1414,GBP,1000,679717.4,288886.6,390830.8,413703.5,0.0,2994.1,-450952.7,-40713.5,182110.3,115317.2,-194238.7,-183592.5,38866.4,3893.3,1109.8,43869.5,450265.5,432071.4,77485.5,393490.9,1353313.3,-263894.7,-902564.8,-1353313.3,,AR 2018
2018,1458,GBP,1,563950385.0,174900967.0,389049418.0,349347927.0,0.0,5679889.0,-188936177.0,-199261091.0,99318705.0,55702881.0,-233175682.0,-126564966.0,-4712832.0,-974670.0,0.0,-5687502.0,526273086.0,407024050.0,69074433.0,397340572.0,1399712141.0,-303630001.0,-963882430.0,-1399712141.0,,AR 2018
2018,1492,GBP,1000,129938.6,18230.4,111708.2,93217.0,0.0,470.6,-55977.8,-18073.3,28561.1,-4892.5,-50382.5,-40762.4,2542.7,-973.2,0.0,1569.6,20977.4,27905.9,16226.7,77231.4,142341.4,-64596.0,-95568.7,-142341.4,,AR 2018
2018,1729,GBP,1000,127568.1,27529.1,100039.0,98703.5,0.0,1174.9,-68990.9,-20912.9,22474.7,3652.7,-63776.3,-38771.0,-2668.90000000001,-819.9,0.0,-3488.7,64748.4,34304.0,11816.2,61713.8,172582.4,-54937.5,-114024.5,-172582.4,,AR 2018
2018,1856,GBP,1000,143967.6,33259.8,110707.8,105604.9,0.0,800.1,-63186.4,-85435.8,11803.7,44474.6,-92343.8,-19892.8,-5831.6,-755.8,0.0,-6587.4,37500.8,74386.0,13221.1,116409.0,241516.9,-45667.4,-185769.1,-241516.9,,AR 2018
2018,1861,GBP,1000,616206.6,107981.2,508225.4,346789.1,0.0,3833.6,-133898.7,-105236.5,38378.1,7211.8,-193545.2,-155060.5,2016.99999999994,391.2,0.0,2408.3,263269.4,160776.0,57618.1,447147.2,928810.7,-362603.0,-510237.8,-928810.7,,AR 2018
2018,1880,GBP,1000,271408.7,43855.0,227553.7,218461.2,0.0,2792.4,-133443.9,-27385.1,18930.4,10812.5,-131086.0,-87306.7,2860.90000000001,-2148.9,0.0,711.9,153484.2,55869.0,14144.8,341531.4,565029.4,-140903.4,-309154.3,-565029.4,,AR 2018
2018,1884,GBP,1000,104176.2,23030.2,81146.0,89367.7,0.0,208.5,-65641.1,-17972.1,15154.7,-24363.2,-92821.7,-49783.2,-53028.7,-3856.8,0.0,-56885.6,15686.8,19638.5,10062.2,67063.0,112450.5,-49074.2,-128663.7,-112450.5,,AR 2018
2018,1897,GBP,1000,67923.6,9942.7,57980.9,72578.5,0.0,959.2,-92092.2,-9752.0,50858.8,-4500.5,-55485.9,-32688.8,-14637.0,-764.7,0.0,-15401.7,61334.1,63084.3,2230.5,59758.2,186407.1,-39545.0,-169320.3,-186407.1,,AR 2018
2018,1910,GBP,1000000,364.1,210.6,153.5,142.3,0.0,1.1,-252.3,-82.9,152.9,81.7,-100.7,-34.7,8.0,-0.1,0.0,7.9,128.5,323.2,48.9,397.2,897.8,-98.8,-416.7,-897.8,,AR 2018
2018,1945,GBP,1000,100064.3,10902.6,89161.7,87388.0,0.0,1377.6,-85911.6,20662.6,9260.7,-8306.8,-64295.1,-32207.7,-7737.19999999999,-3287.2,0.0,-11024.4,45668.8,8123.2,1964.6,108645.7,164402.3,-53880.2,-101996.6,-164402.3,,AR 2018
2018,1947,GBP,1000,23638.9,5879.5,17759.4,9640.1,0.0,0.1,0.0,-19961.8,0.0,3601.5,-16360.3,-4645.6,-11365.7,-346.8,0.0,-11712.5,942.9,3788.4,587.3,24225.5,29544.1,-9063.2,-20973.9,-29544.1,,AR 2018
2018,1955,GBP,1000000,434.0,328.2,105.8,126.1,-0.3,2.7,-262.4,-47.8,176.5,82.9,-50.9,-88.3,-10.7,0.7,0.0,-10.0,291.4,521.0,127.5,316.5,1256.4,-194.3,-830.4,-1256.4,,AR 2018
2018,1975,GBP,1000,36137.8,386.5,35751.3,20973.8,0.0,20.6,-96.0,-14264.4,0.0,531.9,-13828.5,-10126.5,-2960.6,-261.9,0.0,-3222.5,0.0,561.2,63.8,27384.4,28009.4,-15611.7,-14938.1,-28009.4,,AR 2018
2018,1991,GBP,1000,148818.1,13761.5,135056.6,119275.0,0.0,-531.8,-47964.1,-35934.0,742.8,2142.6,-81012.6,-51394.7,-13664.1,-1028.9,0.0,-14693.0,94530.5,6542.3,3449.7,83725.3,188247.8,-79434.0,-145984.8,-188247.8,,AR 2018
2018,2001,GBP,1000000,2372.2,672.4,1699.8,1621.9,0.0,25.8,-1421.7,-479.4,494.6,286.8,-1119.8,-679.4,-151.5,37.6,-0.2,-114.0,2504.7,1200.6,216.3,2297.9,6219.5,-1369.2,-3458.9,-6219.5,,AR 2018
2018,2007,GBP,1000,945963.0,313609.8,632353.2,636488.2,0.0,4402.6,-480746.2,-179578.1,184802.3,66402.8,-409119.2,-327288.5,-95516.9000000001,8037.1,0.0,-87479.9,346024.1,441364.6,123063.8,462224.4,1372676.9,-461353.4,-965311.0,-1372676.9,,AR 2018
2018,2008,GBP,1000,971263.7,-5616.10000000009,976879.8,971218.9,0.0,4975.6,-312675.9,-938389.6,89549.8,202340.8,-959174.9,-1331.8,15687.8,-4355.1,-7586.0,3746.6,964758.5,299404.8,17827.0,118868.4,1400858.7,-23709.0,-1331489.8,-1400858.7,,AR 2018
2018,2012,GBP,1000,232004.0,61939.0,170065.0,170302.3,0.0,1907.6,-117853.2,-11052.9,24115.2,7784.0,-97006.9,-69315.4,5887.60000000001,-6916.7,169.2,-859.9,200827.7,92938.3,22603.3,189582.8,505952.1,-78862.6,-310931.5,-505952.1,,AR 2018
2018,2014,GBP,1000,199704.5,41334.4,158370.1,154412.9,0.0,2807.3,-87415.4,-54974.5,32218.9,-222.1,-110393.2,-62295.7,-15468.7,-2029.9,0.0,-17498.6,164426.4,51932.1,12816.1,112317.1,341491.7,-79721.8,-269921.0,-341491.7,,AR 2018
2018,2015,GBP,1000,312984.2,63767.5,249216.7,211504.0,0.0,2556.4,-197811.0,-14739.0,77264.3,-25326.9,-160612.6,-105101.7,-51653.9,-2155.3,0.0,-53809.1,135670.2,125663.7,48618.8,256132.1,566084.8,-218062.3,-348027.3,-566084.8,,AR 2018
2018,2088,GBP,1000,188802.7,17485.5,171317.2,150659.0,0.0,321.6,-57832.4,-79271.4,15592.6,3340.2,-118170.9,-61040.3,-28230.6,593.4,1259.8,-26377.4,88581.5,34335.3,5810.2,310786.8,439513.8,-100530.8,-262747.2,-439513.8,,AR 2018
2018,2121,GBP,1000,397918.2,113414.3,284503.9,272274.1,0.0,2735.8,-171683.5,-64984.3,34000.0,8618.0,-194049.8,-116714.5,-35754.4,-2107.0,0.0,-37861.4,226799.8,148031.5,48274.3,255679.1,678784.7,-216409.5,-411462.7,-678784.7,,AR 2018
2018,218,GBP,1000,329398.2,23868.0,305530.2,322683.0,0.0,-1449.7,-276039.5,161741.8,23333.3,-114521.4,-205485.8,-104709.5,11038.0,84.8,0.0,11122.8,238164.0,316870.7,11603.8,169159.1,735797.6,-160242.5,-591079.5,-735797.6,,AR 2018
2018,2232,GBP,1000,225161.6,92706.0,132455.6,128858.9,0.0,2936.3,-170612.9,34074.7,59664.9,-10095.6,-86969.0,-43196.9,1629.29999999998,1711.5,0.0,3340.9,152899.3,140675.6,54679.7,176000.9,524255.5,-114679.4,-373174.1,-524255.5,,AR 2018
2018,2468,GBP,1000,405073.1,108584.3,296488.8,240312.6,0.0,2065.3,-105093.3,-140646.9,35718.0,48225.7,-161796.5,-126036.4,-45455.0,-2081.9,0.0,-47536.9,123577.4,121686.4,39054.0,286434.9,570752.7,-204351.6,-337015.6,-570752.7,,AR 2018
2018,2488,GBP,1000,440090.9,89301.4,350789.5,361607.8,0.0,4176.8,-273618.5,73107.2,63068.3,-51317.0,-188759.9,-137914.7,39110.0,-3669.7,-1370.9,34069.5,1326251.7,273468.0,59523.2,324837.4,1984080.3,-225880.0,-956510.1,-1984080.3,,AR 2018
2018,2525,GBP,1000,70103.3,11440.6,58662.7,51409.1,0.0,739.0,-24034.6,-9580.6,9547.5,570.4,-23497.4,-19111.8,9538.9,-480.4,0.0,9058.5,88072.7,44972.1,6013.2,53556.0,192614.0,-36249.9,-155424.7,-192614.0,,AR 2018
2018,2786,GBP,1000,116351.2,13148.3,103202.9,95853.8,0.0,425.5,-34448.6,-43822.7,8408.3,5952.6,-63910.4,-39989.8,-7620.9,-4089.6,0.0,-11710.4,13060.7,28002.0,7265.6,141839.0,190167.3,-60902.4,-123692.7,-190167.3,,AR 2018
2018,2791,GBP,1000,178966.8,35472.3,143494.5,138903.8,0.0,1830.2,-104755.4,6821.9,24471.0,-4951.9,-78414.4,-52737.6,9582.00000000001,-198.0,0.0,9384.0,287800.8,59083.1,8987.5,117851.3,473722.7,-58886.3,-360682.9,-473722.7,,AR 2018
2018,2988,GBP,1000,106533.5,8201.0,98332.5,83084.7,0.0,516.9,-38505.4,-37562.9,6521.5,-4502.8,-74049.6,-31981.7,-22429.7,249.5,0.0,-22180.2,39020.9,19244.1,909.5,55314.9,114489.4,-43503.9,-93956.6,-114489.4,,AR 2018
2018,2999,GBP,1000,1191628.5,315367.4,876261.1,881702.8,0.0,29413.6,-828186.7,-14947.2,259946.7,52360.0,-530827.2,-333468.4,46820.8,-21271.3,0.0,25549.5,1120268.1,927350.8,78753.9,1102744.3,3229117.1,-658011.1,-2491275.0,-3229117.1,,AR 2018
2018,3000,GBP,1000,515092.4,68699.7,446392.7,470099.0,0.0,8285.5,-393683.4,71089.9,67128.4,-52242.8,-307707.8,-191323.4,-20646.7,5635.8,0.0,-15010.9,771309.0,210850.7,12725.6,317192.0,1312077.3,-176680.4,-1231827.5,-1312077.3,,AR 2018
2018,3002,GBP,1000,42882.3,14061.8,28820.5,26492.0,0.0,66.2,-18541.9,-11761.8,1132.9,12241.4,-16929.4,-7583.6,2045.2,451.9,0.0,2497.0,0.0,24501.7,6476.9,74640.2,105618.8,-18293.2,-32842.7,-105618.8,,AR 2018
2018,308,GBP,1000,11808.1,1656.9,10151.2,22293.5,0.0,94.6,-20368.1,3104.1,6304.1,-879.5,-11839.4,-7471.2,3077.5,-159.7,0.0,2917.8,21854.9,10.1,12.5,19385.9,41263.4,-6951.3,-21756.8,-41263.4,,AR 2018
2018,318,GBP,1000,176816.3,32797.5,144018.8,141483.9,285.3,2349.4,-176948.3,18985.5,64720.0,-53384.8,-146627.5,-46295.1,-48804.0,-6766.8,0.0,-55570.8,120401.3,38200.0,5498.2,69723.3,233822.8,-72609.6,-263908.8,-233822.8,,AR 2018
2018,3268,GBP,1000,88519.8,12339.2,76180.6,36663.6,0.0,62.4,-5579.1,-43942.1,0.0,11803.6,-37717.6,-17820.8,-18812.4,-137.5,0.0,-18949.8,18895.5,11856.9,2636.4,45362.5,78751.3,-43492.1,-44828.5,-78751.3,,AR 2018
2018,3330,GBP,1000,62.3,-558.0,620.3,620.3,0.0,268.5,-12276.4,9621.3,633.4,-2065.3,-4087.1,-272.0,-3470.3,461.3,0.0,-3009.0,15002.8,6674.5,0.0,20941.6,42618.9,0.0,-40196.9,-42618.9,,AR 2018
2018,3334,GBP,1000,134588.8,57473.0,77115.8,79287.2,0.0,454.1,-43443.8,-58138.5,13394.7,23341.4,-64846.3,-40306.4,-25411.4,1505.1,549.5,-23356.8,77701.7,49912.9,27034.9,114313.7,268963.2,-69624.9,-142035.2,-268963.2,,AR 2018
2018,3500,GBP,1000,206585.9,100738.4,105847.5,105847.5,0.0,9.1,-8101.0,-213353.2,8368.7,113782.8,-99302.7,-530.6,6023.30000000001,-136.7,0.0,5886.5,94680.2,159938.8,0.0,85009.8,339628.8,0.0,-259790.0,-339628.8,,AR 2018
2018,3622,GBP,1000,18330.4,923.800000000003,17406.6,16304.5,0.0,3.4,-9287.8,285.0,0.0,258.4,-8744.4,-5759.7,1803.8,288.1,0.0,2091.9,543.7,614.6,152.8,23364.4,24675.5,-9899.3,-12877.6,-24675.5,,AR 2018
2018,382,GBP,1000,372562.1,51217.8,321344.3,322184.5,0.0,3331.8,-196095.0,-52128.5,31234.0,-1589.8,-218579.2,-120152.6,-13215.5,-1844.5,-94.8,-15154.8,256597.4,127142.9,22002.5,243633.2,649376.0,-176816.9,-493737.7,-649376.0,,AR 2018
2018,386,GBP,1000,350623.9,35067.7,315556.2,314324.1,0.0,8086.5,-235214.3,-47779.2,21276.2,88631.2,-173086.1,-116079.5,33245.0,-2103.2,0.0,31141.8,831597.0,302771.0,10141.9,343772.4,1488282.3,-188245.2,-1192345.5,-1488282.3,,AR 2018
2018,3902,GBP,1000,97235.6,29182.3,68053.3,62307.2,0.0,270.1,-29755.9,-21260.7,13130.3,4685.4,-33201.1,-29990.0,-613.800000000003,497.6,0.0,-116.3,23153.9,21442.0,13641.0,62565.8,120802.7,-52502.2,-54033.0,-120802.7,,AR 2018
2018,4000,GBP,1000,422961.5,80595.0,342366.5,341950.6,0.0,5873.2,-175516.6,-76724.9,41824.4,33384.8,-177032.3,-147318.2,23473.3,381.5,0.0,23854.9,377027.9,140970.5,42776.5,430539.7,991314.6,-266219.5,-618130.5,-991314.6,,AR 2018
2018,4020,GBP,1000,269499.6,34157.6,235342.0,252435.2,0.0,3819.6,-223694.2,32309.3,56822.2,-24951.7,-159514.4,-105264.4,-8523.99999999997,-4267.0,0.0,-12791.0,388514.7,86573.4,15757.9,158688.9,649534.9,-156665.1,-480188.7,-649534.9,,AR 2018
2018,4141,GBP,1000,160694.1,27584.7,133109.4,125121.7,0.0,-286.7,-73377.4,17916.1,7763.7,-4731.8,-52429.4,-54541.1,17864.5,-744.7,0.0,17119.9,123954.5,68145.1,5720.1,60086.7,257906.4,-57189.3,-160180.4,-257906.4,,AR 2018
2018,435,GBP,1000,469620.7,41215.4,428405.3,422820.4,0.0,11528.9,-327501.9,-159571.8,103428.6,67015.6,-316629.4,-97169.4,20550.5,4396.7,0.0,24947.3,893866.9,323599.0,4081.7,188278.9,1409826.5,-158250.3,-1215834.5,-1409826.5,,AR 2018
2018,44,GBP,1000,17506.6,1158.7,16347.9,16347.9,0.0,2.6,-11055.4,-451.5,1797.4,-92.5,-9802.0,-7625.3,-1076.8,25.4,0.0,-1051.4,1078.9,955.0,0.0,6724.0,8757.9,0.0,-10664.5,-8757.9,,AR 2018
2018,4444,GBP,1000,1249305.5,178773.2,1070532.3,1036038.4,0.0,2764.9,-760446.2,-56883.1,196930.1,-49122.0,-669521.2,-444587.7,-75305.5999999999,1228.8,0.0,-74076.9,990184.7,503889.1,62622.1,925857.3,2482553.2,-532608.4,-1949554.7,-2482553.2,,AR 2018
2018,457,GBP,1000,523223.8,113354.3,409869.5,374232.2,0.0,4968.1,-234920.6,19769.7,80552.4,-34431.1,-169029.6,-173709.6,36461.1,-3202.0,1269.7,34528.8,527608.6,227938.1,32805.4,357427.3,1145779.4,-259336.1,-680941.6,-1145779.4,,AR 2018
2018,4711,GBP,1000,387768.0,208697.8,179070.2,193221.9,0.0,460.1,-204035.7,-118157.4,78672.5,114384.0,-129136.7,-85691.1,-21145.8,-3871.8,0.0,-25017.5,238880.8,402432.0,114027.1,496620.4,1251960.3,-223581.8,-797389.6,-1251960.3,,AR 2018
2018,5000,GBP,1000,354004.4,44250.5,309753.9,317534.0,0.0,2783.0,-220100.6,-25774.4,10855.3,12308.4,-222711.4,-127515.7,-29910.1,-2180.6,2376.9,-29713.7,398551.5,80285.7,18278.3,207472.3,704587.8,-198987.1,-469334.7,-704587.8,,AR 2018
2018,510,GBP,1000,1376728.9,373935.5,1002793.4,1015556.5,0.0,12269.3,-740168.7,-50382.1,158027.9,12393.7,-620129.3,-421975.3,-14278.8,-9101.3,0.0,-23380.1,855208.2,438129.8,159060.4,1065768.8,2518167.2,-655560.1,-1656195.9,-2518167.2,,AR 2018
2018,5151,GBP,1000,358147.8,179789.0,178358.8,148556.8,0.0,2034.0,-153828.1,-69379.0,81083.4,50832.3,-91291.4,-68160.3,-8860.90000000001,-2003.0,1672.2,-9191.8,274747.6,267307.3,91155.3,324522.1,957732.3,-221778.1,-485208.7,-957732.3,,AR 2018
2018,557,GBP,1000,15844.6,2009.7,13834.9,13943.3,0.0,432.9,-10740.6,6475.8,421.3,-758.3,-4601.8,-3576.7,6197.7,-673.6,0.0,5524.2,36862.3,495.7,347.9,6462.2,44168.1,-3200.0,-31399.6,-44168.1,,AR 2018
2018,5678,GBP,1000,120878.4,27208.7,93669.7,106672.9,0.0,1214.5,-48081.3,-24599.0,11741.7,-2837.7,-63776.3,-53767.3,-9656.20000000001,-2984.7,413.6,-12227.3,131300.7,38575.6,7301.2,78181.5,255359.0,-67960.0,-192988.5,-255359.0,,AR 2018
2018,5886,GBP,1000,147997.9,36988.0,111009.9,93284.5,0.0,516.2,-81215.0,-35201.0,34839.9,4419.3,-77156.8,-33143.5,-16499.6,-140.0,0.0,-16639.6,35295.1,54384.6,1262.8,63121.9,154064.4,-42668.5,-126111.3,-154064.4,,AR 2018
2018,609,GBP,1000,503029.0,51795.3,451233.7,430417.4,0.0,5995.5,-233415.8,-10915.5,40054.5,-4441.0,-208717.8,-192998.5,34696.6,-1621.0,0.0,33075.6,502289.4,119438.3,13931.7,338897.1,974556.5,-217094.8,-743465.1,-974556.5,,AR 2018
2018,6103,GBP,1000,17239.9,0.0,17239.9,16223.0,0.0,-11.6,-8131.7,-8578.6,0.0,0.0,-16710.3,-975.4,-1474.3,7.9,0.0,-1466.5,0.0,0.0,0.0,28917.7,28917.7,-1449.8,-11009.4,-28917.7,,AR 2018
2018,6111,GBP,1000,34126.4,4836.0,29290.4,36614.9,0.0,804.4,-47224.1,15078.0,1470.1,3371.3,-27304.7,-18860.1,-8745.5,161.2,0.0,-8584.3,0.0,21646.2,2872.7,164133.7,188652.6,-15292.7,-159344.3,-188652.6,,AR 2018
2018,6117,GBP,1000000,82.6,0.0,82.6,87.0,0.0,0.0,-66.6,-7.2,0.0,0.0,-73.7,-10.0,3.3,0.0,0.0,3.3,0.0,0.0,0.0,178.2,178.2,-29.0,-57.6,-178.2,,AR 2018
2018,6118,GBP,1000,142867.4,49131.2,93736.2,88410.8,0.0,1389.6,-91261.7,-20569.5,33208.2,5703.8,-72919.1,-23557.2,-6675.9,-356.2,0.0,-7032.1,0.0,93717.3,22018.9,137196.6,252932.8,-64455.1,-211626.3,-252932.8,,AR 2018
2018,6125,GBP,1000,20857.7,5690.1,15167.6,15214.2,0.0,0.0,-8004.1,-11554.0,728.3,2969.5,-15860.2,-6036.8,-6682.8,-44.9,0.0,-6727.6,0.0,4691.9,1247.6,44431.4,50370.9,-6446.6,-25175.4,-50370.9,,AR 2018
2018,6129,GBP,1000000,71.6,31.0,40.6,41.8,0.0,0.0,-91.7,-35.3,10.9,28.8,-87.3,-6.4,-51.9,0.2,-0.2,-51.8,0.0,50.5,0.1,35.6,86.2,-22.2,-113.2,-86.2,,AR 2018
2018,6130,GBP,1000,21354.1,7732.8,13621.3,8990.0,0.0,385.3,-2825.3,-3840.0,1099.4,1662.1,-3903.8,-4137.8,1333.7,-102.3,0.0,1231.5,0.0,4550.8,8288.8,40291.5,53131.1,-23351.5,-10654.8,-53131.1,,AR 2018
2018,6131,GBP,1000,2868.5,312.2,2556.3,1397.8,0.0,0.1,-59.8,-912.1,0.0,77.6,-894.3,-1805.8,-1302.2,48.2,0.0,-1254.0,0.0,78.3,186.2,1781.0,2045.5,-1338.7,-934.0,-2045.5,,AR 2018
2018,6132,GBP,1000,39761.1,14394.5,25366.6,14583.3,0.0,78.1,-1738.0,-15375.9,159.0,6477.5,-10477.5,-7146.4,-2962.5,6.8,0.0,-2955.7,0.0,6791.3,6008.7,17437.3,30237.3,-17200.6,-15992.4,-30237.3,,AR 2018
2018,6134,GBP,1000,31442.2,0.0,31442.2,12983.9,0.0,0.0,0.0,-8891.0,0.0,0.0,-8891.0,-6662.6,-2569.7,-95.8,0.0,-2665.5,0.0,0.0,0.0,29770.4,29770.4,-19037.8,-9216.8,-29770.4,,AR 2018
2018,727,GBP,1000,73069.9,432.5,72637.4,67755.5,0.0,4367.8,-45048.5,13219.7,72.1,-7.5,-31764.2,-29056.0,11303.1,-129.6,0.0,11173.6,244134.4,376.7,88.0,53354.4,297953.5,-39059.8,-262608.2,-297953.5,,AR 2018
2018,1183,USD,1000000,955.3,201.6,753.7,750.4,0.0,17.8,-623.4,-7.0,161.4,-52.5,-521.4,-314.4,-67.6,3.9,0.0,-63.7,1198.5,398.1,84.1,557.0,2237.7,-534.8,-1525.5,-2237.7,,AR 2018
2018,1274,USD,1000,586373.9,88422.9,497951.0,475172.6,0.0,-3206.2,-334699.9,-4899.0,86251.0,-94192.5,-347540.4,-167026.6,-42600.6000000001,-190.5,0.0,-42791.2,573734.7,312216.0,43931.0,475540.9,1405422.6,-294589.6,-995162.0,-1405422.6,,AR 2018
2018,1686,USD,1000,420078.8,189578.1,230500.7,243352.5,0.0,2139.8,-199016.8,-134521.4,57793.7,77725.1,-198019.4,-89045.7,-41572.8,-1498.4,0.0,-43071.2,115390.1,219141.6,63923.3,299838.5,698293.5,-183315.4,-527880.4,-698293.5,,AR 2018
2018,1919,USD,1000,397426.9,280173.7,117253.2,114052.0,0.0,2903.8,-256459.2,-75887.2,174672.7,59640.4,-98033.4,-26926.5,-8004.09999999999,-438.8,2493.9,-5948.9,295615.5,445808.4,179276.9,421457.9,1342158.7,-267469.3,-706979.7,-1342158.7,,AR 2018
2018,1967,USD,1000,255089.5,92191.8,162897.7,156079.5,0.0,1755.6,-153695.8,-16336.3,36011.7,30162.1,-103858.4,-68397.8,-14421.1,1022.4,-78.2,-13476.8,85224.0,98449.7,36051.5,145437.3,365162.5,-126304.2,-257423.5,-365162.5,,AR 2018
2018,1969,USD,1000,418937.2,166445.6,252491.6,243625.1,0.0,4108.8,-216562.6,-203315.5,78805.6,121809.7,-219262.9,-88056.5,-59585.5,-789.4,0.0,-60374.8,253092.4,242737.4,63843.4,281022.3,840695.5,-190501.4,-566850.6,-840695.5,,AR 2018
2018,1980,USD,1000,252388.1,147972.5,104415.6,55222.8,0.0,1027.6,-80886.4,-57566.6,7244.3,52092.0,-79116.7,-17964.9,-40831.2,831.7,0.0,-39999.5,82978.1,49482.3,77827.0,175172.6,385460.0,-127569.7,-221625.0,-385460.0,,AR 2018
2018,2003,USD,1000,3029721.2,827151.9,2202569.3,2199945.9,0.0,28021.2,-2218731.3,-253538.9,607397.1,173628.8,-1691244.3,-851276.1,-314553.3,-24695.1,4019.5,-335228.9,3175114.3,1805853.8,361327.6,3372520.0,8714815.7,-1468137.4,-5919366.6,-8714815.7,,AR 2018
2018,2010,USD,1000,291217.5,84794.5,206423.0,195324.1,0.0,2998.4,-227240.1,-6890.6,78499.5,-1721.9,-157353.1,-74489.9,-33520.5,765.4,0.0,-32755.0,162523.5,206791.5,7931.0,160144.4,537390.4,-92903.7,-485327.1,-537390.4,,AR 2018
2018,2357,USD,1000,593020.4,242337.8,350682.6,283084.3,0.0,4115.2,-270480.3,-366426.4,60541.3,171779.0,-404586.4,-50664.2,-168051.1,-0.6,0.0,-168051.7,295995.2,232413.9,45877.3,360755.7,935042.1,-206395.8,-617778.3,-935042.1,,AR 2018
2018,2623,USD,1000000,2177.1,337.5,1839.6,1730.6,0.0,18.9,-1099.3,-102.5,240.4,-37.0,-998.4,-661.0,90.1,2.0,0.1,92.2,2528.3,834.7,165.0,1272.3,4800.3,-1120.6,-3440.9,-4800.3,,AR 2018
2018,2689,USD,1000,136811.7,3694.10000000001,133117.6,110311.3,0.0,-111.0,-39248.8,-42775.5,0.0,3849.7,-78174.6,-49775.3,-17749.6,901.6,0.0,-16848.0,3749.4,3648.6,0.0,149243.8,156641.8,-60014.5,-76241.8,-156641.8,,AR 2018
