year,syndicate,managing_agent,syndicate_cob,harmonised_lob,aggregate_lob,gross_written_premium,gross_earned_premium,gross_incurred,operating_expenses,gross_uw_result,net_uw_result,unit,currency,gross_loss_ratio,gross_expense_ratio,gross_combined_ratio,net_uw_margin
2015,5678,Vibe,Marine,MAT,MAT,-8.0,-8.0,53.0,-33.0,12.0,-52.0,1000,GBP,-662.5,-412.5,-1075.0,650.0
2015,4444,Canopius,Marine and Energy,MAT,MAT,113384.0,108521.0,-54592.0,-38821.0,15108.0,7630.0,1000,GBP,50.31,35.77,86.08,7.03
2015,1084,Chaucer,Miscellaneous,Pecuniary loss,MAT,50500.0,45600.0,-46200.0,-21600.0,-22200.0,-3400.0,1000,GBP,101.32,47.37,148.69,-7.46
2015,1110,ProSight,Miscellaneous,Pecuniary loss,MAT,9600.0,5626.0,-4466.0,-2764.0,-1604.0,-2073.0,1000,GBP,79.38,49.13,128.51,-36.85
2015,1209,Catlin,Miscellaneous,Pecuniary loss,MAT,31782.0,24335.0,-8976.0,-7069.0,8290.0,-1208.0,1000,GBP,36.89,29.05,65.94,-4.96
2015,1218,Newline,Miscellaneous,Pecuniary loss,MAT,2369.0,1995.0,-1220.0,-1086.0,-311.0,-606.0,1000,GBP,61.15,54.44,115.59,-30.38
2015,1221,Navigators,Miscellaneous,Pecuniary loss,MAT,2774.0,2691.0,-706.0,-1214.0,771.0,534.0,1000,GBP,26.24,45.11,71.35,19.84
2015,1225,Aegis,Miscellaneous,Pecuniary loss,MAT,700.0,500.0,-100.0,-7400.0,-7000.0,-7100.0,1000,GBP,20.0,1480.0,1500.0,-1420.0
2015,1301,StarStone,Miscellaneous,Pecuniary loss,MAT,851.0,948.0,-257.0,-211.0,480.0,412.0,1000,GBP,27.11,22.26,49.37,43.46
2015,1414,Ascot,Miscellaneous,Pecuniary loss,MAT,9481.0,7064.0,-643.0,-2091.0,4330.0,3938.0,1000,GBP,9.1,29.6,38.7,55.75
2015,1458,Ren Re,Miscellaneous,Pecuniary loss,MAT,13432.451,7515.737,-5188.167,-3118.718,-791.148,-1130.995,1000,GBP,69.03,41.5,110.53,-15.05
2015,1729,Asta,Miscellaneous,Pecuniary loss,MAT,2367.0,2047.0,-748.0,-1159.0,140.0,-23.0,1000,GBP,36.54,56.62,93.16,-1.12
2015,1861,ANV,Miscellaneous,Pecuniary loss,MAT,89.0,166.0,-125.0,-38.0,3.0,-15.0,1000,GBP,75.3,22.89,98.19,-9.04
2015,2001,MS Amlin,Miscellaneous,Pecuniary loss,MAT,110600.0,103400.0,-42200.0,-32000.0,29200.0,8500.0,1000,GBP,40.81,30.95,71.76,8.22
2015,2007,Novae,Miscellaneous,Pecuniary loss,MAT,300.0,300.0,-300.0,-100.0,-100.0,-100.0,1000,GBP,100.0,33.33,133.33,-33.33
2015,2014,Pembroke,Miscellaneous,Pecuniary loss,MAT,4116.0,2527.0,-1560.0,-820.0,147.0,-138.0,1000,GBP,61.73,32.45,94.18,-5.46
2015,218,ERS,Miscellaneous,Pecuniary loss,MAT,19607.0,19478.0,-11459.0,-5542.0,2477.0,2457.0,1000,GBP,58.83,28.45,87.28,12.61
2015,2488,Ace,Miscellaneous,Pecuniary loss,MAT,23737.0,18587.0,-2809.0,-6059.0,9719.0,4421.0,1000,GBP,15.11,32.6,47.71,23.79
2015,2791,MAP,Miscellaneous,Pecuniary loss,MAT,839.0,735.0,-460.0,-288.0,-13.0,-10.0,1000,GBP,62.59,39.18,101.77,-1.36
2015,2999,QBE,Miscellaneous,Pecuniary loss,MAT,0.0,0.0,-1295.0,-2.0,-1297.0,-1442.0,1000,GBP,,,,
2015,3000,Markel,Miscellaneous,Pecuniary loss,MAT,14807.0,11006.0,-5575.0,-5430.0,1.0,-1053.0,1000,GBP,50.65,49.34,99.99,-9.57
2015,33,Hiscox,Miscellaneous,Pecuniary loss,MAT,19851.0,18791.0,-24110.0,-4601.0,-9920.0,-11189.0,1000,GBP,128.31,24.49,152.8,-59.54
2015,3624,Hiscox,Miscellaneous,Pecuniary loss,MAT,72616.0,59830.0,-37472.0,-19487.0,2871.0,1105.0,1000,GBP,62.63,32.57,95.2,1.85
2015,4000,Pembroke,Miscellaneous,Pecuniary loss,MAT,51550.0,47965.0,-27250.0,-16526.0,4189.0,1603.0,1000,GBP,56.81,34.45,91.26,3.34
2015,4141,HCC,Miscellaneous,Pecuniary loss,MAT,5778.0,4196.0,-1830.0,-1014.0,1352.0,-174.0,1000,GBP,43.61,24.17,67.78,-4.15
2015,435,Faraday,Miscellaneous,Pecuniary loss,MAT,87.0,81.0,31.0,-40.0,72.0,55.0,1000,GBP,38.27,49.38,87.65,67.9
2015,4444,Canopius,Miscellaneous,Pecuniary loss,MAT,0.0,0.0,-2900.0,-49.0,-2949.0,-2781.0,1000,GBP,,,,
2015,5000,Travelers,Miscellaneous,Pecuniary loss,MAT,2150.0,2222.0,-1090.0,-972.0,160.0,99.0,1000,GBP,49.05,43.74,92.79,4.46
2015,958,Canopius,Miscellaneous,Pecuniary loss,MAT,0.0,0.0,262.0,9.0,271.0,270.0,1000,GBP,,,,
2015,1084,Chaucer,Motor (other classes),Motor,Motor,101000.0,146200.0,-87200.0,-47400.0,11600.0,-5900.00000000001,1000,GBP,59.64,32.42,92.06,-4.04
2015,1200,Argo,Motor (other classes),Motor,Motor,1300.0,1300.0,0.0,300.0,1600.0,1600.0,1000,GBP,0.0,23.08,23.08,123.08
2015,1206,AmTrust,Motor (other classes),Motor,Motor,6.0,6.0,-1508.0,13.0,-1489.0,-1140.0,1000,GBP,25133.33,216.67,25350.0,-19000.0
2015,1209,Catlin,Motor (other classes),Motor,Motor,0.0,0.0,368.0,0.0,368.0,-921.0,1000,GBP,,,,
2015,1414,Ascot,Motor (other classes),Motor,Motor,1311.0,9159.0,-10695.0,-373.0,-1909.0,680.0,1000,GBP,116.77,4.07,120.84,7.42
2015,1729,Asta,Motor (other classes),Motor,Motor,5871.0,3955.0,-5185.0,-1623.0,-2853.0,-3173.0,1000,GBP,131.1,41.04,172.14,-80.23
2015,2001,MS Amlin,Motor (other classes),Motor,Motor,210000.0,172600.0,-114000.0,-59500.0,-900.000000000006,-3800.00000000001,1000,GBP,66.05,34.47,100.52,-2.2
2015,2007,Novae,Motor (other classes),Motor,Motor,8300.0,11400.0,-10200.0,-4100.0,-2900.0,-799.999999999999,1000,GBP,89.47,35.96,125.43,-7.02
2015,2121,Argenta,Motor (other classes),Motor,Motor,1248.0,1119.0,-640.0,-388.0,91.0,-33.0,1000,GBP,57.19,34.67,91.86,-2.95
2015,218,ERS,Motor (other classes),Motor,Motor,368813.0,358395.0,-245252.0,-124310.0,-11167.0,-89.0,1000,GBP,68.43,34.69,103.12,-0.02
2015,2468,Marketform,Motor (other classes),Motor,Motor,13.0,13.0,-2.0,0.0,11.0,9.0,1000,GBP,15.38,0.0,15.38,69.23
2015,2791,MAP,Motor (other classes),Motor,Motor,27086.0,23876.0,-22285.0,-5639.0,-4048.0,-2227.0,1000,GBP,93.34,23.62,116.96,-9.33
2015,318,Beaufort,Motor (other classes),Motor,Motor,344.0,361.0,-94.0,-128.0,139.0,140.0,1000,GBP,26.04,35.46,61.5,38.78
2015,3624,Hiscox,Motor (other classes),Motor,Motor,21249.0,17303.0,-11204.0,-5575.0,524.0,6.0,1000,GBP,64.75,32.22,96.97,0.03
2015,435,Faraday,Motor (other classes),Motor,Motor,0.0,0.0,100.0,0.0,100.0,25.0,1000,GBP,,,,
2015,4444,Canopius,Motor (other classes),Motor,Motor,80281.0,55413.0,-32480.0,-23236.0,-303.0,-1094.0,1000,GBP,58.61,41.93,100.54,-1.97
2015,5678,Vibe,Motor (other classes),Motor,Motor,0.0,0.0,148.0,-96.0,52.0,-97.0,1000,GBP,,,,
2015,5820,ANV,Motor (other classes),Motor,Motor,5604.0,5176.0,-2493.0,-3408.0,-725.0,-725.0,1000,GBP,48.16,65.84,114.0,-14.01
2015,609,Atrium,Motor (other classes),Motor,Motor,8994.0,8932.0,-8374.0,-3334.0,-2776.0,-2677.0,1000,GBP,93.75,37.33,131.08,-29.97
2015,727,Meacock,Motor (other classes),Motor,Motor,2135.0,2308.0,-1158.0,-784.0,366.0,366.0,1000,GBP,50.17,33.97,84.14,15.86
2015,958,Canopius,Motor (other classes),Motor,Motor,20412.0,14505.0,-8764.0,-6252.0,-511.0,-833.0,1000,GBP,60.42,43.1,103.52,-5.74
2015,1084,Chaucer,Motor (third party liability),Motor,Motor,8100.0,12400.0,-12500.0,-400.0,-500.0,4800.0,1000,GBP,100.81,3.23,104.04,38.71
2015,1729,Asta,Motor (third party liability),Motor,Motor,111.0,85.0,-29.0,-36.0,20.0,13.0,1000,GBP,34.12,42.35,76.47,15.29
2015,2001,MS Amlin,Motor (third party liability),Motor,Motor,50700.0,44000.0,-25100.0,-13300.0,5600.0,2600.0,1000,GBP,57.05,30.23,87.28,5.91
2015,2088,Catlin,Motor (third party liability),Motor,Motor,1033.0,796.0,-549.0,-175.0,72.0,-7.0,1000,GBP,68.97,21.98,90.95,-0.88
2015,218,ERS,Motor (third party liability),Motor,Motor,0.0,0.0,1.0,0.0,1.0,1.0,1000,GBP,,,,
2015,2791,MAP,Motor (third party liability),Motor,Motor,152.0,44.0,58.0,-33.0,69.0,64.0,1000,GBP,131.82,75.0,206.82,145.45
2015,2999,QBE,Motor (third party liability),Motor,Motor,13828.0,12283.0,-10123.0,-4614.0,-2454.0,4991.0,1000,GBP,82.41,37.56,119.97,40.63
2015,3624,Hiscox,Motor (third party liability),Motor,Motor,3606.0,2895.0,-1876.0,-941.0,78.0,-8.0,1000,GBP,64.8,32.5,97.3,-0.28
2015,435,Faraday,Motor (third party liability),Motor,Motor,0.0,0.0,3.0,0.0,3.0,1.0,1000,GBP,,,,
2015,4444,Canopius,Motor (third party liability),Motor,Motor,41509.0,39316.0,-28268.0,-14655.0,-3607.0,-3951.0,1000,GBP,71.9,37.27,109.17,-10.05
2015,5678,Vibe,Motor (third party liability),Motor,Motor,0.0,0.0,-63.0,-16.0,-79.0,-57.0,1000,GBP,,,,
2015,5820,ANV,Motor (third party liability),Motor,Motor,-8.0,2174.0,-1109.0,-949.0,116.0,116.0,1000,GBP,51.01,43.65,94.66,5.34
2015,609,Atrium,Motor (third party liability),Motor,Motor,120.0,120.0,-94.0,-31.0,-5.0,-5.0,1000,GBP,78.33,25.83,104.16,-4.17
2015,727,Meacock,Motor (third party liability),Motor,Motor,-301.0,-155.0,-4.0,-29.0,-188.0,-188.0,1000,GBP,-2.58,-18.71,-21.29,121.29
2015,958,Canopius,Motor (third party liability),Motor,Motor,10358.0,9813.0,-7414.0,-3578.0,-1179.0,-1201.0,1000,GBP,75.55,36.46,112.01,-12.24
2015,1110,ProSight,Pecuniary loss,Pecuniary loss,MAT,7609.0,6906.0,-6939.0,-2194.0,-2227.0,-1916.0,1000,GBP,100.48,31.77,132.25,-27.74
2015,1200,Argo,Pecuniary loss,Pecuniary loss,MAT,7900.0,7900.0,-5100.0,-2300.0,500.000000000001,-899.999999999999,1000,GBP,64.56,29.11,93.67,-11.39
2015,1206,AmTrust,Pecuniary loss,Pecuniary loss,MAT,5599.0,5503.0,-1743.0,-837.0,2923.0,-369.0,1000,GBP,31.67,15.21,46.88,-6.71
2015,1897,Asta,Pecuniary loss,Pecuniary loss,MAT,32.0,21.0,-2.0,-9.0,10.0,8.0,1000,GBP,9.52,42.86,52.38,38.1
2015,1910,Asta,Pecuniary loss,Pecuniary loss,MAT,14150.0,16235.0,-3530.0,-4505.0,8200.0,6341.0,1000,GBP,21.74,27.75,49.49,39.06
2015,1919,Starr,Pecuniary loss,Pecuniary loss,MAT,12982.0,12424.0,-10445.0,-1039.0,940.0,340.0,1000,GBP,84.07,8.36,92.43,2.74
2015,1945,Sirius,Pecuniary loss,Pecuniary loss,MAT,6248.0,5783.0,-7890.0,-1206.0,-3313.0,-3331.0,1000,GBP,136.43,20.85,157.28,-57.6
2015,1955,Barbican,Pecuniary loss,Pecuniary loss,MAT,3500.0,3000.0,-2900.0,-800.0,-700.0,0.0,1000,GBP,96.67,26.67,123.34,0.0
2015,2015,Channel,Pecuniary loss,Pecuniary loss,MAT,10559.0,7352.0,-2764.0,-2262.0,2326.0,1126.0,1000,GBP,37.6,30.77,68.37,15.32
2015,2121,Argenta,Pecuniary loss,Pecuniary loss,MAT,131.0,127.0,-8.0,-63.0,56.0,52.0,1000,GBP,6.3,49.61,55.91,40.94
2015,2232,AWAC,Pecuniary loss,Pecuniary loss,MAT,999.0,1049.0,-839.0,-272.0,-62.0,-157.0,1000,GBP,79.98,25.93,105.91,-14.97
2015,2526,AmTrust,Pecuniary loss,Pecuniary loss,MAT,467.0,513.0,-377.0,5.0,141.0,-132.0,1000,GBP,73.49,0.97,74.46,-25.73
2015,3334,Hamilton,Pecuniary loss,Pecuniary loss,MAT,2059.0,2390.0,-2417.0,-958.0,-985.0,-1378.0,1000,GBP,101.13,40.08,141.21,-57.66
2015,382,Hardy,Pecuniary loss,Pecuniary loss,MAT,20835.0,13393.0,-17248.0,-5410.0,-9265.0,-8786.0,1000,GBP,128.78,40.39,169.17,-65.6
2015,4444,Canopius,Pecuniary loss,Pecuniary loss,MAT,12979.0,13199.0,-8715.0,-4839.0,-355.0,-1809.0,1000,GBP,66.03,36.66,102.69,-13.71
2015,4711,Aspen,Pecuniary loss,Pecuniary loss,MAT,23128.0,21135.0,-9097.0,-7114.0,4924.0,2094.0,1000,GBP,43.04,33.66,76.7,9.91
2015,5151,Endurance,Pecuniary loss,Pecuniary loss,MAT,26344.0,13210.0,-6483.0,-3667.0,3060.0,-202.0,1000,GBP,49.08,27.76,76.84,-1.53
2015,5678,Vibe,Pecuniary loss,Pecuniary loss,MAT,129.0,16.0,261.0,-79.0,198.0,469.0,1000,GBP,1631.25,493.75,2125.0,2931.25
2015,958,Canopius,Pecuniary loss,Pecuniary loss,MAT,3160.0,2040.0,-1197.0,-960.0,-117.0,-350.0,1000,GBP,58.68,47.06,105.74,-17.16
2015,1084,Chaucer,Reinsurance acceptances,Reinsurance,Reinsurance,412200.0,423500.0,-242800.0,-129600.0,51100.0,42900.0,1000,GBP,57.33,30.6,87.93,10.13
2015,1110,ProSight,Reinsurance acceptances,Reinsurance,Reinsurance,108202.0,107086.0,-69492.0,-36338.0,1256.0,-4900.0,1000,GBP,64.89,33.93,98.82,-4.58
2015,1176,Chaucer,Reinsurance acceptances,Reinsurance,Reinsurance,20054.0,18126.0,-987.0,-5322.0,11817.0,11817.0,1000,GBP,5.45,29.36,34.81,65.19
2015,1200,Argo,Reinsurance acceptances,Reinsurance,Reinsurance,123400.0,116200.0,-73900.0,-34000.0,8300.0,4200.0,1000,GBP,63.6,29.26,92.86,3.61
2015,1206,AmTrust,Reinsurance acceptances,Reinsurance,Reinsurance,38355.0,33903.0,-10994.0,-6594.0,16315.0,6487.0,1000,GBP,32.43,19.45,51.88,19.13
2015,1209,Catlin,Reinsurance acceptances,Reinsurance,Reinsurance,99158.0,104443.0,-51977.0,-40013.0,12453.0,-179.0,1000,GBP,49.77,38.31,88.08,-0.17
2015,1218,Newline,Reinsurance acceptances,Reinsurance,Reinsurance,7258.0,7186.0,-4568.0,-2581.0,37.0,-43.0,1000,GBP,63.57,35.92,99.49,-0.6
2015,1221,Navigators,Reinsurance acceptances,Reinsurance,Reinsurance,22513.0,19117.0,-6539.0,-5281.0,7297.0,7069.0,1000,GBP,34.21,27.62,61.83,36.98
2015,1225,Aegis,Reinsurance acceptances,Reinsurance,Reinsurance,78100.0,93900.0,-36800.0,-25300.0,31800.0,23600.0,1000,GBP,39.19,26.94,66.13,25.13
2015,1301,StarStone,Reinsurance acceptances,Reinsurance,Reinsurance,54331.0,47434.0,-29426.0,-16661.0,1347.0,-795.0,1000,GBP,62.04,35.12,97.16,-1.68
2015,1414,Ascot,Reinsurance acceptances,Reinsurance,Reinsurance,178439.0,180598.0,-30376.0,-35504.0,114718.0,31950.0,1000,GBP,16.82,19.66,36.48,17.69
2015,1458,Ren Re,Reinsurance acceptances,Reinsurance,Reinsurance,117333.993,103559.989,-43714.158,-33705.001,26140.83,3085.864,1000,GBP,42.21,32.55,74.76,2.98
2015,1492,Capita,Reinsurance acceptances,Reinsurance,Reinsurance,2721.0,183.0,-119.0,-1600.0,-1536.0,-1960.0,1000,GBP,65.03,874.32,939.35,-1071.04
2015,1729,Asta,Reinsurance acceptances,Reinsurance,Reinsurance,31348.0,30052.0,-19011.0,-11817.0,-776.0,-3539.0,1000,GBP,63.26,39.32,102.58,-11.78
2015,1861,ANV,Reinsurance acceptances,Reinsurance,Reinsurance,59585.0,62306.0,-26934.0,-20173.0,15199.0,5580.0,1000,GBP,43.23,32.38,75.61,8.96
2015,1880,TMK,Reinsurance acceptances,Reinsurance,Reinsurance,48972.0,54511.0,-13767.0,-17491.0,23253.0,13491.0,1000,GBP,25.26,32.09,57.35,24.75
2015,1882,Chubb,Reinsurance acceptances,Reinsurance,Reinsurance,49244.0,46613.0,-30209.0,-14513.0,1891.0,-6671.0,1000,GBP,64.81,31.14,95.95,-14.31
2015,1884,Charles Taylor,Reinsurance acceptances,Reinsurance,Reinsurance,8209.0,2467.0,-1649.0,-2714.0,-1896.0,-2387.0,1000,GBP,66.84,110.01,176.85,-96.76
2015,1897,Asta,Reinsurance acceptances,Reinsurance,Reinsurance,16604.0,17495.0,-12777.0,-5649.0,-931.0,-2001.0,1000,GBP,73.03,32.29,105.32,-11.44
2015,1910,Asta,Reinsurance acceptances,Reinsurance,Reinsurance,256888.0,163025.0,-28935.0,-50038.0,84052.0,22857.0,1000,GBP,17.75,30.69,48.44,14.02
2015,1919,Starr,Reinsurance acceptances,Reinsurance,Reinsurance,171857.0,162066.0,-85715.0,-18285.0,58066.0,5410.0,1000,GBP,52.89,11.28,64.17,3.34
2015,1945,Sirius,Reinsurance acceptances,Reinsurance,Reinsurance,40747.0,37902.0,-18245.0,-13319.0,6338.0,5844.0,1000,GBP,48.14,35.14,83.28,15.42
2015,1955,Barbican,Reinsurance acceptances,Reinsurance,Reinsurance,158200.0,136900.0,-65900.0,-34300.0,36700.0,17200.0,1000,GBP,48.14,25.05,73.19,12.56
2015,2001,MS Amlin,Reinsurance acceptances,Reinsurance,Reinsurance,679900.0,622800.0,-279000.0,-173400.0,170400.0,50200.0,1000,GBP,44.8,27.84,72.64,8.06
2015,2007,Novae,Reinsurance acceptances,Reinsurance,Reinsurance,188800.0,171200.0,-54100.0,-54200.0,62900.0,29800.0,1000,GBP,31.6,31.66,63.26,17.41
2015,2012,Arch,Reinsurance acceptances,Reinsurance,Reinsurance,833.0,696.0,-327.0,-281.0,88.0,2.0,1000,GBP,46.98,40.37,87.35,0.29
2015,2014,Pembroke,Reinsurance acceptances,Reinsurance,Reinsurance,62347.0,65207.0,-31281.0,-21183.0,12743.0,2728.0,1000,GBP,47.97,32.49,80.46,4.18
2015,2015,Channel,Reinsurance acceptances,Reinsurance,Reinsurance,44909.0,45604.0,-29038.0,-13667.0,2899.0,-1469.0,1000,GBP,63.67,29.97,93.64,-3.22
2015,2121,Argenta,Reinsurance acceptances,Reinsurance,Reinsurance,73020.0,63829.0,-37555.0,-21010.0,5264.0,1475.0,1000,GBP,58.84,32.92,91.76,2.31
2015,218,ERS,Reinsurance acceptances,Reinsurance,Reinsurance,22.0,22.0,-5087.0,127.0,-4938.0,-3856.0,1000,GBP,23122.73,577.27,23700.0,-17527.27
2015,2232,AWAC,Reinsurance acceptances,Reinsurance,Reinsurance,86000.0,87769.0,-48078.0,-31581.0,8110.0,4405.0,1000,GBP,54.78,35.98,90.76,5.02
2015,2468,Marketform,Reinsurance acceptances,Reinsurance,Reinsurance,19550.0,16778.0,-14686.0,-8102.0,-6010.0,-6528.0,1000,GBP,87.53,48.29,135.82,-38.91
2015,2488,Ace,Reinsurance acceptances,Reinsurance,Reinsurance,95315.0,95443.0,-27003.0,-27389.0,41051.0,-17659.0,1000,GBP,28.29,28.7,56.99,-18.5
2015,2526,AmTrust,Reinsurance acceptances,Reinsurance,Reinsurance,5706.0,6868.0,-5947.0,-383.0,538.0,-1923.0,1000,GBP,86.59,5.58,92.17,-28.0
2015,2791,MAP,Reinsurance acceptances,Reinsurance,Reinsurance,86098.0,92454.0,-12693.0,-31315.0,48446.0,32651.0,1000,GBP,13.73,33.87,47.6,35.32
2015,2999,QBE,Reinsurance acceptances,Reinsurance,Reinsurance,289109.0,288246.0,-137796.0,-87690.0,62760.0,37832.0,1000,GBP,47.8,30.42,78.22,13.12
2015,3000,Markel,Reinsurance acceptances,Reinsurance,Reinsurance,142139.0,146652.0,-66668.0,-52127.0,27857.0,-4975.0,1000,GBP,45.46,35.54,81.0,-3.39
2015,318,Beaufort,Reinsurance acceptances,Reinsurance,Reinsurance,55305.0,57109.0,-6372.0,-18496.0,32241.0,25575.0,1000,GBP,11.16,32.39,43.55,44.78
2015,33,Hiscox,Reinsurance acceptances,Reinsurance,Reinsurance,237850.0,228458.0,-41652.0,-27205.0,159601.0,43712.0,1000,GBP,18.23,11.91,30.14,19.13
2015,3624,Hiscox,Reinsurance acceptances,Reinsurance,Reinsurance,18678.0,8842.0,-5471.0,-3212.0,159.0,159.0,1000,GBP,61.88,36.33,98.21,1.8
2015,382,Hardy,Reinsurance acceptances,Reinsurance,Reinsurance,25941.0,24722.0,-6251.0,-7964.0,10507.0,3694.0,1000,GBP,25.29,32.21,57.5,14.94
2015,386,QBE,Reinsurance acceptances,Reinsurance,Reinsurance,38231.0,38245.0,-25692.0,-12701.0,-148.0,-1477.0,1000,GBP,67.18,33.21,100.39,-3.86
2015,4000,Pembroke,Reinsurance acceptances,Reinsurance,Reinsurance,22118.0,29649.0,-21875.0,-10230.0,-2456.0,-6078.0,1000,GBP,73.78,34.5,108.28,-20.5
2015,4141,HCC,Reinsurance acceptances,Reinsurance,Reinsurance,32774.0,31909.0,-13519.0,-8723.0,9667.0,-1603.0,1000,GBP,42.37,27.34,69.71,-5.02
2015,435,Faraday,Reinsurance acceptances,Reinsurance,Reinsurance,152558.0,155772.0,-58684.0,-42116.0,54972.0,49304.0,1000,GBP,37.67,27.04,64.71,31.65
2015,4444,Canopius,Reinsurance acceptances,Reinsurance,Reinsurance,187439.0,192861.0,-65384.0,-49295.0,78182.0,45623.0,1000,GBP,33.9,25.56,59.46,23.66
2015,457,Munich Re,Reinsurance acceptances,Reinsurance,Reinsurance,133238.0,129849.0,-106102.0,-39723.0,-15976.0,-10467.0,1000,GBP,81.71,30.59,112.3,-8.06
2015,4711,Aspen,Reinsurance acceptances,Reinsurance,Reinsurance,126958.0,124776.0,-97891.0,-39109.0,-12224.0,-26094.0,1000,GBP,78.45,31.34,109.79,-20.91
2015,5000,Travelers,Reinsurance acceptances,Reinsurance,Reinsurance,70353.0,78888.0,-36422.0,-32690.0,9776.0,6679.0,1000,GBP,46.17,41.44,87.61,8.47
2015,510,TMK,Reinsurance acceptances,Reinsurance,Reinsurance,103055.0,103867.0,-10098.0,-30412.0,63357.0,27266.0,1000,GBP,9.72,29.28,39.0,26.25
2015,5151,Endurance,Reinsurance acceptances,Reinsurance,Reinsurance,58161.0,67796.0,-20514.0,-19713.0,27569.0,9665.0,1000,GBP,30.26,29.08,59.34,14.26
2015,557,TMK,Reinsurance acceptances,Reinsurance,Reinsurance,17366.0,17695.0,-2176.0,-4845.0,10674.0,9341.0,1000,GBP,12.3,27.38,39.68,52.79
2015,5678,Vibe,Reinsurance acceptances,Reinsurance,Reinsurance,8202.0,5196.0,245.0,-5177.0,264.0,-168.0,1000,GBP,4.72,99.63,104.35,-3.23
2015,5820,ANV,Reinsurance acceptances,Reinsurance,Reinsurance,6626.0,10177.0,-4446.0,-4219.0,1512.0,-1864.0,1000,GBP,43.69,41.46,85.15,-18.32
2015,609,Atrium,Reinsurance acceptances,Reinsurance,Reinsurance,32226.0,31366.0,-8994.0,-6493.0,15879.0,13047.0,1000,GBP,28.67,20.7,49.37,41.6
2015,727,Meacock,Reinsurance acceptances,Reinsurance,Reinsurance,21107.0,22818.0,-2666.0,-6681.0,13471.0,13305.0,1000,GBP,11.68,29.28,40.96,58.31
2015,958,Canopius,Reinsurance acceptances,Reinsurance,Reinsurance,47089.0,48804.0,-7446.0,-12834.0,28524.0,15559.0,1000,GBP,15.26,26.3,41.56,31.88
2015,1084,Chaucer,Third party liability,Third party liability,Casualty,123400.0,121200.0,-74700.0,-47900.0,-1400.0,-10000.0,1000,GBP,61.63,39.52,101.15,-8.25
2015,1110,ProSight,Third party liability,Third party liability,Casualty,38940.0,35821.0,-17246.0,-10892.0,7683.0,4440.0,1000,GBP,48.14,30.41,78.55,12.39
2015,1176,Chaucer,Third party liability,Third party liability,Casualty,2137.0,2036.0,-190.0,-60.0,1786.0,1786.0,1000,GBP,9.33,2.95,12.28,87.72
2015,1200,Argo,Third party liability,Third party liability,Casualty,111700.0,108400.0,-54400.0,-33600.0,20400.0,900.000000000006,1000,GBP,50.18,31.0,81.18,0.83
2015,1206,AmTrust,Third party liability,Third party liability,Casualty,16952.0,24928.0,-58852.0,1679.0,-32245.0,-43469.0,1000,GBP,236.09,6.74,242.83,-174.38
2015,1209,Catlin,Third party liability,Third party liability,Casualty,35656.0,37592.0,-37981.0,-13481.0,-13870.0,-11519.0,1000,GBP,101.03,35.86,136.89,-30.64
2015,1218,Newline,Third party liability,Third party liability,Casualty,85129.0,86123.0,-43315.0,-29426.0,13382.0,12315.0,1000,GBP,50.29,34.17,84.46,14.3
2015,1221,Navigators,Third party liability,Third party liability,Casualty,60248.0,49063.0,-35664.0,-6302.0,7097.0,7030.0,1000,GBP,72.69,12.84,85.53,14.33
2015,1225,Aegis,Third party liability,Third party liability,Casualty,66400.0,66000.0,-45000.0,-21500.0,-500.0,-1400.0,1000,GBP,68.18,32.58,100.76,-2.12
2015,1301,StarStone,Third party liability,Third party liability,Casualty,11467.0,11129.0,-5787.0,-2382.0,2960.0,1103.0,1000,GBP,52.0,21.4,73.4,9.91
2015,1414,Ascot,Third party liability,Third party liability,Casualty,7101.0,3740.0,-1967.0,-1194.0,579.0,-93.0,1000,GBP,52.59,31.93,84.52,-2.49
2015,1458,Ren Re,Third party liability,Third party liability,Casualty,80490.045,56242.155,-39941.016,-22220.916,-5919.777,-5911.758,1000,GBP,71.02,39.51,110.53,-10.51
2015,1492,Capita,Third party liability,Third party liability,Casualty,58.0,3.0,-3.0,-34.0,-34.0,-34.0,1000,GBP,100.0,1133.33,1233.33,-1133.33
2015,1729,Asta,Third party liability,Third party liability,Casualty,11509.0,8722.0,-2328.0,-3576.0,2818.0,2112.0,1000,GBP,26.69,41.0,67.69,24.21
