year,syndicate,managing_agent,syndicate_cob,harmonised_lob,aggregate_lob,gross_written_premium,gross_earned_premium,gross_incurred,operating_expenses,gross_uw_result,net_uw_result,unit,currency,gross_loss_ratio,gross_expense_ratio,gross_combined_ratio,net_uw_margin
2015,1686,Asta,Third party liability,Third party liability,Casualty,19933.3333333333,14435.2941176471,-3735.9477124183,-3826.79738562092,6872.54901960784,2750.32679738562,1000,GBP,25.88,26.51,52.39,19.05
2015,1967,WRB,Third party liability,Third party liability,Casualty,7803.92156862745,6239.21568627451,-565.359477124183,-1869.28104575163,3804.57516339869,132.02614379085,1000,GBP,9.06,29.96,39.02,2.12
2015,1969,Apollo,Third party liability,Third party liability,Casualty,34228.7581699346,24147.0588235294,-10989.5424836601,-7701.30718954248,5456.2091503268,386.274509803922,1000,GBP,45.51,31.89,77.4,1.6
2015,2003,Catlin,Third party liability,Third party liability,Casualty,172459.477124183,173359.477124183,-78972.5490196078,-54143.137254902,40243.7908496732,7936.60130718954,1000,GBP,45.55,31.23,76.78,4.58
2015,2010,Cathedral,Third party liability,Third party liability,Casualty,963.398692810458,886.928104575163,-751.633986928105,-438.562091503268,-303.267973856209,-379.084967320261,1000,GBP,84.75,49.45,134.2,-42.74
2015,2623,Beazley,Third party liability,Third party liability,Casualty,515555.555555556,483790.849673203,-292418.300653595,-140588.235294118,50784.3137254902,20392.1568627451,1000,GBP,60.44,29.06,89.5,4.22
2015,2987,Brit,Third party liability,Third party liability,Casualty,270261.437908497,277516.339869281,-215294.117647059,-83071.8954248366,-20849.6732026143,-3333.3333333333,1000,GBP,77.58,29.93,107.51,-1.2
2015,4242,Asta,Third party liability,Third party liability,Casualty,316.339869281046,245.098039215686,-202.614379084967,-26.797385620915,15.6862745098039,-17.6470588235294,1000,GBP,82.67,10.93,93.6,-7.2
2015,4472,Liberty,Third party liability,Third party liability,Casualty,224771.241830065,186274.509803922,-121699.346405229,-56535.9477124183,8039.21568627452,-17320.2614379085,1000,GBP,65.33,30.35,95.68,-9.3
2015,623,Beazley,Third party liability,Third party liability,Casualty,113137.254901961,106209.150326797,-63856.2091503268,-31176.4705882353,11176.4705882353,4444.44444444444,1000,GBP,60.12,29.35,89.47,4.18
2015,780,Advent,Third party liability,Third party liability,Casualty,261.437908496732,326.797385620915,-130.718954248366,-130.718954248366,65.359477124183,-130.718954248366,1000,GBP,40.0,40.0,80.0,-40.0
2015,1183,Talbot,Transport,MAT,MAT,26862.7450980392,29542.4836601307,-22483.660130719,-14117.6470588235,-7058.82352941176,-7647.05882352941,1000,GBP,76.11,47.79,123.9,-25.88
2015,1686,Asta,Transport,MAT,MAT,4802.61437908497,4628.75816993464,-1326.79738562092,-1670.58823529412,1631.37254901961,410.457516339869,1000,GBP,28.66,36.09,64.75,8.87
2015,1967,WRB,Transport,MAT,MAT,4715.6862745098,4400.65359477124,-5258.16993464052,-1952.94117647059,-2810.45751633987,-3089.54248366013,1000,GBP,119.49,44.38,163.87,-70.21
2016,1084,Chaucer,Accident and health,Accident and health,Casualty,7800.0,4900.0,-1000.0,-1800.0,2100.0,1800.0,1000,GBP,20.41,36.73,57.14,36.73
2016,1200,Argo,Accident and health,Accident and health,Casualty,33800.0,31000.0,-20800.0,-12300.0,-2100.0,-3300.0,1000,GBP,67.1,39.68,106.78,-10.65
2016,1206,AmTrust,Accident and health,Accident and health,Casualty,29797.0,29566.0,-15053.0,-13145.0,1368.0,448.0,1000,GBP,50.91,44.46,95.37,1.52
2016,1301,StarStone,Accident and health,Accident and health,Casualty,9140.0,9558.0,-4219.0,-4424.0,915.0,-136.0,1000,GBP,44.14,46.29,90.43,-1.42
2016,1861,AmTrust,Accident and health,Accident and health,Casualty,18029.0,19776.0,-8192.0,-10219.0,1365.0,578.0,1000,GBP,41.42,51.67,93.09,2.92
2016,1880,TMK,Accident and health,Accident and health,Casualty,394.0,1097.0,-613.0,-473.0,11.0,13.0,1000,GBP,55.88,43.12,99.0,1.19
2016,1882,Chubb,Accident and health,Accident and health,Casualty,-51.0,251.0,-97.0,-31.0,123.0,123.0,1000,GBP,38.65,12.35,51.0,49.0
2016,1945,Sirius,Accident and health,Accident and health,Casualty,17313.0,16704.0,-13483.0,-3742.0,-521.0,-1876.0,1000,GBP,80.72,22.4,103.12,-11.23
2016,1955,Barbican,Accident and health,Accident and health,Casualty,200.0,100.0,0.0,-100.0,0.0,0.0,1000,GBP,0.0,100.0,100.0,0.0
2016,2001,MS Amlin,Accident and health,Accident and health,Casualty,26400.0,29700.0,-19100.0,-9600.0,999.999999999998,-1400.0,1000,GBP,64.31,32.32,96.63,-4.71
2016,2007,Novae,Accident and health,Accident and health,Casualty,15800.0,14300.0,-7500.0,-8000.0,-1200.0,-1900.0,1000,GBP,52.45,55.94,108.39,-13.29
2016,2012,Arch,Accident and health,Accident and health,Casualty,49460.0,48497.0,-31736.0,-19857.0,-3096.0,-4400.0,1000,GBP,65.44,40.94,106.38,-9.07
2016,2014,Pembroke,Accident and health,Accident and health,Casualty,342.0,324.0,-38.0,-145.0,141.0,118.0,1000,GBP,11.73,44.75,56.48,36.42
2016,2015,Channel,Accident and health,Accident and health,Casualty,10761.0,12669.0,-7799.0,-5487.0,-617.0,-908.0,1000,GBP,61.56,43.31,104.87,-7.17
2016,2088,Catlin,Accident and health,Accident and health,Casualty,21050.0,21287.0,-13540.0,-6596.0,1151.0,-478.0,1000,GBP,63.61,30.99,94.6,-2.25
2016,2121,Argenta,Accident and health,Accident and health,Casualty,5927.0,4509.0,-2304.0,-1965.0,240.0,-157.0,1000,GBP,51.1,43.58,94.68,-3.48
2016,218,ERS,Accident and health,Accident and health,Casualty,-2.0,-2.0,-266.0,0.0,-268.0,-217.0,1000,GBP,-13300.0,-0.0,-13300.0,10850.0
2016,2468,Neon,Accident and health,Accident and health,Casualty,4952.0,9007.0,-3452.0,-3582.0,1973.0,-886.0,1000,GBP,38.33,39.77,78.1,-9.84
2016,2488,Chubb,Accident and health,Accident and health,Casualty,4170.0,4656.0,-2589.0,-1875.0,192.0,450.0,1000,GBP,55.61,40.27,95.88,9.66
2016,2526,AmTrust,Accident and health,Accident and health,Casualty,362.0,362.0,-3175.0,-103.0,-2916.0,-2963.0,1000,GBP,877.07,28.45,905.52,-818.51
2016,2786,Asta,Accident and health,Accident and health,Casualty,89.0,16.0,-9.0,-10.0,-3.0,-3.0,1000,GBP,56.25,62.5,118.75,-18.75
2016,2791,MAP,Accident and health,Accident and health,Casualty,6056.0,6850.0,-3977.0,-3037.0,-164.0,-136.0,1000,GBP,58.06,44.34,102.4,-1.99
2016,2999,QBE,Accident and health,Accident and health,Casualty,5953.0,4877.0,-1776.0,-1892.0,1209.0,758.0,1000,GBP,36.42,38.79,75.21,15.54
2016,3000,Markel,Accident and health,Accident and health,Casualty,11424.0,11395.0,-6204.0,-4025.0,1166.0,-130.0,1000,GBP,54.44,35.32,89.76,-1.14
2016,33,Hiscox,Accident and health,Accident and health,Casualty,83032.0,72897.0,-30159.0,-37712.0,5026.0,4892.0,1000,GBP,41.37,51.73,93.1,6.71
2016,3334,Hamilton,Accident and health,Accident and health,Casualty,4911.0,2283.0,-976.0,-42.0,1265.0,1004.0,1000,GBP,42.75,1.84,44.59,43.98
2016,3624,Hiscox,Accident and health,Accident and health,Casualty,8183.0,7886.0,-4650.0,-2743.0,493.0,493.0,1000,GBP,58.97,34.78,93.75,6.25
2016,382,Hardy,Accident and health,Accident and health,Casualty,8565.0,13188.0,-5330.0,-4434.0,3424.0,3787.0,1000,GBP,40.42,33.62,74.04,28.72
2016,4000,Pembroke,Accident and health,Accident and health,Casualty,22282.0,28938.0,-13728.0,-14449.0,761.0,-761.0,1000,GBP,47.44,49.93,97.37,-2.63
2016,4141,HCC,Accident and health,Accident and health,Casualty,46209.0,45603.0,-20016.0,-23274.0,2313.0,2097.0,1000,GBP,43.89,51.04,94.93,4.6
2016,435,Faraday,Accident and health,Accident and health,Casualty,-2.0,-2.0,2.0,0.0,0.0,-7.0,1000,GBP,-100.0,-0.0,-100.0,350.0
2016,4444,Canopius,Accident and health,Accident and health,Casualty,29010.0,25818.0,-8360.0,-17765.0,-307.0,-1034.0,1000,GBP,32.38,68.81,101.19,-4.0
2016,457,Munich Re,Accident and health,Accident and health,Casualty,10083.0,8486.0,-3755.0,-5035.0,-304.0,-562.0,1000,GBP,44.25,59.33,103.58,-6.62
2016,4711,Aspen,Accident and health,Accident and health,Casualty,5232.0,4930.0,-925.0,-1643.0,2362.0,1193.0,1000,GBP,18.76,33.33,52.09,24.2
2016,5000,Travelers,Accident and health,Accident and health,Casualty,34469.0,32030.0,-14282.0,-14446.0,3302.0,2828.0,1000,GBP,44.59,45.1,89.69,8.83
2016,510,TMK,Accident and health,Accident and health,Casualty,142945.0,141858.0,-78538.0,-59311.0,4009.0,1778.0,1000,GBP,55.36,41.81,97.17,1.25
2016,5151,Endurance,Accident and health,Accident and health,Casualty,100.0,79.0,-1.0,-29.0,49.0,24.0,1000,GBP,1.27,36.71,37.98,30.38
2016,5678,Vibe,Accident and health,Accident and health,Casualty,4218.0,2319.0,-3991.0,-1773.0,-3445.0,-2452.0,1000,GBP,172.1,76.46,248.56,-105.74
2016,5820,AmTrust,Accident and health,Accident and health,Casualty,14130.0,17508.0,-8996.0,-10158.0,-1646.0,-1559.0,1000,GBP,51.38,58.02,109.4,-8.9
2016,609,Atrium,Accident and health,Accident and health,Casualty,34629.0,33438.0,-16761.0,-16996.0,-319.0,-632.0,1000,GBP,50.13,50.83,100.96,-1.89
2016,727,Meacock,Accident and health,Accident and health,Casualty,3625.0,4060.0,-1342.0,-1773.0,945.0,878.0,1000,GBP,33.05,43.67,76.72,21.63
2016,1200,Argo,Aviation,MAT,MAT,5500.0,7400.0,-5400.0,-1400.0,600.0,-800.0,1000,GBP,72.97,18.92,91.89,-10.81
2016,1218,Newline,Aviation,MAT,MAT,957.0,1112.0,14.0,-250.0,876.0,876.0,1000,GBP,1.26,22.48,23.74,78.78
2016,1221,Navigators,Aviation,MAT,MAT,0.0,0.0,0.0,0.0,0.0,0.0,1000,GBP,,,,
2016,2015,Channel,Aviation,MAT,MAT,-181.0,495.0,-1169.0,-182.0,-856.0,-717.0,1000,GBP,236.16,36.77,272.93,-144.85
2016,2232,AWAC,Aviation,MAT,MAT,2785.0,3247.0,-3390.0,-821.0,-964.0,-1304.0,1000,GBP,104.4,25.28,129.68,-40.16
2016,3334,Hamilton,Aviation,MAT,MAT,4523.0,1280.0,-1139.0,-524.0,-383.0,-670.0,1000,GBP,88.98,40.94,129.92,-52.34
2016,4444,Canopius,Aviation,MAT,MAT,76236.0,67851.0,-48624.0,-26186.0,-6959.0,-5559.0,1000,GBP,71.66,38.59,110.25,-8.19
2016,457,Munich Re,Aviation,MAT,MAT,201626.0,238035.0,-155694.0,-86779.0,-4438.0,-7994.0,1000,GBP,65.41,36.46,101.87,-3.36
2016,510,TMK,Aviation,MAT,MAT,51987.0,51794.0,-25481.0,-21506.0,4807.0,864.0,1000,GBP,49.2,41.52,90.72,1.67
2016,5151,Endurance,Aviation,MAT,MAT,17384.0,3167.0,-3033.0,-532.0,-398.0,-466.0,1000,GBP,95.77,16.8,112.57,-14.71
2016,5678,Vibe,Aviation,MAT,MAT,56.0,51.0,-18.0,-28.0,5.0,8.0,1000,GBP,35.29,54.9,90.19,15.69
2016,1861,AmTrust,Credit and suretyship,Pecuniary loss,Casualty,16423.0,20610.0,-11214.0,-7959.0,1437.0,2568.0,1000,GBP,54.41,38.62,93.03,12.46
2016,2007,Novae,Credit and suretyship,Pecuniary loss,Casualty,64600.0,49100.0,-31100.0,-17400.0,600.000000000001,1600.0,1000,GBP,63.34,35.44,98.78,3.26
2016,2468,Neon,Credit and suretyship,Pecuniary loss,Casualty,22117.0,20288.0,-74206.0,-8574.0,-62492.0,-43801.0,1000,GBP,365.76,42.26,408.02,-215.9
2016,2999,QBE,Credit and suretyship,Pecuniary loss,Casualty,41820.0,26690.0,-10286.0,-9818.0,6586.0,3351.0,1000,GBP,38.54,36.79,75.33,12.56
2016,5820,AmTrust,Credit and suretyship,Pecuniary loss,Casualty,101468.0,72461.0,-31577.0,-53495.0,-12611.0,-12791.0,1000,GBP,43.58,73.83,117.41,-17.65
2016,609,Atrium,Credit and suretyship,Pecuniary loss,Casualty,5464.0,4935.0,-1400.0,-1547.0,1988.0,1760.0,1000,GBP,28.37,31.35,59.72,35.66
2016,727,Meacock,Credit and suretyship,Pecuniary loss,Casualty,-615.0,42.0,918.0,-123.0,837.0,826.0,1000,GBP,2185.71,292.86,2478.57,1966.67
2016,1084,Chaucer,Energy,Energy,Energy,33200.0,42400.0,-19100.0,-18900.0,4400.0,-2300.0,1000,GBP,45.05,44.58,89.63,-5.42
2016,1414,Ascot,Energy,Energy,Energy,17947.0,29366.0,-21061.0,-10657.0,-2352.0,904.0,1000,GBP,71.72,36.29,108.01,3.08
2016,1492,Capita,Energy,Energy,Energy,269.0,130.0,-13568.0,-94.0,-13532.0,-845.0,1000,GBP,10436.92,72.31,10509.23,-650.0
2016,2121,Argenta,Energy,Energy,Energy,25970.0,28239.0,-5272.0,-11920.0,11047.0,6817.0,1000,GBP,18.67,42.21,60.88,24.14
2016,4711,Aspen,Energy,Energy,Energy,41913.0,41874.0,12431.0,-13163.0,41142.0,12683.0,1000,GBP,29.69,31.43,61.12,30.29
2016,5000,Travelers,Energy,Energy,Energy,16245.0,14564.0,-8354.0,-5809.0,401.0,142.0,1000,GBP,57.36,39.89,97.25,0.98
2016,1200,Argo,Energy marine,Energy,Energy,11700.0,11600.0,-2700.0,-2500.0,6400.0,-200.000000000001,1000,GBP,23.28,21.55,44.83,-1.72
2016,1221,Navigators,Energy marine,Energy,Energy,31909.0,33205.0,-12014.0,-7750.0,13441.0,5472.0,1000,GBP,36.18,23.34,59.52,16.48
2016,1955,Barbican,Energy marine,Energy,Energy,8400.0,17700.0,-12900.0,-3300.0,1500.0,-300.000000000001,1000,GBP,72.88,18.64,91.52,-1.69
2016,5151,Endurance,Energy marine,Energy,Energy,13864.0,9397.0,-193.0,-2015.0,7189.0,3926.0,1000,GBP,2.05,21.44,23.49,41.78
2016,5678,Vibe,Energy marine,Energy,Energy,0.0,0.0,0.0,0.0,0.0,0.0,1000,GBP,,,,
2016,1200,Argo,Energy non marine,Energy,Energy,8400.0,8700.0,-5500.0,-1300.0,1900.0,999.999999999999,1000,GBP,63.22,14.94,78.16,11.49
2016,1218,Newline,Energy non marine,Energy,Energy,227.0,165.0,-1615.0,-62.0,-1512.0,-1570.0,1000,GBP,978.79,37.58,1016.37,-951.52
2016,1221,Navigators,Energy non marine,Energy,Energy,15507.0,16280.0,-9774.0,-90.0,6416.0,1734.0,1000,GBP,60.04,0.55,60.59,10.65
2016,1955,Barbican,Energy non marine,Energy,Energy,7100.0,6400.0,-4400.0,-3300.0,-1300.0,-2300.0,1000,GBP,68.75,51.56,120.31,-35.94
2016,3334,Hamilton,Energy non marine,Energy,Energy,129.0,36.0,0.0,-14.0,22.0,8.0,1000,GBP,0.0,38.89,38.89,22.22
2016,5151,Endurance,Energy non marine,Energy,Energy,7738.0,5553.0,-14741.0,-542.0,-9730.0,-4757.0,1000,GBP,265.46,9.76,275.22,-85.67
2016,5678,Vibe,Energy non marine,Energy,Energy,0.0,0.0,-10.0,-1.0,-11.0,-11.0,1000,GBP,,,,
2016,510,TMK,Enterprise Risk,Third party liability,Casualty,95311.0,84829.0,-32808.0,-35304.0,16717.0,11670.0,1000,GBP,38.68,41.62,80.3,13.76
2016,1084,Chaucer,Fire and other damage to property,Property,Property,52900.0,54700.0,-23900.0,-16400.0,14400.0,-799.999999999994,1000,GBP,43.69,29.98,73.67,-1.46
2016,1110,ProSight,Fire and other damage to property,Property,Property,52223.0,48473.0,-49050.0,-20109.0,-20686.0,-24312.0,1000,GBP,101.19,41.48,142.67,-50.16
2016,1176,Chaucer,Fire and other damage to property,Property,Property,5091.0,5024.0,-2686.0,-1194.0,1144.0,1144.0,1000,GBP,53.46,23.77,77.23,22.77
2016,1200,Argo,Fire and other damage to property,Property,Property,137900.0,134400.0,-87500.0,-39900.0,7000.00000000001,-13600.0,1000,GBP,65.1,29.69,94.79,-10.12
2016,1206,AmTrust,Fire and other damage to property,Property,Property,78288.0,71142.0,-28374.0,-27991.0,14777.0,7771.0,1000,GBP,39.88,39.35,79.23,10.92
2016,1221,Navigators,Fire and other damage to property,Property,Property,88122.0,78448.0,-59296.0,-19656.0,-504.0,-17114.0,1000,GBP,75.59,25.06,100.65,-21.82
2016,1225,Aegis,Fire and other damage to property,Property,Property,142600.0,136400.0,-72300.0,-38600.0,25500.0,17900.0,1000,GBP,53.01,28.3,81.31,13.12
2016,1301,StarStone,Fire and other damage to property,Property,Property,54950.0,58718.0,-39033.0,-17215.0,2470.0,-7884.0,1000,GBP,66.48,29.32,95.8,-13.43
2016,1414,Ascot,Fire and other damage to property,Property,Property,202403.0,214515.0,-120066.0,-65855.0,28594.0,-27519.0,1000,GBP,55.97,30.7,86.67,-12.83
2016,1458,Ren Re,Fire and other damage to property,Property,Property,34593.776,29080.132,-12827.793,-11454.718,4797.621,340.55,1000,GBP,44.11,39.39,83.5,1.17
2016,1492,Capita,Fire and other damage to property,Property,Property,5436.0,2179.0,-418.0,-1899.0,-138.0,-816.0,1000,GBP,19.18,87.15,106.33,-37.45
2016,1729,Asta,Fire and other damage to property,Property,Property,18850.0,15779.0,-17644.0,-5986.0,-7851.0,-6808.0,1000,GBP,111.82,37.94,149.76,-43.15
2016,1861,AmTrust,Fire and other damage to property,Property,Property,46031.0,45003.0,-20592.0,-17980.0,6431.0,1623.0,1000,GBP,45.76,39.95,85.71,3.61
2016,1880,TMK,Fire and other damage to property,Property,Property,129026.0,118627.0,-68239.0,-41138.0,9250.0,-8284.0,1000,GBP,57.52,34.68,92.2,-6.98
2016,1882,Chubb,Fire and other damage to property,Property,Property,6179.0,9203.0,-8402.0,-2329.0,-1528.0,-4500.0,1000,GBP,91.3,25.31,116.61,-48.9
2016,1884,Charles Taylor,Fire and other damage to property,Property,Property,7169.0,4085.0,-3232.0,-1890.0,-1037.0,-1468.0,1000,GBP,79.12,46.27,125.39,-35.94
2016,1897,Asta,Fire and other damage to property,Property,Property,19841.0,12934.0,-16154.0,-3857.0,-7077.0,-4655.0,1000,GBP,124.9,29.82,154.72,-35.99
2016,1910,Argo,Fire and other damage to property,Property,Property,53778.0,43486.0,-24608.0,-10961.0,7917.0,4046.0,1000,GBP,56.59,25.21,81.8,9.3
2016,1919,Starr,Fire and other damage to property,Property,Property,41951.0,30447.0,-19577.0,-1360.0,9510.0,-899.0,1000,GBP,64.3,4.47,68.77,-2.95
2016,1945,Sirius,Fire and other damage to property,Property,Property,20929.0,18559.0,-14336.0,-6380.0,-2157.0,-1919.0,1000,GBP,77.25,34.38,111.63,-10.34
2016,1955,Barbican,Fire and other damage to property,Property,Property,39000.0,40800.0,-30800.0,-10400.0,-400.000000000004,-6000.0,1000,GBP,75.49,25.49,100.98,-14.71
2016,1991,R&Q,Fire and other damage to property,Property,Property,40017.0,36350.0,-21279.0,-15958.0,-887.0,-4039.0,1000,GBP,58.54,43.9,102.44,-11.11
2016,2001,MS Amlin,Fire and other damage to property,Property,Property,241300.0,242400.0,-132400.0,-81900.0,28100.0,6999.99999999999,1000,GBP,54.62,33.79,88.41,2.89
2016,2007,Novae,Fire and other damage to property,Property,Property,315200.0,263800.0,-137400.0,-108700.0,17700.0,-5800.0,1000,GBP,52.08,41.21,93.29,-2.2
2016,2012,Arch,Fire and other damage to property,Property,Property,33042.0,34116.0,-28681.0,-14294.0,-8859.0,-6574.0,1000,GBP,84.07,41.9,125.97,-19.27
2016,2014,Pembroke,Fire and other damage to property,Property,Property,11610.0,8643.0,-5643.0,-3461.0,-461.0,-1574.0,1000,GBP,65.29,40.04,105.33,-18.21
2016,2015,Channel,Fire and other damage to property,Property,Property,83774.0,73201.0,-39997.0,-28331.0,4873.0,-1439.0,1000,GBP,54.64,38.7,93.34,-1.97
2016,2088,Catlin,Fire and other damage to property,Property,Property,51298.0,51331.0,-28459.0,-18411.0,4461.0,-4243.0,1000,GBP,55.44,35.87,91.31,-8.27
2016,2121,Argenta,Fire and other damage to property,Property,Property,110060.0,109794.0,-64950.0,-39661.0,5183.0,-4260.0,1000,GBP,59.16,36.12,95.28,-3.88
2016,218,ERS,Fire and other damage to property,Property,Property,3300.0,3847.0,-365.0,-1618.0,1864.0,1411.0,1000,GBP,9.49,42.06,51.55,36.68
2016,2232,AWAC,Fire and other damage to property,Property,Property,5476.0,7408.0,-4201.0,-1995.0,1212.0,655.0,1000,GBP,56.71,26.93,83.64,8.84
2016,2468,Neon,Fire and other damage to property,Property,Property,32010.0,26519.0,-20664.0,-15444.0,-9589.0,-10080.0,1000,GBP,77.92,58.24,136.16,-38.01
2016,2488,Chubb,Fire and other damage to property,Property,Property,158569.0,154429.0,-54064.0,-72017.0,28348.0,25220.0,1000,GBP,35.01,46.63,81.64,16.33
2016,2526,AmTrust,Fire and other damage to property,Property,Property,2110.0,843.0,-574.0,-174.0,95.0,-590.0,1000,GBP,68.09,20.64,88.73,-69.99
2016,2786,Asta,Fire and other damage to property,Property,Property,2884.0,817.0,-544.0,-517.0,-244.0,-245.0,1000,GBP,66.59,63.28,129.87,-29.99
2016,2791,MAP,Fire and other damage to property,Property,Property,19426.0,20119.0,-5842.0,-8016.0,6261.0,2403.0,1000,GBP,29.04,39.84,68.88,11.94
2016,2999,QBE,Fire and other damage to property,Property,Property,183546.0,160791.0,-127166.0,-56638.0,-23013.0,-33464.0,1000,GBP,79.09,35.22,114.31,-20.81
2016,3000,Markel,Fire and other damage to property,Property,Property,93837.0,89861.0,-53249.0,-33065.0,3547.0,-8593.0,1000,GBP,59.26,36.8,96.06,-9.56
2016,318,Beaufort,Fire and other damage to property,Property,Property,82436.0,83144.0,-52830.0,-25831.0,4483.0,-4669.0,1000,GBP,63.54,31.07,94.61,-5.62
2016,33,Hiscox,Fire and other damage to property,Property,Property,372746.0,340452.0,-150921.0,-98706.0,90825.0,22122.0,1000,GBP,44.33,28.99,73.32,6.5
2016,3334,Hamilton,Fire and other damage to property,Property,Property,2794.0,2412.0,-1752.0,-1413.0,-753.0,-653.0,1000,GBP,72.64,58.58,131.22,-27.07
2016,3624,Hiscox,Fire and other damage to property,Property,Property,60360.0,52359.0,-32801.0,-15115.0,4443.0,-2018.0,1000,GBP,62.65,28.87,91.52,-3.85
2016,382,Hardy,Fire and other damage to property,Property,Property,69559.0,63696.0,-36646.0,-21415.0,5635.0,3066.0,1000,GBP,57.53,33.62,91.15,4.81
2016,4000,Pembroke,Fire and other damage to property,Property,Property,45486.0,40678.0,-22233.0,-14706.0,3739.0,970.0,1000,GBP,54.66,36.15,90.81,2.38
2016,4141,HCC,Fire and other damage to property,Property,Property,6760.0,9447.0,-13967.0,-1876.0,-6396.0,-8018.0,1000,GBP,147.85,19.86,167.71,-84.87
2016,435,Faraday,Fire and other damage to property,Property,Property,36911.0,33010.0,-31667.0,-7623.0,-6280.0,-11902.0,1000,GBP,95.93,23.09,119.02,-36.06
2016,4444,Canopius,Fire and other damage to property,Property,Property,260963.0,249756.0,-132007.0,-107292.0,10457.0,-21881.0,1000,GBP,52.85,42.96,95.81,-8.76
2016,457,Munich Re,Fire and other damage to property,Property,Property,34562.0,33623.0,-17615.0,-13613.0,2395.0,2405.0,1000,GBP,52.39,40.49,92.88,7.15
2016,4711,Aspen,Fire and other damage to property,Property,Property,9435.0,8654.0,-2354.0,-2963.0,3337.0,1192.0,1000,GBP,27.2,34.24,61.44,13.77
2016,5000,Travelers,Fire and other damage to property,Property,Property,99806.0,93805.0,-50026.0,-37689.0,6090.0,3360.0,1000,GBP,53.33,40.18,93.51,3.58
2016,510,TMK,Fire and other damage to property,Property,Property,709398.0,703899.0,-386561.0,-280419.0,36919.0,15497.0,1000,GBP,54.92,39.84,94.76,2.2
2016,5151,Endurance,Fire and other damage to property,Property,Property,47934.0,56077.0,-36773.0,-13061.0,6243.0,-1727.0,1000,GBP,65.58,23.29,88.87,-3.08
2016,5678,Vibe,Fire and other damage to property,Property,Property,1031.0,717.0,-450.0,-293.0,-26.0,-222.0,1000,GBP,62.76,40.86,103.62,-30.96
2016,5820,AmTrust,Fire and other damage to property,Property,Property,75523.0,67930.0,-19957.0,-42900.0,5073.0,511.0,1000,GBP,29.38,63.15,92.53,0.75
2016,609,Atrium,Fire and other damage to property,Property,Property,136664.0,134358.0,-59326.0,-54914.0,20118.0,10673.0,1000,GBP,44.16,40.87,85.03,7.94
2016,727,Meacock,Fire and other damage to property,Property,Property,16619.0,19200.0,-2060.0,-8434.0,8706.0,8591.0,1000,GBP,10.73,43.93,54.66,44.74
2016,609,Atrium,Legal expenses,Pecuniary loss,Casualty,814.0,779.0,1113.0,-294.0,1598.0,1540.0,1000,GBP,142.88,37.74,180.62,197.69
2016,1084,Chaucer,MAT,MAT,MAT,62300.0,59000.0,-52700.0,-28900.0,-22600.0,-20300.0,1000,GBP,89.32,48.98,138.3,-34.41
2016,1110,ProSight,MAT,MAT,MAT,9621.0,10646.0,-16675.0,-3374.0,-9403.0,-11380.0,1000,GBP,156.63,31.69,188.32,-106.89
2016,1206,AmTrust,MAT,MAT,MAT,27318.0,14628.0,-12597.0,-5429.0,-3398.0,-5479.0,1000,GBP,86.12,37.11,123.23,-37.46
2016,1225,Aegis,MAT,MAT,MAT,58000.0,60300.0,-48100.0,-16000.0,-3800.0,-2700.0,1000,GBP,79.77,26.53,106.3,-4.48
2016,1301,StarStone,MAT,MAT,MAT,67386.0,65343.0,-38783.0,-26467.0,93.0,-1848.0,1000,GBP,59.35,40.5,99.85,-2.83
2016,1414,Ascot,MAT,MAT,MAT,122207.0,128259.0,-66293.0,-44588.0,17378.0,12397.0,1000,GBP,51.69,34.76,86.45,9.67
2016,1729,Asta,MAT,MAT,MAT,2302.0,2554.0,-703.0,-721.0,1130.0,924.0,1000,GBP,27.53,28.23,55.76,36.18
2016,1861,AmTrust,MAT,MAT,MAT,35606.0,36119.0,-38782.0,-13180.0,-15843.0,-4306.0,1000,GBP,107.37,36.49,143.86,-11.92
2016,1880,TMK,MAT,MAT,MAT,5742.0,5705.0,-3299.0,-1096.0,1310.0,962.0,1000,GBP,57.83,19.21,77.04,16.86
2016,1882,Chubb,MAT,MAT,MAT,17037.0,24891.0,-18758.0,-6541.0,-408.0,-1528.0,1000,GBP,75.36,26.28,101.64,-6.14
2016,1884,Charles Taylor,MAT,MAT,MAT,44923.0,35700.0,-32063.0,-16801.0,-13164.0,-15142.0,1000,GBP,89.81,47.06,136.87,-42.41
2016,1897,Asta,MAT,MAT,MAT,59786.0,63792.0,-55150.0,-22270.0,-13628.0,-15411.0,1000,GBP,86.45,34.91,121.36,-24.16
2016,1919,Starr,MAT,MAT,MAT,35771.0,35771.0,-22903.0,-1911.0,10957.0,-198.0,1000,GBP,64.03,5.34,69.37,-0.55
2016,1945,Sirius,MAT,MAT,MAT,10714.0,9057.0,-6086.0,-4015.0,-1044.0,-104.0,1000,GBP,67.2,44.33,111.53,-1.15
2016,1955,Barbican,MAT,MAT,MAT,43500.0,45200.0,-39900.0,-12700.0,-7400.0,-6200.0,1000,GBP,88.27,28.1,116.37,-13.72
2016,2001,MS Amlin,MAT,MAT,MAT,211300.0,210900.0,-138100.0,-78300.0,-5499.99999999999,-13500.0,1000,GBP,65.48,37.13,102.61,-6.4
2016,2007,Novae,MAT,MAT,MAT,68600.0,64000.0,-41000.0,-24200.0,-1200.0,-2100.0,1000,GBP,64.06,37.81,101.87,-3.28
