year,syndicate,reporting_currency,reporting_unit,syndicate_cob,gross_written_premium,gross_earned_premium,gross_claims_incurred,operating_expenses,ri_balance,source
2025,1609,USD,1,Fire and other damage to property,19595000.0,19621000.0,-7204000.0,-4681000.0,-9774000.0,2025 AR
2021,1618,USD,1000000,Fire and other damage to property,125.6,63.5,-44.3,-21.6,-14.0,2021 AR
2022,1618,USD,1000000,Fire and other damage to property,298.6,219.3,-147.2,-58.9,-10.2,2022 AR
2023,1618,USD,1000000,Fire and other damage to property,374.1,345.1,-179.0,-81.1,-56.4,2023 AR
2024,1618,USD,1000,Fire and other damage to property,303414.0,325504.0,-161708.0,-71140.0,-54817.0,2024 AR
2025,1618,USD,1,Fire and other damage to property,284569000.0,289074000.0,-79811000.0,-93154000.0,-39252000.0,2025 AR
2015,1686,USD,1000,Fire and other damage to property,46688.0,42985.0,-22935.0,-13195.0,-7741.0,2016 AR
2016,1686,USD,1000,Fire and other damage to property,68588.0,58546.0,-29511.0,-13049.0,-10386.0,2016 AR
2017,1686,USD,1000,Fire and other damage to property,113666.0,98883.0,-125380.0,-24761.0,6780.0,2018 AR
2018,1686,USD,1000,Fire and other damage to property,113810.0,122546.0,-76542.0,-30851.0,-23652.0,2018 AR
2019,1686,USD,1000,Fire and other damage to property,360913.0,276452.0,-150389.0,-101923.0,-33861.0,2020 AR
2020,1686,USD,1000,Fire and other damage to property,386664.0,414414.0,-337000.0,-152069.0,-37198.0,2020 AR
2021,1686,USD,1000,Fire and other damage to property,348366.0,368143.0,-155402.0,-139212.0,-31264.0,2021 AR
2022,1686,USD,1000,Fire and other damage to property,314627.0,297379.0,-127933.0,-112171.0,-46418.0,2022 AR
2023,1686,USD,1000,Fire and other damage to property,380911.0,319773.0,-150732.0,-104494.0,-36853.0,2023 AR
2024,1686,USD,1000,Fire and other damage to property,467674.0,415209.0,-167020.0,-79910.0,-110668.0,2024 AR
2025,1686,USD,1,Fire and other damage to property,600209000.0,522308000.0,-197185000.0,-194427000.0,-54458000.0,2025 AR
2022,1699,GBP,1000,Fire and other damage to property,3312.0,741.0,-5611.0,-232.0,205.0,2022 AR
2023,1699,GBP,1000,Fire and other damage to property,9875.0,9740.0,-2439.0,-3079.0,-1830.0,2023 AR
2015,1729,GBP,1000,Fire and other damage to property,11739.0,8341.0,-3591.0,-3247.0,-619.0,2016 AR
2016,1729,GBP,1000,Fire and other damage to property,18850.0,15779.0,-17644.0,-5986.0,1043.0,2016 AR
2017,1729,GBP,1000,Fire and other damage to property,31234.0,23929.0,-36756.0,-9679.0,9576.0,2018 AR
2018,1729,GBP,1000,Fire and other damage to property,48944.0,40262.0,-42102.0,-13556.0,-1394.0,2018 AR
2019,1729,GBP,1000,Fire and other damage to property,59686.0,54738.0,-35031.0,-17273.0,-8222.0,2020 AR
2020,1729,GBP,1000,Fire and other damage to property,52941.0,54541.0,-35578.0,-13471.0,-2369.0,2020 AR
2021,1729,GBP,1000,Fire and other damage to property,51066.0,49426.0,-39561.0,-13014.0,5524.0,2021 AR
2022,1729,GBP,1000,Fire and other damage to property,70126.0,60955.0,-47726.0,-16409.0,-157.0,2022 AR
2023,1729,USD,1000,Fire and other damage to property,149536.0,131820.0,-59964.0,-34741.0,-14388.0,2023 AR
2024,1729,USD,1000,Fire and other damage to property,182628.0,165646.0,-66871.0,-45602.0,-3580.0,2024 AR
2025,1729,USD,1,Fire and other damage to property,173603000.0,179043000.0,-43170000.0,-55727000.0,-26134000.0,2025 AR
2023,1796,USD,1000,Fire and other damage to property,41.0,15.0,-2.0,-5.0,-5.0,2023 AR
2024,1796,USD,1000,Fire and other damage to property,25.0,42.0,-6.0,-13.0,-20.0,2024 AR
2025,1796,USD,1,Fire and other damage to property,1000.0,41000.0,5000.0,-20000.0,-13000.0,2025 AR
2020,1840,GBP,1000,Fire and other damage to property,1046.0,798.0,-26.0,-1245.0,-414.0,2020 AR
2021,1840,GBP,1000,Fire and other damage to property,3828.0,2102.0,-2115.0,-1464.0,490.0,2021 AR
2022,1840,GBP,1000,Fire and other damage to property,3375.0,3307.0,-1170.0,-1711.0,-743.0,2022 AR
2017,1856,GBP,1000,Fire and other damage to property,868.0,434.0,-494.0,-143.0,204.0,2018 AR
2018,1856,GBP,1000,Fire and other damage to property,6520.0,4157.0,-4690.0,-1092.0,1154.0,2018 AR
2019,1856,GBP,1000,Fire and other damage to property,14444.0,11795.0,-11063.0,-2851.0,1475.0,2020 AR
2020,1856,GBP,1000,Fire and other damage to property,35346.0,28347.0,-26391.0,-7168.0,-6576.0,2020 AR
2021,1856,GBP,1000,Fire and other damage to property,51026.0,43003.0,-34854.0,-13361.0,1581.0,2021 AR
2022,1856,GBP,1000,Fire and other damage to property,174356.0,131441.0,-92364.0,-32558.0,-4518.0,2022 AR
2023,1856,GBP,1000000,Fire and other damage to property,197.1,169.0,-73.0,-46.2,-25.8,2023 AR
2024,1856,USD,1000,Fire and other damage to property,294951.0,246919.0,-293672.0,-67504.0,44441.0,2024 AR
2025,1856,USD,1,Fire and other damage to property,363310000.0,296375000.0,-119775000.0,-98107000.0,-33736000.0,2025 AR
2015,1861,GBP,1000,Fire and other damage to property,37737.0,40999.0,-12847.0,-13498.0,-7960.0,2016 AR
2016,1861,GBP,1000,Fire and other damage to property,46031.0,45003.0,-20592.0,-17980.0,-4808.0,2016 AR
2017,1861,GBP,1000,Fire and other damage to property,49832.0,47213.0,-69381.0,-14112.0,13864.0,2018 AR
2018,1861,GBP,1000,Fire and other damage to property,162790.0,88495.0,-44702.0,-37157.0,-15778.0,2018 AR
2019,1861,GBP,1000,Fire and other damage to property,174924.0,175224.0,-108325.0,-69302.0,-8766.0,2020 AR
2020,1861,GBP,1000,Fire and other damage to property,146862.0,178383.0,-128683.0,-72524.0,-23593.0,2020 AR
2015,1880,GBP,1000,Fire and other damage to property,111790.0,100045.0,-48703.0,-40273.0,-7108.0,2016 AR
2016,1880,GBP,1000,Fire and other damage to property,129026.0,118627.0,-68239.0,-41138.0,-17534.0,2016 AR
2017,1880,GBP,1000,Fire and other damage to property,147269.0,139337.0,-106569.0,-40465.0,-5952.0,2018 AR
2018,1880,GBP,1000,Fire and other damage to property,163054.0,161016.0,-84740.0,-59282.0,-10408.0,2018 AR
2019,1880,GBP,1000,Fire and other damage to property,188845.0,177248.0,-88714.0,-68645.0,-14961.0,2020 AR
2020,1880,GBP,1000,Fire and other damage to property,223465.0,233860.0,-106138.0,-76729.0,-42460.0,2020 AR
2021,1880,GBP,1000,Fire and other damage to property,166718.0,198194.0,-69599.0,-70972.0,-29765.0,2021 AR
2022,1880,GBP,1000,Fire and other damage to property,202886.0,194807.0,-87668.0,-68330.0,-13132.0,2022 AR
2023,1880,GBP,1000000,Fire and other damage to property,234.3,217.2,-95.5,-71.7,-25.5,2023 AR
2024,1880,GBP,1000,Fire and other damage to property,231097.0,224484.0,-77968.0,-77929.0,-37466.0,2024 AR
2025,1880,GBP,1,Fire and other damage to property,15786000.0,115450000.0,-1191000.0,-44746000.0,-24161000.0,2025 AR
2015,1882,GBP,1000,Fire and other damage to property,8554.0,6179.0,-7573.0,-2419.0,-1362.0,2016 AR
2016,1882,GBP,1000,Fire and other damage to property,6179.0,9203.0,-8402.0,-2329.0,-2972.0,2016 AR
2015,1884,GBP,1000,Fire and other damage to property,2380.0,780.0,-648.0,-821.0,-150.0,2016 AR
2016,1884,GBP,1000,Fire and other damage to property,7169.0,4085.0,-3232.0,-1890.0,-431.0,2016 AR
2022,1884,GBP,1000,Fire and other damage to property,-306.0,2565.0,5759.0,-1286.0,9817.0,2022 AR
2023,1884,GBP,1000,Fire and other damage to property,201.0,1464.0,9561.0,-349.0,1822.0,2023 AR
2024,1884,GBP,1000,Fire and other damage to property,34.0,393.0,-8915.0,-238.0,-3846.0,2024 AR
2025,1884,GBP,1,Fire and other damage to property,-253000.0,-108000.0,5698000.0,60000.0,-1293000.0,2025 AR
2015,1897,GBP,1000,Fire and other damage to property,6709.0,5421.0,-3272.0,-2147.0,-374.0,2016 AR
2016,1897,GBP,1000,Fire and other damage to property,19841.0,12934.0,-16154.0,-3857.0,2422.0,2016 AR
2017,1897,GBP,1000,Fire and other damage to property,35972.0,25904.0,-52095.0,-7413.0,26169.0,2018 AR
2018,1897,GBP,1000,Fire and other damage to property,2193.0,19478.0,-23459.0,-4986.0,8379.0,2018 AR
2024,1902,GBP,1000,Fire and other damage to property,3.0,3.0,-1.0,-1.0,0.0,2024 AR
2025,1902,GBP,1,Fire and other damage to property,6264000.0,2654000.0,-3411000.0,-1372000.0,105000.0,2025 AR
2015,1910,GBP,1000,Fire and other damage to property,3618.0,8901.0,-645.0,-3040.0,-2809.0,2016 AR
2016,1910,GBP,1000,Fire and other damage to property,53778.0,43486.0,-24608.0,-10961.0,-3871.0,2016 AR
2017,1910,GBP,1000000,Fire and other damage to property,50.0,51.1,-32.4,-9.1,2.0,2018 AR
2018,1910,GBP,1000000,Fire and other damage to property,65.7,66.4,-52.2,-7.0,2.3,2018 AR
2019,1910,GBP,1000000,Fire and other damage to property,0.7,4.3,0.1,-6.9,-1.8,2020 AR
2020,1910,GBP,1000000,Fire and other damage to property,-2.8,-0.7,-0.6,0.6,0.1,2020 AR
2021,1910,GBP,1000000,Fire and other damage to property,1.0,1.0,0.0,0.9,-0.6,2021 AR
2022,1910,GBP,1000000,Fire and other damage to property,0.0,0.0,0.0,0.0,0.0,2022 AR
2023,1910,GBP,1000000,Fire and other damage to property,12.5,2.5,2.3,1.1,-3.0,2023 AR
2024,1910,GBP,1000,Fire and other damage to property,9893.0,3839.0,-2584.0,41.0,-1299.0,2024 AR
2025,1910,USD,1,Fire and other damage to property,161000.0,6506000.0,-698000.0,1252000.0,-4847000.0,2025 AR
2015,1919,GBP,1000,Fire and other damage to property,19739.0,17405.0,-6045.0,-1491.0,-7212.0,2016 AR
2016,1919,GBP,1000,Fire and other damage to property,41951.0,30447.0,-19577.0,-1360.0,-10409.0,2016 AR
2017,1919,USD,1000,Fire and other damage to property,57668.0,58526.0,-32457.0,-3540.0,-22318.0,2018 AR
2018,1919,USD,1000,Fire and other damage to property,81807.0,76625.0,-133469.0,-3726.0,47801.0,2018 AR
2019,1919,USD,1000,Fire and other damage to property,118063.0,98567.0,-74786.0,1065.0,-23943.0,2020 AR
2020,1919,USD,1000,Fire and other damage to property,148204.0,135634.0,-69921.0,-678.0,-60194.0,2020 AR
2021,1919,USD,1000,Fire and other damage to property,164788.0,157574.0,-71407.0,-792.0,-74784.0,2021 AR
2022,1919,USD,1000,Fire and other damage to property,169298.0,159753.0,-84482.0,790.0,-74791.0,2022 AR
2023,1919,USD,1000,Fire and other damage to property,206208.0,198638.0,-106344.0,1838.0,-88203.0,2023 AR
2024,1919,USD,1000,Fire and other damage to property,202181.0,205272.0,-127306.0,6810.0,-77930.0,2024 AR
2025,1919,USD,1,Fire and other damage to property,180272000.0,177995000.0,-88853000.0,-25852000.0,-20235000.0,2025 AR
2024,1922,USD,1000,Fire and other damage to property,7.0,1.0,-1.0,-23.0,0.0,2024 AR
2025,1922,USD,1,Fire and other damage to property,-5000.0,-22000.0,-1000.0,0.0,0.0,2025 AR
2015,1945,GBP,1000,Fire and other damage to property,11706.0,9775.0,-4499.0,-4027.0,-964.0,2016 AR
2016,1945,GBP,1000,Fire and other damage to property,20929.0,18559.0,-14336.0,-6380.0,238.0,2016 AR
2017,1945,GBP,1000,Fire and other damage to property,26898.0,22556.0,-44024.0,-9263.0,4522.0,2018 AR
2018,1945,GBP,1000,Fire and other damage to property,29109.0,28363.0,-26278.0,-9501.0,-2181.0,2018 AR
2019,1945,GBP,1000,Fire and other damage to property,11051.0,19403.0,-22468.0,-5608.0,-2180.0,2020 AR
2020,1945,GBP,1000,Fire and other damage to property,14509.0,13901.0,-10495.0,-3799.0,-1103.0,2020 AR
2021,1945,GBP,1000,Fire and other damage to property,7029.0,8453.0,-6195.0,-2208.0,1755.0,2021 AR
2022,1945,GBP,1000,Fire and other damage to property,10948.0,7546.0,-222.0,-3482.0,-1404.0,2022 AR
2024,1945,GBP,1000,Fire and other damage to property,13.0,13.0,2339.0,-1.0,-5871.0,2024 AR
2025,1945,GBP,1,Fire and other damage to property,9000.0,9000.0,-64000.0,167000.0,-5000.0,2025 AR
2019,1947,GBP,1000,Fire and other damage to property,8439.0,7433.0,-5373.0,-1491.0,-825.0,2020 AR
2020,1947,GBP,1000,Fire and other damage to property,20767.0,17367.0,-29071.0,-5423.0,3137.0,2020 AR
2021,1947,GBP,1000,Fire and other damage to property,22430.0,20295.0,-27977.0,-4720.0,-2150.0,2021 AR
2022,1947,GBP,1000,Fire and other damage to property,28572.0,32466.0,-21223.0,-5644.0,-4466.0,2022 AR
2023,1947,GBP,1000,Fire and other damage to property,28411.0,28984.0,-9033.0,-6267.0,-5454.0,2023 AR
2024,1947,GBP,1000,Fire and other damage to property,28151.0,25359.0,-6057.0,-6191.0,-8244.0,2024 AR
2025,1947,GBP,1,Fire and other damage to property,26099000.0,27804000.0,-4133000.0,-7371000.0,-4440000.0,2025 AR
2015,1955,GBP,1000000,Fire and other damage to property,19.3,16.7,-9.2,-4.2,-3.1,2016 AR
2016,1955,GBP,1000000,Fire and other damage to property,39.0,40.8,-30.8,-10.4,-5.6,2016 AR
2017,1955,GBP,1000000,Fire and other damage to property,50.2,57.9,-63.3,-13.4,15.1,2018 AR
2018,1955,GBP,1000000,Fire and other damage to property,53.6,44.8,-28.5,-12.9,-6.5,2018 AR
2019,1955,GBP,1000000,Fire and other damage to property,5.4,23.5,-21.1,-5.8,1.0,2020 AR
2020,1955,GBP,1000000,Fire and other damage to property,10.5,19.0,-5.3,-8.5,1.0,2020 AR
2021,1955,GBP,1000,Fire and other damage to property,7488.0,5366.0,-14617.0,-1037.0,2194.0,2021 AR
2022,1955,GBP,1000,Fire and other damage to property,28509.0,21510.0,-21986.0,-7267.0,2650.0,2022 AR
2023,1955,GBP,1000,Fire and other damage to property,40399.0,32213.0,-16578.0,-13881.0,-2169.0,2023 AR
2024,1955,GBP,1000,Fire and other damage to property,84254.0,65953.0,-27648.0,-38562.0,5018.0,2024 AR
2025,1955,GBP,1,Fire and other damage to property,92259000.0,89080000.0,-50065000.0,-50988000.0,10967000.0,2025 AR
2015,1967,USD,1000,Fire and other damage to property,61302.0,62613.0,-26049.0,-17976.0,-9612.0,2016 AR
2016,1967,USD,1000,Fire and other damage to property,58529.0,57321.0,-36169.0,-19646.0,-12353.0,2016 AR
2017,1967,USD,1000,Fire and other damage to property,58479.0,58192.0,-70163.0,-16225.0,-5704.0,2018 AR
2018,1967,USD,1000,Fire and other damage to property,82140.0,72212.0,-55672.0,-27030.0,-2012.0,2018 AR
2019,1967,USD,1000,Fire and other damage to property,137243.0,106717.0,-47684.0,-35051.0,-6190.0,2020 AR
2020,1967,USD,1000,Fire and other damage to property,179071.0,161452.0,-118530.0,-44757.0,-11742.0,2020 AR
2021,1967,USD,1000,Fire and other damage to property,191460.0,186212.0,-102774.0,-49084.0,-3837.0,2021 AR
2022,1967,USD,1000,Fire and other damage to property,208582.0,205095.0,-127858.0,-52961.0,-19072.0,2022 AR
2023,1967,USD,1000,Fire and other damage to property,253070.0,214595.0,-78299.0,-54394.0,-40568.0,2023 AR
2024,1967,USD,1000,Fire and other damage to property,296236.0,277819.0,-129431.0,-71409.0,-38621.0,2024 AR
2025,1967,USD,1,Fire and other damage to property,270570000.0,277153000.0,-107147000.0,-84574000.0,-37710000.0,2025 AR
2015,1969,USD,1000,Fire and other damage to property,114433.0,105993.0,-46795.0,-36632.0,-16451.0,2016 AR
2016,1969,USD,1000,Fire and other damage to property,121422.0,118039.0,-72170.0,-42207.0,-9717.0,2016 AR
2017,1969,USD,1000,Fire and other damage to property,123880.0,121851.0,-177346.0,-35585.0,23075.0,2018 AR
2018,1969,USD,1000,Fire and other damage to property,111111.0,106019.0,-126850.0,-28769.0,24169.0,2018 AR
2019,1969,USD,1000,Fire and other damage to property,105327.0,103215.0,-53218.0,-27862.0,-6941.0,2020 AR
2020,1969,USD,1000,Fire and other damage to property,127473.0,120902.0,-79528.0,-38364.0,-15747.0,2020 AR
2021,1969,USD,1000,Fire and other damage to property,130052.0,142339.0,-97559.0,-41923.0,-9303.0,2021 AR
2022,1969,USD,1000,Fire and other damage to property,141345.0,129934.0,-75923.0,-37198.0,-5581.0,2022 AR
2023,1969,USD,1000,Fire and other damage to property,193564.0,173700.0,-73434.0,-50190.0,-30175.0,2023 AR
2024,1969,USD,1000,Fire and other damage to property,220407.0,206837.0,-86795.0,-60904.0,-23946.0,2024 AR
2025,1969,USD,1,Fire and other damage to property,199926000.0,221355000.0,-70990000.0,-69122000.0,-37186000.0,2025 AR
2025,1984,USD,1,Fire and other damage to property,484000.0,120000.0,-44000.0,-19000.0,-57000.0,2025 AR
2023,1985,USD,1000,Fire and other damage to property,2465.0,1211.0,-583.0,-430.0,-91.0,2023 AR
2024,1985,USD,1000,Fire and other damage to property,2532.0,2240.0,-1792.0,-772.0,-142.0,2024 AR
2025,1985,USD,1,Fire and other damage to property,3236000.0,2883000.0,-2767000.0,-955000.0,-128000.0,2025 AR
2021,1988,USD,1000,Fire and other damage to property,1092.0,275.0,-112.0,-122.0,0.0,2021 AR
2022,1988,USD,1000,Fire and other damage to property,2379.0,1945.0,-965.0,-735.0,0.0,2022 AR
2023,1988,USD,1000,Fire and other damage to property,3133.0,2558.0,-2328.0,-940.0,0.0,2023 AR
2024,1988,USD,1000,Fire and other damage to property,4247.0,3411.0,-1739.0,-1355.0,0.0,2024 AR
2025,1988,USD,1,Fire and other damage to property,4579000.0,4612000.0,-2725000.0,-1665000.0,0.0,2025 AR
2015,1991,GBP,1000,Fire and other damage to property,24456.0,20768.0,-12340.0,-12492.0,-4293.0,2016 AR
2016,1991,GBP,1000,Fire and other damage to property,40017.0,36350.0,-21279.0,-15958.0,-3152.0,2016 AR
2017,1991,GBP,1000,Fire and other damage to property,44620.0,41827.0,-25488.0,-16775.0,-9012.0,2018 AR
2018,1991,GBP,1000,Fire and other damage to property,48031.0,44581.0,-30688.0,-16588.0,-7434.0,2018 AR
2019,1991,GBP,1000,Fire and other damage to property,51866.0,51014.0,-32306.0,-19803.0,-6560.0,2020 AR
2020,1991,GBP,1000,Fire and other damage to property,44794.0,46944.0,-74016.0,-20589.0,24201.0,2020 AR
2021,1994,GBP,1000,Fire and other damage to property,8286.0,7829.0,-11823.0,361.0,4334.0,2021 AR
2024,1994,USD,1000,Fire and other damage to property,22.0,429.0,1421.0,-262.0,-515.0,2024 AR
2025,1994,USD,1,Fire and other damage to property,256000.0,286000.0,721000.0,-20000.0,-97000.0,2025 AR
2023,1996,GBP,1000,Fire and other damage to property,2718.0,721.0,-143.0,-1006.0,-421.0,2023 AR
2024,1996,GBP,1000,Fire and other damage to property,10825.0,8533.0,-913.0,-4443.0,-3279.0,2024 AR
2025,1996,USD,1,Fire and other damage to property,12278000.0,12798000.0,-1380000.0,-6262000.0,-2990000.0,2025 AR
2015,2001,GBP,1000000,Fire and other damage to property,278.7,270.8,-116.0,-94.7,-48.4,2016 AR
2016,2001,GBP,1000000,Fire and other damage to property,241.3,242.4,-132.4,-81.9,-21.1,2016 AR
2017,2001,GBP,1000000,Fire and other damage to property,426.4,416.1,-323.9,-166.9,-52.4,2018 AR
2018,2001,GBP,1000000,Fire and other damage to property,384.1,379.4,-286.0,-146.9,28.4,2018 AR
2019,2001,GBP,1000000,Fire and other damage to property,382.4,388.5,-315.5,-135.8,1.0,2020 AR
2020,2001,GBP,1000000,Fire and other damage to property,272.2,352.6,-332.6,-112.8,13.7,2020 AR
2021,2001,GBP,1000000,Fire and other damage to property,326.7,316.4,-226.0,-94.4,20.7,2021 AR
2022,2001,GBP,1000000,Fire and other damage to property,356.1,315.8,-192.4,-80.3,-41.0,2022 AR
2023,2001,GBP,1000000,Fire and other damage to property,399.6,370.0,163.6,-118.4,-370.0,2023 AR
2024,2001,GBP,1000,Fire and other damage to property,422702.0,445452.0,-270522.0,-140477.0,13596.0,2024 AR
2025,2001,GBP,1,Fire and other damage to property,541260000.0,499290000.0,-169716000.0,-172430000.0,-26433000.0,2025 AR
2015,2003,USD,1000,Fire and other damage to property,595160.0,587326.0,-272277.0,-195295.0,-105108.0,2016 AR
2016,2003,USD,1000,Fire and other damage to property,705986.0,664923.0,-381544.0,-209475.0,-89357.0,2016 AR
2017,2003,USD,1000,Fire and other damage to property,725469.0,804691.0,-969721.0,-287196.0,243048.0,2018 AR
2018,2003,USD,1000,Fire and other damage to property,822432.0,853661.0,-837643.0,-317950.0,77294.0,2018 AR
2019,2003,GBP,1000,Fire and other damage to property,365118.0,431048.0,-291613.0,-140071.0,-48132.0,2020 AR
2020,2003,GBP,1000,Fire and other damage to property,261941.0,326071.0,-247402.0,-98896.0,72432.0,2020 AR
2021,2003,GBP,1000,Fire and other damage to property,259165.0,277012.0,13288.0,-102272.0,-59426.0,2021 AR
2022,2003,GBP,1000,Fire and other damage to property,300394.0,289258.0,-129238.0,-118559.0,-4380.0,2022 AR
2023,2003,GBP,1000,Fire and other damage to property,377020.0,337989.0,-164363.0,-124671.0,-39662.0,2023 AR
2024,2003,GBP,1000,Fire and other damage to property,422738.0,395852.0,-163852.0,-137558.0,-26924.0,2024 AR
2025,2003,GBP,1,Fire and other damage to property,421869000.0,409106000.0,-155652000.0,-137518000.0,-42412000.0,2025 AR
2015,2007,GBP,1000000,Fire and other damage to property,243.8,218.5,-97.6,-90.7,-17.9,2016 AR
2016,2007,GBP,1000000,Fire and other damage to property,315.2,263.8,-137.4,-108.7,-23.5,2016 AR
2017,2007,GBP,1000,Fire and other damage to property,430364.0,425373.0,-377427.0,-166438.0,73725.0,2018 AR
2018,2007,GBP,1000,Fire and other damage to property,487492.0,473662.0,-374355.0,-193100.0,15863.0,2018 AR
2018,2008,GBP,1000,Fire and other damage to property,-10.0,-77.0,-6990.0,20.0,47.0,2018 AR
2021,2008,GBP,1000,Fire and other damage to property,456.0,6076.0,-20.0,-838.0,-3034.0,2021 AR
2022,2008,GBP,1000,Fire and other damage to property,-981.0,3122.0,-2147.0,-648.0,285.0,2022 AR
2023,2008,GBP,1000,Fire and other damage to property,40568.0,40102.0,-74825.0,-957.0,42609.0,2023 AR
2024,2008,GBP,1000,Fire and other damage to property,633.0,1170.0,5670.0,-1476.0,-6899.0,2024 AR
2025,2008,GBP,1,Fire and other damage to property,3701000.0,5757000.0,3108000.0,1641000.0,-1488000.0,2025 AR
2015,2010,USD,1000,Fire and other damage to property,85336.0,92167.0,-30502.0,-31792.0,-15397.0,2016 AR
2016,2010,USD,1000,Fire and other damage to property,79590.0,80957.0,-26621.0,-18678.0,-13861.0,2016 AR
2017,2010,USD,1000,Fire and other damage to property,73237.0,74231.0,-99089.0,-37076.0,20329.0,2018 AR
2018,2010,USD,1000,Fire and other damage to property,95333.0,86574.0,-70224.0,-40882.0,6091.0,2018 AR
2019,2010,USD,1000,Fire and other damage to property,99191.0,96643.0,-54694.0,-24002.0,-9927.0,2020 AR
2020,2010,USD,1000,Fire and other damage to property,112052.0,105830.0,-53466.0,-29558.0,-25138.0,2020 AR
2021,2010,USD,1000,Fire and other damage to property,123078.0,113196.0,-76539.0,-37282.0,-4084.0,2021 AR
2022,2010,USD,1000,Fire and other damage to property,146146.0,135639.0,-50605.0,-38910.0,-16807.0,2022 AR
2023,2010,USD,1000,Fire and other damage to property,182645.0,176091.0,-48926.0,-46857.0,-29581.0,2023 AR
2024,2010,USD,1000,Fire and other damage to property,177803.0,171483.0,-54496.0,-54522.0,-6328.0,2024 AR
2025,2010,USD,1,Fire and other damage to property,143212000.0,148269000.0,-44868000.0,-46452000.0,-34382000.0,2025 AR
2015,2012,GBP,1000,Fire and other damage to property,30064.0,30960.0,-5937.0,-12390.0,-10098.0,2016 AR
2016,2012,GBP,1000,Fire and other damage to property,33042.0,34116.0,-28681.0,-14294.0,2285.0,2016 AR
2017,2012,GBP,1000,Fire and other damage to property,41906.0,38394.0,-43939.0,-16035.0,5082.0,2018 AR
2018,2012,GBP,1000,Fire and other damage to property,49151.0,46987.0,-15358.0,-16993.0,-8876.0,2018 AR
2019,2012,GBP,1000,Fire and other damage to property,50827.0,49540.0,-11506.0,-17230.0,-8616.0,2020 AR
2020,2012,GBP,1000,Fire and other damage to property,74428.0,59387.0,-20300.0,-21079.0,-7968.0,2020 AR
2021,2012,GBP,1000,Fire and other damage to property,68552.0,68523.0,-27445.0,-25475.0,-1760.0,2021 AR
2022,2012,GBP,1000,Fire and other damage to property,100929.0,88828.0,-81841.0,-32807.0,18970.0,2022 AR
2023,2012,GBP,1000,Fire and other damage to property,113494.0,100360.0,-42079.0,-38000.0,-16351.0,2023 AR
2024,2012,GBP,1000,Fire and other damage to property,151764.0,143657.0,-48411.0,-51134.0,-8251.0,2024 AR
2025,2012,GBP,1,Fire and other damage to property,106378000.0,110774000.0,-56241000.0,-48478000.0,-32877000.0,2025 AR
2015,2014,GBP,1000,Fire and other damage to property,6404.0,2264.0,-990.0,-754.0,-1008.0,2016 AR
2016,2014,GBP,1000,Fire and other damage to property,11610.0,8643.0,-5643.0,-3461.0,-1113.0,2016 AR
2017,2014,GBP,1000,Fire and other damage to property,20245.0,18476.0,-26748.0,-6397.0,4336.0,2018 AR
2015,2015,GBP,1000,Fire and other damage to property,57964.0,54269.0,-21394.0,-20733.0,-4020.0,2016 AR
2016,2015,GBP,1000,Fire and other damage to property,83774.0,73201.0,-39997.0,-28331.0,-6312.0,2016 AR
2017,2015,GBP,1000,Fire and other damage to property,105404.0,100502.0,-135898.0,-37460.0,46785.0,2018 AR
2018,2015,GBP,1000,Fire and other damage to property,138098.0,121331.0,-85249.0,-48098.0,-5380.0,2018 AR
2019,2015,GBP,1000,Fire and other damage to property,116884.0,129344.0,-90051.0,-49275.0,1966.0,2020 AR
2020,2015,GBP,1000,Fire and other damage to property,130926.0,122921.0,-52775.0,-47579.0,-18556.0,2020 AR
2021,2015,GBP,1000,Fire and other damage to property,139281.0,131540.0,-79553.0,-53532.0,6496.0,2021 AR
2022,2015,GBP,1000,Fire and other damage to property,167505.0,156366.0,-71763.0,-60635.0,-6867.0,2022 AR
2023,2015,GBP,1000,Fire and other damage to property,178503.0,177555.0,-78249.0,-70089.0,-9458.0,2023 AR
2024,2015,GBP,1000,Fire and other damage to property,189242.0,182560.0,-72503.0,-74128.0,-19306.0,2024 AR
2025,2015,GBP,1,Fire and other damage to property,184074000.0,174636000.0,-60355000.0,-66692000.0,-14216000.0,2025 AR
2024,2050,USD,1000,Fire and other damage to property,4922.0,1062.0,-387.0,-631.0,-183.0,2024 AR
2025,2050,USD,1,Fire and other damage to property,56548000.0,35062000.0,-15628000.0,-9084000.0,-5198000.0,2025 AR
2015,2088,GBP,1000,Fire and other damage to property,42469.0,33459.0,-15219.0,-12422.0,-8130.0,2016 AR
2016,2088,GBP,1000,Fire and other damage to property,51298.0,51331.0,-28459.0,-18411.0,-8704.0,2016 AR
2017,2088,GBP,1000,Fire and other damage to property,68587.0,56416.0,-60310.0,-20753.0,-252.0,2018 AR
2018,2088,GBP,1000,Fire and other damage to property,97344.0,84011.0,-80868.0,-29857.0,4599.0,2018 AR
2019,2088,GBP,1000,Fire and other damage to property,4292.0,3798.0,-2130.0,-1051.0,-401.0,2020 AR
2015,2121,GBP,1000,Fire and other damage to property,98092.0,96210.0,-43919.0,-33848.0,-15826.0,2016 AR
2016,2121,GBP,1000,Fire and other damage to property,110060.0,109794.0,-64950.0,-39661.0,-9443.0,2016 AR
2017,2121,GBP,1000,Fire and other damage to property,124488.0,119247.0,-108903.0,-41356.0,30851.0,2018 AR
