year,syndicate,managing_agent,syndicate_cob,harmonised_lob,aggregate_lob,gross_written_premium,gross_earned_premium,gross_incurred,operating_expenses,gross_uw_result,net_uw_result,unit,currency
2015,1221,Hartford,Fire and other damage to property,Property,Property,53644.0,47476.0,-14603.0,-15022.0,17851.0,-178.0,1000,GBP
2015,1225,AEGIS,Fire and other damage to property,Property,Property,124900.0,121800.0,-41900.0,-40500.0,39400.0,27300.0,1000,GBP
2015,1301,Enstar,Fire and other damage to property,Property,Property,50035.0,48930.0,-25065.0,-14689.0,9176.0,4630.0,1000,GBP
2015,1414,Ascot,Fire and other damage to property,Property,Property,203759.0,208749.0,-83464.0,-62096.0,63189.0,-3005.0,1000,GBP
2015,1458,RenaissanceRe,Fire and other damage to property,Property,Property,33022.762,24964.098,-8649.008,-9636.076,6679.014,2831.518,1000,GBP
2015,1492,Probitas,Fire and other damage to property,Property,Property,239.0,47.0,-10.0,-141.0,-104.0,-146.0,1000,GBP
2015,1729,Dale,Fire and other damage to property,Property,Property,11739.0,8341.0,-3591.0,-3247.0,1503.0,884.0,1000,GBP
2015,1861,AmTrust,Fire and other damage to property,Property,Property,37737.0,40999.0,-12847.0,-13498.0,14654.0,6694.0,1000,GBP
2015,1880,Tokio Marine Kiln,Fire and other damage to property,Property,Property,111790.0,100045.0,-48703.0,-40273.0,11069.0,3961.0,1000,GBP
2015,1882,Chubb,Fire and other damage to property,Property,Property,8554.0,6179.0,-7573.0,-2419.0,-3813.0,-5175.0,1000,GBP
2015,1884,Premia,Fire and other damage to property,Property,Property,2380.0,780.0,-648.0,-821.0,-689.0,-839.0,1000,GBP
2015,1897,Asta,Fire and other damage to property,Property,Property,6709.0,5421.0,-3272.0,-2147.0,2.0,-372.0,1000,GBP
2015,1910,Ariel Re,Fire and other damage to property,Property,Property,3618.0,8901.0,-645.0,-3040.0,5216.0,2407.0,1000,GBP
2015,1919,Starr,Fire and other damage to property,Property,Property,19739.0,17405.0,-6045.0,-1491.0,9869.0,2657.0,1000,GBP
2015,1945,Sirius,Fire and other damage to property,Property,Property,11706.0,9775.0,-4499.0,-4027.0,1249.0,285.0,1000,GBP
2015,1955,Arch,Fire and other damage to property,Property,Property,19300.0,16700.0,-9200.0,-4200.0,3300.0,200.0,1000,GBP
2015,1991,Coverys,Fire and other damage to property,Property,Property,24456.0,20768.0,-12340.0,-12492.0,-4064.0,-8357.0,1000,GBP
2015,2001,MS Amlin,Fire and other damage to property,Property,Property,278700.0,270800.0,-116000.0,-94700.0,60100.0,11700.0,1000,GBP
2015,2007,AXIS,Fire and other damage to property,Property,Property,243800.0,218500.0,-97600.0,-90700.0,30200.0,12300.0,1000,GBP
2015,2012,Arch,Fire and other damage to property,Property,Property,30064.0,30960.0,-5937.0,-12390.0,12633.0,2535.0,1000,GBP
2015,2014,Hamilton,Fire and other damage to property,Property,Property,6404.0,2264.0,-990.0,-754.0,520.0,-488.0,1000,GBP
2015,2015,SCOR,Fire and other damage to property,Property,Property,57964.0,54269.0,-21394.0,-20733.0,12142.0,8122.0,1000,GBP
2015,2088,AXA XL,Fire and other damage to property,Property,Property,42469.0,33459.0,-15219.0,-12422.0,5818.0,-2312.0,1000,GBP
2015,2121,Argenta,Fire and other damage to property,Property,Property,98092.0,96210.0,-43919.0,-33848.0,18443.0,2617.0,1000,GBP
2015,218,IQUW,Fire and other damage to property,Property,Property,5220.0,5176.0,-2573.0,-2196.0,407.0,1939.0,1000,GBP
2015,2232,Allied World,Fire and other damage to property,Property,Property,10760.0,5699.0,-5049.0,-3143.0,-2493.0,-3148.0,1000,GBP
2015,2468,Neon,Fire and other damage to property,Property,Property,23283.0,22710.0,-15386.0,-10315.0,-2991.0,-7120.0,1000,GBP
2015,2488,Chubb,Fire and other damage to property,Property,Property,127757.0,119922.0,-36053.0,-49942.0,33927.0,29592.0,1000,GBP
2015,2791,MAP,Fire and other damage to property,Property,Property,18558.0,20211.0,-4025.0,-7285.0,8901.0,4774.0,1000,GBP
2015,2999,QBE,Fire and other damage to property,Property,Property,124007.0,120585.0,-40703.0,-45364.0,34518.0,21053.0,1000,GBP
2015,3000,Markel,Fire and other damage to property,Property,Property,73927.0,67589.0,-23070.0,-27112.0,17407.0,5691.0,1000,GBP
2015,318,Cincinnati Global,Fire and other damage to property,Property,Property,77037.0,77083.0,-40393.0,-24446.0,12244.0,2951.0,1000,GBP
2015,33,Hiscox,Fire and other damage to property,Property,Property,350524.0,346779.0,-106085.0,-87179.0,153515.0,62346.0,1000,GBP
2015,3334,Hamilton,Fire and other damage to property,Property,Property,4029.0,5907.0,-8003.0,-2401.0,-4497.0,-4024.0,1000,GBP
2015,3624,Hiscox,Fire and other damage to property,Property,Property,45457.0,47165.0,-26729.0,-14517.0,5919.0,1157.0,1000,GBP
2015,382,Hardy,Fire and other damage to property,Property,Property,114672.0,114932.0,-61099.0,-38908.0,14925.0,-1895.0,1000,GBP
2015,4000,Hamilton,Fire and other damage to property,Property,Property,50050.0,52066.0,-15395.0,-17961.0,18710.0,7585.0,1000,GBP
2015,4141,HCC,Fire and other damage to property,Property,Property,10269.0,8262.0,-10451.0,-1551.0,-3740.0,6988.0,1000,GBP
2015,435,Faraday,Fire and other damage to property,Property,Property,27390.0,29475.0,-10886.0,-6843.0,11746.0,7235.0,1000,GBP
2015,4444,Canopius,Fire and other damage to property,Property,Property,218917.0,223730.0,-91458.0,-95117.0,37155.0,7825.0,1000,GBP
2015,457,Munich Re,Fire and other damage to property,Property,Property,33937.0,33275.0,-12013.0,-11201.0,10061.0,4122.0,1000,GBP
2015,4711,Aspen,Fire and other damage to property,Property,Property,7475.0,7237.0,2669.0,-2300.0,7606.0,6037.0,1000,GBP
2015,5000,Travelers,Fire and other damage to property,Property,Property,75287.0,77798.0,-36404.0,-26992.0,14402.0,10141.0,1000,GBP
2015,510,Tokio Marine Kiln,Fire and other damage to property,Property,Property,625880.0,612738.0,-264163.0,-236789.0,111786.0,58967.0,1000,GBP
2015,5151,RiverStone,Fire and other damage to property,Property,Property,31021.0,31363.0,-15782.0,-10265.0,5316.0,-187.0,1000,GBP
2015,5678,R&Q,Fire and other damage to property,Property,Property,33.0,27.0,342.0,-66.0,303.0,312.0,1000,GBP
2015,5820,AmTrust,Fire and other damage to property,Property,Property,117347.0,53997.0,-13664.0,-36881.0,3452.0,-1041.0,1000,GBP
2015,609,Atrium,Fire and other damage to property,Property,Property,118826.0,116035.0,-40864.0,-54450.0,20721.0,16486.0,1000,GBP
2015,727,S.A. Meacock,Fire and other damage to property,Property,Property,20821.0,21162.0,-5816.0,-8645.0,6701.0,6023.0,1000,GBP
2015,958,Canopius,Fire and other damage to property,Property,Property,53943.0,56117.0,-22731.0,-23853.0,9533.0,291.0,1000,GBP
2015,609,Atrium,Legal expenses,Pecuniary loss,Casualty,1297.0,2722.0,-608.0,-1220.0,894.0,908.0,1000,GBP
2015,1084,Chaucer,MAT,MAT,MAT,47900.0,47000.0,3100.0,-19600.0,30500.0,9600.0,1000,GBP
2015,1110,Coverys,MAT,MAT,MAT,6207.0,2468.0,-2403.0,-1788.0,-1723.0,-1906.0,1000,GBP
2015,1206,AmTrust,MAT,MAT,MAT,1125.0,1413.0,-61.0,-149.0,1203.0,418.0,1000,GBP
2015,1209,AXA XL,MAT,MAT,MAT,100566.0,95697.0,-39825.0,-32976.0,22896.0,13981.0,1000,GBP
2015,1225,AEGIS,MAT,MAT,MAT,62800.0,70000.0,-29000.0,-20400.0,20600.0,15000.0,1000,GBP
2015,1301,Enstar,MAT,MAT,MAT,47154.0,43990.0,-19239.0,-14534.0,10217.0,6444.0,1000,GBP
2015,1414,Ascot,MAT,MAT,MAT,119560.0,123687.0,-82317.0,-41480.0,-110.0,1862.0,1000,GBP
2015,1729,Dale,MAT,MAT,MAT,3195.0,1936.0,-2322.0,-580.0,-966.0,-1125.0,1000,GBP
2015,1861,AmTrust,MAT,MAT,MAT,29510.0,29439.0,-12763.0,-10042.0,6634.0,2128.0,1000,GBP
2015,1880,Tokio Marine Kiln,MAT,MAT,MAT,5478.0,4706.0,-4143.0,-948.0,-385.0,-389.0,1000,GBP
2015,1882,Chubb,MAT,MAT,MAT,24054.0,22503.0,-10138.0,-8119.0,4246.0,398.0,1000,GBP
2015,1884,Premia,MAT,MAT,MAT,21927.0,7367.0,-4713.0,-7459.0,-4805.0,-6291.0,1000,GBP
2015,1897,Asta,MAT,MAT,MAT,72172.0,70962.0,-42393.0,-26305.0,2264.0,-1038.0,1000,GBP
2015,1919,Starr,MAT,MAT,MAT,20862.0,31443.0,-11706.0,1107.0,20844.0,5226.0,1000,GBP
2015,1945,Sirius,MAT,MAT,MAT,7383.0,4387.0,-2743.0,-1749.0,-105.0,-1808.0,1000,GBP
2015,1955,Arch,MAT,MAT,MAT,52600.0,45500.0,-46400.0,-11400.0,-12300.0,-5900.0,1000,GBP
2015,2001,MS Amlin,MAT,MAT,MAT,174000.0,163500.0,-61400.0,-55800.0,46300.0,14900.0,1000,GBP
2015,2007,AXIS,MAT,MAT,MAT,106900.0,114300.0,-59700.0,-40000.0,14600.0,9600.0,1000,GBP
2015,2014,Hamilton,MAT,MAT,MAT,5241.0,3682.0,-2477.0,-1186.0,19.0,-359.0,1000,GBP
2015,2088,AXA XL,MAT,MAT,MAT,16953.0,15378.0,-8223.0,-4860.0,2295.0,-1127.0,1000,GBP
2015,2121,Argenta,MAT,MAT,MAT,23929.0,25616.0,-10828.0,-11062.0,3726.0,3544.0,1000,GBP
2015,2468,Neon,MAT,MAT,MAT,15472.0,13636.0,-6766.0,-6833.0,37.0,-2488.0,1000,GBP
2015,2488,Chubb,MAT,MAT,MAT,46386.0,49051.0,-381.0,-15171.0,33499.0,11957.0,1000,GBP
2015,2791,MAP,MAT,MAT,MAT,6599.0,10036.0,-3505.0,-3488.0,3043.0,2974.0,1000,GBP
2015,2999,QBE,MAT,MAT,MAT,217722.0,224045.0,-110204.0,-44881.0,68960.0,17723.0,1000,GBP
2015,3000,Markel,MAT,MAT,MAT,90561.0,87880.0,-53161.0,-33212.0,1507.0,-7074.0,1000,GBP
2015,318,Cincinnati Global,MAT,MAT,MAT,3886.0,5048.0,-2998.0,-1708.0,342.0,-1197.0,1000,GBP
2015,33,Hiscox,MAT,MAT,MAT,93386.0,96897.0,-40535.0,-32555.0,23807.0,11038.0,1000,GBP
2015,3624,Hiscox,MAT,MAT,MAT,75714.0,65170.0,-42326.0,-19526.0,3318.0,-909.0,1000,GBP
2015,382,Hardy,MAT,MAT,MAT,66957.0,73502.0,-37158.0,-24920.0,11424.0,-3082.0,1000,GBP
2015,4000,Hamilton,MAT,MAT,MAT,19569.0,22811.0,-8423.0,-7858.0,6530.0,2814.0,1000,GBP
2015,4141,HCC,MAT,MAT,MAT,7040.0,6338.0,-3059.0,-2386.0,893.0,54.0,1000,GBP
2015,435,Faraday,MAT,MAT,MAT,6744.0,6913.0,-2493.0,-779.0,3641.0,2969.0,1000,GBP
2015,457,Munich Re,MAT,MAT,MAT,259637.0,281029.0,-141907.0,-84621.0,54501.0,27373.0,1000,GBP
2015,4711,Aspen,MAT,MAT,MAT,36984.0,41710.0,-15597.0,-11377.0,14736.0,10421.0,1000,GBP
2015,5000,Travelers,MAT,MAT,MAT,53822.0,55619.0,-31615.0,-22246.0,1758.0,676.0,1000,GBP
2015,5820,AmTrust,MAT,MAT,MAT,176.0,96.0,24.0,-19.0,101.0,204.0,1000,GBP
2015,609,Atrium,MAT,MAT,MAT,87565.0,95679.0,-11646.0,-45404.0,38629.0,21073.0,1000,GBP
2015,727,S.A. Meacock,MAT,MAT,MAT,477.0,698.0,-698.0,-332.0,-332.0,-332.0,1000,GBP
2015,958,Canopius,MAT,MAT,MAT,14108.0,13174.0,-6640.0,-4977.0,1557.0,346.0,1000,GBP
2015,1200,Westfield,Marine,MAT,MAT,9600.0,8000.0,-9800.0,-2500.0,-4300.0,-4500.0,1000,GBP
2015,1221,Hartford,Marine,MAT,MAT,42045.0,44569.0,-18838.0,-11946.0,13785.0,6218.0,1000,GBP
2015,2012,Arch,Marine,MAT,MAT,36102.0,36154.0,-26155.0,-10537.0,-538.0,-1890.0,1000,GBP
2015,2015,SCOR,Marine,MAT,MAT,18225.0,8506.0,-9017.0,-5470.0,-5981.0,-2512.0,1000,GBP
2015,510,Tokio Marine Kiln,Marine,MAT,MAT,197867.0,201077.0,-112156.0,-70857.0,18064.0,6386.0,1000,GBP
2015,5151,RiverStone,Marine,MAT,MAT,27435.0,26488.0,-16639.0,-7909.0,1940.0,-2040.0,1000,GBP
2015,5678,R&Q,Marine,MAT,MAT,-8.0,-8.0,53.0,-33.0,12.0,-52.0,1000,GBP
2015,4444,Canopius,Marine and Energy,MAT,MAT,113384.0,108521.0,-54592.0,-38821.0,15108.0,7630.0,1000,GBP
2015,1084,Chaucer,Miscellaneous,Pecuniary loss,MAT,50500.0,45600.0,-46200.0,-21600.0,-22200.0,-3400.0,1000,GBP
2015,1110,Coverys,Miscellaneous,Pecuniary loss,MAT,9600.0,5626.0,-4466.0,-2764.0,-1604.0,-2073.0,1000,GBP
2015,1209,AXA XL,Miscellaneous,Pecuniary loss,MAT,31782.0,24335.0,-8976.0,-7069.0,8290.0,-1208.0,1000,GBP
2015,1218,Newline,Miscellaneous,Pecuniary loss,MAT,2369.0,1995.0,-1220.0,-1086.0,-311.0,-606.0,1000,GBP
2015,1221,Hartford,Miscellaneous,Pecuniary loss,MAT,2774.0,2691.0,-706.0,-1214.0,771.0,534.0,1000,GBP
2015,1225,AEGIS,Miscellaneous,Pecuniary loss,MAT,700.0,500.0,-100.0,-7400.0,-7000.0,-7100.0,1000,GBP
2015,1301,Enstar,Miscellaneous,Pecuniary loss,MAT,851.0,948.0,-257.0,-211.0,480.0,412.0,1000,GBP
2015,1414,Ascot,Miscellaneous,Pecuniary loss,MAT,9481.0,7064.0,-643.0,-2091.0,4330.0,3938.0,1000,GBP
2015,1458,RenaissanceRe,Miscellaneous,Pecuniary loss,MAT,13432.451,7515.737,-5188.167,-3118.718,-791.148,-1130.995,1000,GBP
2015,1729,Dale,Miscellaneous,Pecuniary loss,MAT,2367.0,2047.0,-748.0,-1159.0,140.0,-23.0,1000,GBP
2015,1861,AmTrust,Miscellaneous,Pecuniary loss,MAT,89.0,166.0,-125.0,-38.0,3.0,-15.0,1000,GBP
2015,2001,MS Amlin,Miscellaneous,Pecuniary loss,MAT,110600.0,103400.0,-42200.0,-32000.0,29200.0,8500.0,1000,GBP
2015,2007,AXIS,Miscellaneous,Pecuniary loss,MAT,300.0,300.0,-300.0,-100.0,-100.0,-100.0,1000,GBP
2015,2014,Hamilton,Miscellaneous,Pecuniary loss,MAT,4116.0,2527.0,-1560.0,-820.0,147.0,-138.0,1000,GBP
2015,218,IQUW,Miscellaneous,Pecuniary loss,MAT,19607.0,19478.0,-11459.0,-5542.0,2477.0,2457.0,1000,GBP
2015,2488,Chubb,Miscellaneous,Pecuniary loss,MAT,23737.0,18587.0,-2809.0,-6059.0,9719.0,4421.0,1000,GBP
2015,2791,MAP,Miscellaneous,Pecuniary loss,MAT,839.0,735.0,-460.0,-288.0,-13.0,-10.0,1000,GBP
2015,2999,QBE,Miscellaneous,Pecuniary loss,MAT,0.0,0.0,-1295.0,-2.0,-1297.0,-1442.0,1000,GBP
2015,3000,Markel,Miscellaneous,Pecuniary loss,MAT,14807.0,11006.0,-5575.0,-5430.0,1.0,-1053.0,1000,GBP
2015,33,Hiscox,Miscellaneous,Pecuniary loss,MAT,19851.0,18791.0,-24110.0,-4601.0,-9920.0,-11189.0,1000,GBP
2015,3624,Hiscox,Miscellaneous,Pecuniary loss,MAT,72616.0,59830.0,-37472.0,-19487.0,2871.0,1105.0,1000,GBP
2015,4000,Hamilton,Miscellaneous,Pecuniary loss,MAT,51550.0,47965.0,-27250.0,-16526.0,4189.0,1603.0,1000,GBP
2015,4141,HCC,Miscellaneous,Pecuniary loss,MAT,5778.0,4196.0,-1830.0,-1014.0,1352.0,-174.0,1000,GBP
2015,435,Faraday,Miscellaneous,Pecuniary loss,MAT,87.0,81.0,31.0,-40.0,72.0,55.0,1000,GBP
2015,4444,Canopius,Miscellaneous,Pecuniary loss,MAT,0.0,0.0,-2900.0,-49.0,-2949.0,-2781.0,1000,GBP
2015,5000,Travelers,Miscellaneous,Pecuniary loss,MAT,2150.0,2222.0,-1090.0,-972.0,160.0,99.0,1000,GBP
2015,958,Canopius,Miscellaneous,Pecuniary loss,MAT,0.0,0.0,262.0,9.0,271.0,270.0,1000,GBP
2015,1084,Chaucer,Motor (other classes),Motor,Motor,101000.0,146200.0,-87200.0,-47400.0,11600.0,-5900.00000000001,1000,GBP
2015,1200,Westfield,Motor (other classes),Motor,Motor,1300.0,1300.0,0.0,300.0,1600.0,1600.0,1000,GBP
2015,1206,AmTrust,Motor (other classes),Motor,Motor,6.0,6.0,-1508.0,13.0,-1489.0,-1140.0,1000,GBP
2015,1209,AXA XL,Motor (other classes),Motor,Motor,0.0,0.0,368.0,0.0,368.0,-921.0,1000,GBP
2015,1414,Ascot,Motor (other classes),Motor,Motor,1311.0,9159.0,-10695.0,-373.0,-1909.0,680.0,1000,GBP
2015,1729,Dale,Motor (other classes),Motor,Motor,5871.0,3955.0,-5185.0,-1623.0,-2853.0,-3173.0,1000,GBP
2015,2001,MS Amlin,Motor (other classes),Motor,Motor,210000.0,172600.0,-114000.0,-59500.0,-900.000000000006,-3800.00000000001,1000,GBP
2015,2007,AXIS,Motor (other classes),Motor,Motor,8300.0,11400.0,-10200.0,-4100.0,-2900.0,-799.999999999999,1000,GBP
2015,2121,Argenta,Motor (other classes),Motor,Motor,1248.0,1119.0,-640.0,-388.0,91.0,-33.0,1000,GBP
2015,218,IQUW,Motor (other classes),Motor,Motor,368813.0,358395.0,-245252.0,-124310.0,-11167.0,-89.0,1000,GBP
2015,2468,Neon,Motor (other classes),Motor,Motor,13.0,13.0,-2.0,0.0,11.0,9.0,1000,GBP
2015,2791,MAP,Motor (other classes),Motor,Motor,27086.0,23876.0,-22285.0,-5639.0,-4048.0,-2227.0,1000,GBP
2015,318,Cincinnati Global,Motor (other classes),Motor,Motor,344.0,361.0,-94.0,-128.0,139.0,140.0,1000,GBP
2015,3624,Hiscox,Motor (other classes),Motor,Motor,21249.0,17303.0,-11204.0,-5575.0,524.0,6.0,1000,GBP
2015,435,Faraday,Motor (other classes),Motor,Motor,0.0,0.0,100.0,0.0,100.0,25.0,1000,GBP
2015,4444,Canopius,Motor (other classes),Motor,Motor,80281.0,55413.0,-32480.0,-23236.0,-303.0,-1094.0,1000,GBP
2015,5678,R&Q,Motor (other classes),Motor,Motor,0.0,0.0,148.0,-96.0,52.0,-97.0,1000,GBP
2015,5820,AmTrust,Motor (other classes),Motor,Motor,5604.0,5176.0,-2493.0,-3408.0,-725.0,-725.0,1000,GBP
2015,609,Atrium,Motor (other classes),Motor,Motor,8994.0,8932.0,-8374.0,-3334.0,-2776.0,-2677.0,1000,GBP
2015,727,S.A. Meacock,Motor (other classes),Motor,Motor,2135.0,2308.0,-1158.0,-784.0,366.0,366.0,1000,GBP
2015,958,Canopius,Motor (other classes),Motor,Motor,20412.0,14505.0,-8764.0,-6252.0,-511.0,-833.0,1000,GBP
2015,1084,Chaucer,Motor (third party liability),Motor,Motor,8100.0,12400.0,-12500.0,-400.0,-500.0,4800.0,1000,GBP
2015,1729,Dale,Motor (third party liability),Motor,Motor,111.0,85.0,-29.0,-36.0,20.0,13.0,1000,GBP
2015,2001,MS Amlin,Motor (third party liability),Motor,Motor,50700.0,44000.0,-25100.0,-13300.0,5600.0,2600.0,1000,GBP
2015,2088,AXA XL,Motor (third party liability),Motor,Motor,1033.0,796.0,-549.0,-175.0,72.0,-7.0,1000,GBP
2015,218,IQUW,Motor (third party liability),Motor,Motor,0.0,0.0,1.0,0.0,1.0,1.0,1000,GBP
2015,2791,MAP,Motor (third party liability),Motor,Motor,152.0,44.0,58.0,-33.0,69.0,64.0,1000,GBP
2015,2999,QBE,Motor (third party liability),Motor,Motor,13828.0,12283.0,-10123.0,-4614.0,-2454.0,4991.0,1000,GBP
2015,3624,Hiscox,Motor (third party liability),Motor,Motor,3606.0,2895.0,-1876.0,-941.0,78.0,-8.0,1000,GBP
2015,435,Faraday,Motor (third party liability),Motor,Motor,0.0,0.0,3.0,0.0,3.0,1.0,1000,GBP
2015,4444,Canopius,Motor (third party liability),Motor,Motor,41509.0,39316.0,-28268.0,-14655.0,-3607.0,-3951.0,1000,GBP
2015,5678,R&Q,Motor (third party liability),Motor,Motor,0.0,0.0,-63.0,-16.0,-79.0,-57.0,1000,GBP
2015,5820,AmTrust,Motor (third party liability),Motor,Motor,-8.0,2174.0,-1109.0,-949.0,116.0,116.0,1000,GBP
2015,609,Atrium,Motor (third party liability),Motor,Motor,120.0,120.0,-94.0,-31.0,-5.0,-5.0,1000,GBP
2015,727,S.A. Meacock,Motor (third party liability),Motor,Motor,-301.0,-155.0,-4.0,-29.0,-188.0,-188.0,1000,GBP
2015,958,Canopius,Motor (third party liability),Motor,Motor,10358.0,9813.0,-7414.0,-3578.0,-1179.0,-1201.0,1000,GBP
2015,1110,Coverys,Pecuniary loss,Pecuniary loss,MAT,7609.0,6906.0,-6939.0,-2194.0,-2227.0,-1916.0,1000,GBP
2015,1200,Westfield,Pecuniary loss,Pecuniary loss,MAT,7900.0,7900.0,-5100.0,-2300.0,500.000000000001,-899.999999999999,1000,GBP
2015,1206,AmTrust,Pecuniary loss,Pecuniary loss,MAT,5599.0,5503.0,-1743.0,-837.0,2923.0,-369.0,1000,GBP
2015,1897,Asta,Pecuniary loss,Pecuniary loss,MAT,32.0,21.0,-2.0,-9.0,10.0,8.0,1000,GBP
2015,1910,Ariel Re,Pecuniary loss,Pecuniary loss,MAT,14150.0,16235.0,-3530.0,-4505.0,8200.0,6341.0,1000,GBP
2015,1919,Starr,Pecuniary loss,Pecuniary loss,MAT,12982.0,12424.0,-10445.0,-1039.0,940.0,340.0,1000,GBP
2015,1945,Sirius,Pecuniary loss,Pecuniary loss,MAT,6248.0,5783.0,-7890.0,-1206.0,-3313.0,-3331.0,1000,GBP
2015,1955,Arch,Pecuniary loss,Pecuniary loss,MAT,3500.0,3000.0,-2900.0,-800.0,-700.0,0.0,1000,GBP
2015,2015,SCOR,Pecuniary loss,Pecuniary loss,MAT,10559.0,7352.0,-2764.0,-2262.0,2326.0,1126.0,1000,GBP
2015,2121,Argenta,Pecuniary loss,Pecuniary loss,MAT,131.0,127.0,-8.0,-63.0,56.0,52.0,1000,GBP
2015,2232,Allied World,Pecuniary loss,Pecuniary loss,MAT,999.0,1049.0,-839.0,-272.0,-62.0,-157.0,1000,GBP
2015,2526,AmTrust,Pecuniary loss,Pecuniary loss,MAT,467.0,513.0,-377.0,5.0,141.0,-132.0,1000,GBP
2015,3334,Hamilton,Pecuniary loss,Pecuniary loss,MAT,2059.0,2390.0,-2417.0,-958.0,-985.0,-1378.0,1000,GBP
2015,382,Hardy,Pecuniary loss,Pecuniary loss,MAT,20835.0,13393.0,-17248.0,-5410.0,-9265.0,-8786.0,1000,GBP
2015,4444,Canopius,Pecuniary loss,Pecuniary loss,MAT,12979.0,13199.0,-8715.0,-4839.0,-355.0,-1809.0,1000,GBP
2015,4711,Aspen,Pecuniary loss,Pecuniary loss,MAT,23128.0,21135.0,-9097.0,-7114.0,4924.0,2094.0,1000,GBP
2015,5151,RiverStone,Pecuniary loss,Pecuniary loss,MAT,26344.0,13210.0,-6483.0,-3667.0,3060.0,-202.0,1000,GBP
2015,5678,R&Q,Pecuniary loss,Pecuniary loss,MAT,129.0,16.0,261.0,-79.0,198.0,469.0,1000,GBP
2015,958,Canopius,Pecuniary loss,Pecuniary loss,MAT,3160.0,2040.0,-1197.0,-960.0,-117.0,-350.0,1000,GBP
2015,1084,Chaucer,Reinsurance acceptances,Reinsurance,Reinsurance,412200.0,423500.0,-242800.0,-129600.0,51100.0,42900.0,1000,GBP
2015,1110,Coverys,Reinsurance acceptances,Reinsurance,Reinsurance,108202.0,107086.0,-69492.0,-36338.0,1256.0,-4900.0,1000,GBP
2015,1176,Chaucer,Reinsurance acceptances,Reinsurance,Reinsurance,20054.0,18126.0,-987.0,-5322.0,11817.0,11817.0,1000,GBP
2015,1200,Westfield,Reinsurance acceptances,Reinsurance,Reinsurance,123400.0,116200.0,-73900.0,-34000.0,8300.0,4200.0,1000,GBP
2015,1206,AmTrust,Reinsurance acceptances,Reinsurance,Reinsurance,38355.0,33903.0,-10994.0,-6594.0,16315.0,6487.0,1000,GBP
2015,1209,AXA XL,Reinsurance acceptances,Reinsurance,Reinsurance,99158.0,104443.0,-51977.0,-40013.0,12453.0,-179.0,1000,GBP
2015,1218,Newline,Reinsurance acceptances,Reinsurance,Reinsurance,7258.0,7186.0,-4568.0,-2581.0,37.0,-43.0,1000,GBP
2015,1221,Hartford,Reinsurance acceptances,Reinsurance,Reinsurance,22513.0,19117.0,-6539.0,-5281.0,7297.0,7069.0,1000,GBP
2015,1225,AEGIS,Reinsurance acceptances,Reinsurance,Reinsurance,78100.0,93900.0,-36800.0,-25300.0,31800.0,23600.0,1000,GBP
2015,1301,Enstar,Reinsurance acceptances,Reinsurance,Reinsurance,54331.0,47434.0,-29426.0,-16661.0,1347.0,-795.0,1000,GBP
2015,1414,Ascot,Reinsurance acceptances,Reinsurance,Reinsurance,178439.0,180598.0,-30376.0,-35504.0,114718.0,31950.0,1000,GBP
2015,1458,RenaissanceRe,Reinsurance acceptances,Reinsurance,Reinsurance,117333.993,103559.989,-43714.158,-33705.001,26140.83,3085.864,1000,GBP
2015,1492,Probitas,Reinsurance acceptances,Reinsurance,Reinsurance,2721.0,183.0,-119.0,-1600.0,-1536.0,-1960.0,1000,GBP
2015,1729,Dale,Reinsurance acceptances,Reinsurance,Reinsurance,31348.0,30052.0,-19011.0,-11817.0,-776.0,-3539.0,1000,GBP
2015,1861,AmTrust,Reinsurance acceptances,Reinsurance,Reinsurance,59585.0,62306.0,-26934.0,-20173.0,15199.0,5580.0,1000,GBP
2015,1880,Tokio Marine Kiln,Reinsurance acceptances,Reinsurance,Reinsurance,48972.0,54511.0,-13767.0,-17491.0,23253.0,13491.0,1000,GBP
2015,1882,Chubb,Reinsurance acceptances,Reinsurance,Reinsurance,49244.0,46613.0,-30209.0,-14513.0,1891.0,-6671.0,1000,GBP
2015,1884,Premia,Reinsurance acceptances,Reinsurance,Reinsurance,8209.0,2467.0,-1649.0,-2714.0,-1896.0,-2387.0,1000,GBP
2015,1897,Asta,Reinsurance acceptances,Reinsurance,Reinsurance,16604.0,17495.0,-12777.0,-5649.0,-931.0,-2001.0,1000,GBP
2015,1910,Ariel Re,Reinsurance acceptances,Reinsurance,Reinsurance,256888.0,163025.0,-28935.0,-50038.0,84052.0,22857.0,1000,GBP
2015,1919,Starr,Reinsurance acceptances,Reinsurance,Reinsurance,171857.0,162066.0,-85715.0,-18285.0,58066.0,5410.0,1000,GBP
2015,1945,Sirius,Reinsurance acceptances,Reinsurance,Reinsurance,40747.0,37902.0,-18245.0,-13319.0,6338.0,5844.0,1000,GBP
2015,1955,Arch,Reinsurance acceptances,Reinsurance,Reinsurance,158200.0,136900.0,-65900.0,-34300.0,36700.0,17200.0,1000,GBP
2015,2001,MS Amlin,Reinsurance acceptances,Reinsurance,Reinsurance,679900.0,622800.0,-279000.0,-173400.0,170400.0,50200.0,1000,GBP
2015,2007,AXIS,Reinsurance acceptances,Reinsurance,Reinsurance,188800.0,171200.0,-54100.0,-54200.0,62900.0,29800.0,1000,GBP
2015,2012,Arch,Reinsurance acceptances,Reinsurance,Reinsurance,833.0,696.0,-327.0,-281.0,88.0,2.0,1000,GBP
