year,syndicate,managing_agent,gross_written_premium,net_earned_premium,result_before_tax,pretax_margin,net_loss_ratio,expense_ratio,combined_ratio,percentile_rank,percentile_bucket
2022,4020,Ark,496341.791,407702.549,63635.288,15.61,45.65,36.97,82.62,86.6,P75-P90
2022,1971,Apollo,217566.26,79105.586,11497.931,14.53,78.52,6.31,84.83,85.6,P75-P90
2022,5623,Beazley,202978.41163,159372.95656,22472.28576,14.1,57.3,26.52,83.83,84.5,P75-P90
2022,1200,Westfield,637263.618,190144.153,26732.858,14.06,-6.61,82.16,75.54,83.5,P75-P90
2022,1225,AEGIS,907880.160682,686377.918104,94809.14245,13.81,46.69,39.09,85.77,82.5,P75-P90
2022,318,Cincinnati Global,250390.14865,187985.44819,25776.85487,13.71,53.71,33.19,86.89,81.4,P75-P90
2022,1988,Asta (CFC),179460.396,112745.305,14804.675,13.13,41.77,43.96,85.73,80.4,P75-P90
2022,6134,Argenta,146411.131,141917.691,18429.056,12.99,45.19,42.22,87.41,79.4,P75-P90
2022,3623,Beazley,319864.67652,138263.69951,17791.2869,12.87,34.96,51.38,86.34,78.4,P75-P90
2022,3010,Lancashire,278287.533,154113.834,17745.738,11.51,55.38,33.12,88.49,77.3,P75-P90
2022,2358,Nephila,39678.707,15406.062,1756.962,11.4,48.56,40.08,88.63,76.3,P75-P90
2022,4711,Aspen,838598.628,318186.299,35068.145,11.02,43.78,31.63,75.41,75.3,P75-P90
2022,1969,Apollo,492544.659,319117.735,33491.699,10.5,49.53,39.21,88.74,74.2,P50-P75
2022,2015,SCOR,306214.322,226508.082,22595.76,9.98,45.94,44.12,90.05,73.2,P50-P75
2022,3622,Beazley,28841.90214,22094.13642,2159.54648,9.77,54.39,36.96,91.36,72.2,P50-P75
2022,1945,Sirius,109666.012,105104.794,10102.60976,9.61,56.74,33.1,89.84,71.1,P50-P75
2022,1967,W R Berkley,412894.739,244177.686,21271.14,8.71,60.74,29.96,90.7,70.1,P50-P75
2022,2880,Asta (OIC SiaB),14819.265,7714.638,664.768,8.62,65.56,25.98,91.54,69.1,P50-P75
2022,1183,Talbot,1043620.522,736517.558,63243.224,8.59,53.16,35.0,88.16,68.0,P50-P75
2022,1218,Newline,268650.33473,228828.4884,19517.73839,8.53,51.22,38.24,89.46,67.0,P50-P75
2022,435,Faraday,542817.191,473325.296,38356.462,8.1,62.79,28.52,91.31,66.0,P50-P75
2022,2623,Beazley,3177162.22761,2388121.0001,177958.21557,7.45,57.14,33.88,91.02,64.9,P50-P75
2022,457,Munich Re,1041145.08016,822302.38382,60507.23881,7.36,52.67,34.92,87.59,63.9,P50-P75
2022,727,S.A. Meacock,122769.533,118348.129,8375.943,7.08,54.11,32.44,86.55,62.9,P50-P75
2022,4000,Hamilton,454195.086,270791.321,17973.206,6.64,51.71,37.93,89.64,61.9,P50-P75
2022,1975,Polo,52283.953,-46692.963,-3053.748,6.54,102.2,-2.69,99.51,60.8,P50-P75
2022,609,Atrium,926038.033,750970.828,47504.536,6.33,52.65,36.77,89.42,59.8,P50-P75
2022,510,Tokio Marine Kiln,1576119.347,1009744.526,56847.653,5.63,48.88,41.68,90.55,58.8,P50-P75
2022,2012,Arch,438306.451,290701.379,15717.481,5.41,55.5,37.76,93.27,57.7,P50-P75
2022,4141,HCC,216681.032,181731.507,9208.549,5.07,45.43,46.1,91.53,56.7,P50-P75
2022,1880,Tokio Marine Kiln,404487.332,244660.581,11463.214,4.69,47.87,43.93,91.8,55.7,P50-P75
2022,5000,Travelers,398989.832,287633.764,12276.536,4.27,57.65,41.73,99.38,54.6,P50-P75
2022,3500,RiverStone,1107696.035,1134602.059,47689.21428,4.2,90.77,1.82,92.6,53.6,P50-P75
2022,1686,AXIS,1264079.971,856615.726,35859.225,4.19,47.19,42.86,90.05,52.6,P50-P75
2022,1947,Hamilton (GIC),177386.352,145401.187,5925.476,4.08,69.36,24.26,93.62,51.5,P50-P75
2022,623,Beazley,697403.03928,524114.24942,21097.42653,4.03,57.13,35.28,92.41,50.5,P50-P75
2022,2786,Asta (Everest),191600.812,160765.171,5237.322,3.26,57.23,41.51,98.74,49.5,P25-P50
2022,2232,Allied World,344264.74,180793.241,5389.036,2.98,67.2,30.0,97.2,48.5,P25-P50
2022,1618,Asta (Ki),674971.964,409681.965,8732.614,2.13,64.72,31.77,96.5,47.4,P25-P50
2022,2791,MAP,517726.442,363160.278,7571.46,2.08,67.4,27.65,95.05,46.4,P25-P50
2022,2121,Argenta,776419.376,506609.869,9391.161,1.85,58.89,40.13,99.02,45.4,P25-P50
2022,1414,Ascot,1350245.877,925934.747,13302.783,1.44,60.31,34.43,94.74,44.3,P25-P50
2022,1902,Asta (MCI SiaB),22429.946,8238.801,73.063,0.89,51.64,50.54,102.18,43.3,P25-P50
2022,4444,Canopius,1698179.362,1254853.87,8268.215,0.66,56.39,39.74,96.13,42.3,P25-P50
2022,2988,Brit,252252.82622,212818.04398,488.77272,0.23,66.56,28.53,95.09,41.2,P25-P50
2022,1084,Chaucer,1583649.729,1134883.418,1818.353,0.16,60.8,33.65,94.46,40.2,P25-P50
2022,1301,Inigo,638040.391,396998.32,401.083,0.1,64.57,32.76,97.34,39.2,P25-P50
2022,1729,Dale,250408.971,179845.739,-1869.644,-1.04,67.32,31.45,98.77,37.6,P25-P50
2022,2987,Brit,2385801.749,1452780.752,-15105.351,-1.04,58.11,40.95,99.06,37.6,P25-P50
2022,6117,Ariel Re,58522.201,68534.052,-954.094,-1.39,86.68,17.4,104.08,36.1,P25-P50
2022,382,Hardy,321160.364,237087.296,-4415.219,-1.86,67.03,30.29,97.32,35.1,P25-P50
2022,2488,Chubb,649031.344,520715.897,-10562.461,-2.03,50.01,34.59,84.6,34.0,P25-P50
2022,1110,Polo,333442.209,83615.837,-2081.8,-2.49,79.5,9.42,88.92,33.0,P25-P50
2022,386,QBE,456782.243,425997.274,-10633.659,-2.5,61.19,28.81,90.0,32.0,P25-P50
2022,218,IQUW,359395.503,294454.896,-7914.475,-2.69,67.8,33.13,100.92,30.9,P25-P50
2022,1884,Premia,168965.601,190424.902,-5660.869,-2.97,86.73,13.39,100.12,29.9,P25-P50
2022,1856,IQUW,544012.837,332389.08,-11266.613,-3.39,72.23,30.49,102.72,28.9,P25-P50
2022,1458,RenaissanceRe,965511.646,437025.416,-19866.376,-4.55,60.56,34.57,95.13,27.8,P25-P50
2022,1955,Arch,531520.326,329997.169,-16804.613,-5.09,67.28,31.77,99.04,26.8,P25-P50
2022,2001,MS Amlin,1576799.389,909140.308,-46730.03,-5.14,53.48,46.46,99.94,25.3,P25-P50
2022,5886,Blenheim,386236.334,272629.121,-14003.843,-5.14,76.58,29.45,106.03,25.3,P25-P50
2022,1910,Ariel Re,605579.017,340199.841,-19956.699,-5.87,74.04,32.02,106.06,23.7,P10-P25
2022,2999,QBE,1815467.278,1304957.054,-96645.385,-7.41,65.75,32.67,98.43,22.7,P10-P25
2022,1609,Asta (Mosaic),178147.52,79580.615,-6474.464,-8.14,53.91,51.18,105.09,21.6,P10-P25
2022,3000,Markel,623630.813,465314.588,-38860.891,-8.35,61.61,38.73,100.34,20.6,P10-P25
2022,1416,Asta (Beat SPA),52755.116,23234.071,-1985.877,-8.55,61.42,46.35,107.77,19.6,P10-P25
2022,2019,Talbot,488960.742,549563.778,-52113.664,-9.48,73.69,33.71,107.4,18.6,P10-P25
2022,1274,Antares,445140.361,352490.699,-38620.732,-10.96,70.04,32.81,102.85,17.5,P10-P25
2022,2010,Lancashire,337023.915,243933.501,-34359.364,-14.09,83.26,31.55,114.81,16.5,P10-P25
2022,6103,MAP,56581.491,56250.02,-8403.734,-14.94,108.44,5.44,113.89,15.5,P10-P25
2022,1221,Hartford,373509.5468,295227.39477,-44778.37776,-15.17,68.56,33.4,101.96,14.4,P10-P25
2022,2689,Asta (Hampden),78875.696,66179.018,-10326.123,-15.6,72.4,39.77,112.16,13.4,P10-P25
2022,2003,AXA XL,1228101.043,839848.427,-160412.505,-19.1,57.1,39.9,97.0,12.4,P10-P25
2022,4472,Liberty,1617895.769,1126799.268,-221283.764,-19.64,67.2,32.07,99.28,11.3,P10-P25
2022,3002,AXA XL,29782.102,25783.543,-5372.648,-20.84,85.31,27.87,113.18,10.3,P10-P25
2022,4747,Asta (Carbon),44780.594,18025.683,-4663.351,-25.87,57.57,72.42,129.98,9.3,Bottom 10%
2022,3624,Hiscox,204290.226,196993.109,-54174.224,-27.5,75.14,44.62,119.76,8.2,Bottom 10%
2022,1840,Munich Re,3675.772,1588.219,-454.063,-28.59,19.6,108.13,127.73,7.2,Bottom 10%
2022,1699,Asta (Volante),51641.565,17848.802,-8262.764,-46.29,102.08,50.57,152.66,6.2,Bottom 10%
2022,557,Tokio Marine Kiln,24308.82,17035.961,-9655.106,-56.67,124.51,21.42,145.93,5.2,Bottom 10%
2022,4321,Beazley,8462.88197,3908.27402,-2534.25537,-64.84,94.4,70.83,165.23,4.1,Bottom 10%
2022,2008,Enstar,50385.394,58706.535,-67195.856,-114.46,137.17,29.87,167.05,3.1,Bottom 10%
2022,3456,Asta (Greenlight),5021.834,554.88,-701.584,-126.44,73.6,156.62,230.22,2.1,Bottom 10%
2022,5183,Asta (MIC SiaB),6059.327,7.166,-523.654,-7307.48,55.18,7188.31,7243.48,1.0,Bottom 10%
2023,1945,Sirius,159823.291,19002.826,33813.00058,177.94,-238.89,199.44,-39.45,100.0,Top 10%
2023,6104,Hiscox,15768.241,14172.432,21683.458,153.0,-66.14,31.21,-34.93,99.0,Top 10%
2023,2357,Nephila,349138.309,309261.444,251289.796,81.25,10.6,14.89,25.49,97.9,Top 10%
2023,2001,MS Amlin,1748662.042,324097.507,256766.432,79.23,-115.58,147.35,31.78,96.9,Top 10%
2023,1176,Chaucer,36961.628,33894.009,24073.475,71.03,8.54,28.91,37.45,95.9,Top 10%
2023,6136,Ariel Re,55004.951,38945.159,25827.872,66.32,7.81,26.95,34.76,94.8,Top 10%
2023,6117,Ariel Re,53947.601,63990.809,42388.507,66.24,22.12,12.87,34.99,93.8,Top 10%
2023,6103,MAP,61887.809,60958.668,35064.633,57.52,32.25,13.05,45.3,92.8,Top 10%
2023,1910,Ariel Re,705123.692,513373.501,285337.719,55.58,20.25,27.37,47.62,91.8,Top 10%
2023,6107,Beazley,35111.37631,46281.57661,20995.52054,45.36,34.19,26.66,60.85,90.7,Top 10%
2023,1919,Starr,421496.576,93813.66,41275.103,44.0,64.72,14.91,79.63,89.7,P75-P90
2023,1218,Newline,255477.2554,222982.26125,94329.84195,42.3,47.36,38.95,86.31,88.7,P75-P90
2023,2488,Chubb,694184.517,563956.821,233970.302,41.49,45.77,33.17,78.94,87.6,P75-P90
2023,1892,Asta (MPS),20599.134,20344.529,7328.174,36.02,56.15,15.27,71.42,86.6,P75-P90
2023,1458,RenaissanceRe,831172.174,371929.962,127226.955,34.21,38.22,35.59,73.81,85.6,P75-P90
2023,2525,Asta (Ive),133058.589,103207.203,32506.543,31.5,34.02,41.05,75.07,84.5,P75-P90
2023,2999,QBE,2224943.808,1434573.019,437010.957,30.46,44.49,34.27,78.76,83.5,P75-P90
2023,33,Hiscox,1893580.727,1109349.22,324762.039,29.28,38.74,40.33,79.07,82.5,P75-P90
2023,318,Cincinnati Global,289788.93605,228607.36212,66377.82929,29.04,39.29,36.62,75.9,81.4,P75-P90
2023,386,QBE,415222.159,261656.829,75119.461,28.71,50.92,48.95,99.88,80.4,P75-P90
2023,1967,W R Berkley,447252.616,259740.759,74556.4,28.7,47.24,30.71,77.94,79.4,P75-P90
2023,2791,MAP,678436.001,494419.783,141635.485,28.65,42.37,34.14,76.5,78.4,P75-P90
2023,4020,Ark,622663.749,484711.726,134649.982,27.78,39.83,39.93,79.76,77.3,P75-P90
2023,2623,Beazley,3627732.24702,2723337.6733,755879.81226,27.76,43.34,36.56,79.9,76.3,P75-P90
2023,1225,AEGIS,1039784.828,786896.074,212762.072,27.04,43.26,37.94,81.2,75.3,P75-P90
2023,2010,Lancashire,364002.51,277668.275,74305.611,26.76,43.3,32.94,76.23,74.2,P50-P75
2023,1492,Probitas,288242.822,204960.743,53295.677,26.0,38.72,39.3,78.03,73.2,P50-P75
2023,382,Hardy,364447.34,275186.26,71108.3,25.84,56.07,27.12,83.19,72.2,P50-P75
2023,1221,Hartford,414640.41367,329982.4247,83210.83246,25.22,55.61,32.43,88.03,71.1,P50-P75
2023,5886,Blenheim,392180.119,301254.205,74280.852,24.66,47.25,30.69,77.95,70.1,P50-P75
2023,3002,AXA XL,29889.976,27435.708,6748.047,24.6,56.31,24.62,80.93,69.1,P50-P75
2023,623,Beazley,786206.19257,593687.3742,145852.63406,24.57,43.21,40.32,83.54,68.0,P50-P75
2023,1084,Chaucer,1698983.04,1221872.282,288975.116,23.65,47.7,35.34,83.04,67.0,P50-P75
2023,2003,AXA XL,1321025.165,870342.304,205708.512,23.64,52.79,37.48,90.27,66.0,P50-P75
2023,1183,Talbot,1137899.972,761069.162,175331.171,23.04,49.24,35.18,84.42,64.9,P50-P75
2023,435,Faraday,661922.849,591221.853,134554.219,22.76,56.72,28.08,84.8,63.9,P50-P75
2023,2232,Allied World,416751.372,238909.088,53352.752,22.33,55.47,30.34,85.81,62.9,P50-P75
2023,1856,IQUW,736595.345,510063.043,111316.586,21.82,46.72,34.33,81.05,61.9,P50-P75
2023,1988,Asta (CFC),236160.397,210478.188,45617.31,21.67,38.44,42.01,80.46,60.8,P50-P75
2023,6134,Argenta,149564.907,141961.894,30558.804,21.53,33.51,44.18,77.69,59.8,P50-P75
2023,1955,Arch,588777.253,404967.486,86205.751,21.29,56.64,30.99,87.63,58.8,P50-P75
2023,2988,Brit,211167.2474998,216799.062205,45733.2519931,21.09,59.35,25.44,84.79,57.7,P50-P75
2023,1880,Tokio Marine Kiln,444138.818,280679.31,58635.89,20.89,44.82,40.67,85.48,56.7,P50-P75
2023,457,Munich Re,1212592.51774,985496.4334,204934.99434,20.8,49.99,34.62,84.62,55.7,P50-P75
2023,4141,HCC,239298.734,189265.668,39220.688,20.72,37.6,46.96,84.55,54.6,P50-P75
2023,1274,Antares,480037.315,422365.465,85304.216,20.2,54.18,34.99,89.17,53.6,P50-P75
2023,510,Tokio Marine Kiln,1792769.431,1142196.152,229746.454,20.11,47.25,39.2,86.45,52.6,P50-P75
2023,3000,Markel,701536.248,452627.311,89472.429,19.77,40.01,48.38,88.39,51.5,P50-P75
2023,1971,Apollo,238750.947,116093.283,22776.385,19.62,73.71,13.72,87.42,50.5,P50-P75
2023,1686,AXIS,1419347.823,987411.744,192070.157,19.45,46.95,40.58,87.53,49.5,P25-P50
2023,1414,Ascot,1440915.463,1041875.978,202025.211,19.39,51.94,34.7,86.65,48.5,P25-P50
2023,1301,Inigo,880900.98,607431.936,115828.925,19.07,54.76,29.97,84.73,46.9,P25-P50
2023,3010,Lancashire,335771.57,200212.259,38171.705,19.07,47.9,38.64,86.53,46.9,P25-P50
2023,4444,Canopius,2044451.745,1290309.028,245377.07458,19.02,47.83,39.42,87.25,45.4,P25-P50
2023,2121,Argenta,837806.75,528476.608,100177.757,18.96,47.57,40.01,87.58,44.3,P25-P50
2023,4711,Aspen,806288.107,335263.58,61093.526,18.22,62.71,24.03,86.74,43.3,P25-P50
2023,2987,Brit,2203499.21,1422182.714,253475.491,17.82,49.82,40.97,90.79,42.3,P25-P50
2023,4000,Hamilton,545433.665,298379.614,50566.438,16.95,51.49,39.65,91.14,41.2,P25-P50
2023,1729,Dale,311483.591,249574.265,42000.149,16.83,58.02,30.15,88.17,40.2,P25-P50
2023,1254,Polo,99356.278,50386.917,8445.312,16.76,91.78,0.41,92.2,39.2,P25-P50
2023,4242,Asta (Beat),353492.399,214410.35,35579.36,16.59,50.55,39.21,89.75,38.1,P25-P50
2023,1902,Asta (MCI SiaB),48614.288,33357.141,5402.045,16.19,48.02,35.57,83.59,37.1,P25-P50
2023,1618,Asta (Ki),705251.671,521144.39,81049.696,15.55,58.91,30.8,89.71,36.1,P25-P50
2023,1200,Westfield,582433.499,436992.175,61861.989,14.16,48.22,39.57,87.79,35.1,P25-P50
2023,5623,Beazley,314640.32912,237260.74085,32725.28449,13.79,56.84,33.4,90.23,34.0,P25-P50
2023,3902,Ark,205122.111,152620.359,20993.218,13.76,48.62,40.21,88.83,33.0,P25-P50
2023,1969,Apollo,581617.304,421135.44,57876.577,13.74,53.8,36.85,90.65,32.0,P25-P50
2023,3500,RiverStone,1951875.256,1966698.695,245402.517,12.48,92.95,1.85,94.8,30.9,P25-P50
2023,5000,Travelers,433369.774,331719.557,41129.425,12.4,49.34,42.1,91.44,29.9,P25-P50
2023,1796,Asta (Parsyl SPA),11974.645,2934.865,361.415,12.31,27.41,65.08,92.5,28.9,P25-P50
2023,2012,Arch,556301.974,380074.717,46685.932,12.28,54.93,37.65,92.58,27.8,P25-P50
2023,2015,SCOR,325719.788,267467.504,32600.053,12.19,47.23,44.01,91.24,26.8,P25-P50
2023,1947,Hamilton (GIC),117045.916,104589.156,11953.951,11.43,63.59,29.01,92.6,25.8,P25-P50
2023,727,S.A. Meacock,115237.963,116154.317,12861.701,11.07,67.79,33.04,100.83,24.7,P10-P25
2023,609,Atrium,971621.538,804831.619,82059.383,10.2,55.6,41.16,96.76,23.7,P10-P25
2023,4472,Liberty,1696504.137,1315701.038,122336.778,9.3,73.06,33.64,106.69,22.7,P10-P25
2023,1416,Asta (Beat SPA),69496.284,50524.115,4520.362,8.95,50.2,40.46,90.67,21.6,P10-P25
2023,2786,Asta (Everest),250900.478,201446.52,17625.407,8.75,55.1,40.66,95.76,20.6,P10-P25
2023,2019,Talbot,602063.527,578271.063,47661.697,8.24,65.34,31.22,96.55,19.6,P10-P25
2023,3624,Hiscox,198753.864,165595.516,11814.85,7.13,60.03,52.18,112.22,18.6,P10-P25
2023,2358,Nephila,97774.903,63402.873,4486.52,7.08,59.9,34.44,94.34,17.5,P10-P25
2023,3622,Beazley,29857.71581,22916.72831,1124.06757,4.91,48.71,48.71,97.42,16.5,P10-P25
2023,1322,Asta (Trium Cyber),8757.464,1996.81,88.853,4.45,52.13,43.66,95.79,15.5,P10-P25
2023,1609,Asta (Mosaic),233350.954,143944.135,6110.485,4.25,56.57,44.59,101.16,14.4,P10-P25
2023,218,IQUW,412567.619,330875.938,8364.306,2.53,72.15,33.12,105.27,13.4,P10-P25
2023,2689,Asta (Hampden),63622.132,73491.145,1295.667,1.76,60.89,39.9,100.79,12.4,P10-P25
2023,1347,Polo,21797.74,21797.74,330.351,1.52,77.35,21.13,98.48,11.3,P10-P25
2023,1985,Asta (Flux),74471.263,24338.657,-173.098,-0.71,58.46,42.73,101.19,10.3,P10-P25
2023,1699,Asta (Volante),141936.235,78738.375,-804.486,-1.02,58.72,42.89,101.61,9.3,Bottom 10%
2023,4321,Beazley,16470.70405,15110.73822,-238.7822,-1.58,66.03,37.7,103.73,8.2,Bottom 10%
2023,1884,Premia,59915.819,65180.17,-1444.482,-2.22,92.58,28.33,120.91,7.2,Bottom 10%
2023,3456,Asta (Greenlight),13496.015,9505.862,-272.912,-2.87,76.02,26.47,102.49,6.2,Bottom 10%
2023,2008,Enstar,447436.412,307681.36,-20158.236,-6.55,123.73,-0.04,123.7,5.2,Bottom 10%
2023,4747,Asta (Carbon),92086.806,32289.999,-4892.139,-15.15,52.04,64.8,116.84,4.1,Bottom 10%
2023,2880,Asta (OIC SiaB),32427.851,13228.62,-2531.443,-19.14,80.46,39.55,120.02,3.1,Bottom 10%
2023,1996,Polo,2717.724,253.95,-858.948,-338.24,37.98,396.3,434.28,2.1,Bottom 10%
2023,5183,Asta (MIC SiaB),-3851.388,203.109,-1322.882,-651.32,38.21,687.36,725.57,1.0,Bottom 10%
2024,3500,RiverStone,22965.969,43692.2,193627.58,443.16,-239.86,82.65,-157.21,99.0,Top 10%
2024,3939,Apollo,4686.141,-2799.717,-10928.956,390.36,-141.61,-147.7,-289.31,98.1,Top 10%
2024,6104,Hiscox,58832.912,49813.437,24789.286,49.76,24.95,31.05,56.0,97.1,Top 10%
2024,1176,Chaucer,34152.617,33219.934,16427.174,49.45,33.78,25.46,59.24,96.1,Top 10%
2024,1218,Newline,280525.61011,230105.53942,90578.0817,39.36,45.14,40.95,86.09,95.1,Top 10%
2024,1892,Asta (MPS),22851.79,20918.173,7658.025,36.61,55.82,16.23,72.05,94.2,Top 10%
2024,2488,Chubb,727463.107,609802.445,219721.2,36.03,44.6,33.4,78.0,93.2,Top 10%
2024,6103,MAP,79335.116,78682.121,28240.819,35.89,57.89,11.87,69.77,92.2,Top 10%
2024,2357,Nephila,476187.257,368754.037,124236.978,33.69,59.45,13.22,72.67,91.3,Top 10%
2024,318,Cincinnati Global,301406.32063,227063.16912,72013.09011,31.72,34.44,40.34,74.78,90.3,Top 10%
2024,1225,AEGIS,1011524.321,787594.141,239124.637,30.36,38.74,38.47,77.2,89.3,P75-P90
2024,4141,HCC,226206.183,174647.132,52035.05,29.79,29.61,47.53,77.14,88.3,P75-P90
2024,3622,Beazley,31378.906,25459.166,7558.603,29.69,17.59,53.47,71.06,87.4,P75-P90
2024,1492,Probitas,317204.576,217931.912,62059.158,28.48,33.97,43.24,77.21,86.4,P75-P90
2024,1322,Asta (Trium Cyber),58268.699,22842.011,6414.79,28.08,27.11,44.69,71.8,85.4,P75-P90
2024,435,Faraday,644271.199,543314.581,148344.149,27.3,54.07,29.43,83.5,84.5,P75-P90
2024,1955,Arch,745613.837,478476.435,128523.147,26.86,52.55,30.91,83.47,83.5,P75-P90
2024,3624,Hiscox,182928.941,178509.214,45755.299,25.63,47.58,41.94,89.52,82.5,P75-P90
2024,1988,Asta (CFC),271661.572,242275.607,61612.288,25.43,36.94,40.07,77.01,81.6,P75-P90
2024,2010,Lancashire,338158.595,264480.339,67195.858,25.41,39.0,40.0,79.0,80.6,P75-P90
2024,3000,Markel,785467.285,580494.086,145681.967,25.1,34.8,45.67,80.47,79.6,P75-P90
2024,2623,Beazley,2289571.999,2421896.955,593239.218,24.49,46.68,38.3,84.97,78.6,P75-P90
2024,2791,MAP,773102.645,603467.319,137516.804,22.79,52.74,30.96,83.7,77.7,P75-P90
2024,2525,Asta (Ive),127997.618,112817.399,25516.494,22.62,42.9,38.03,80.93,76.7,P75-P90
2024,33,Hiscox,1822672.049,1100274.482,246986.029,22.45,45.83,39.86,85.68,75.7,P75-P90
2024,1221,Hartford,432687.16227,340476.13509,73770.9587,21.67,52.38,33.73,86.11,74.8,P50-P75
2024,4020,Ark,757890.949,578226.713,124144.658,21.47,45.87,38.54,84.41,73.8,P50-P75
2024,1971,Apollo,318910.953,135240.1,28942.517,21.4,71.69,14.65,86.34,72.8,P50-P75
2024,4711,Aspen,1012862.402,393585.779,83747.579,21.28,49.72,32.7,82.42,71.8,P50-P75
2024,2232,Allied World,472463.699,270383.11,55999.054,20.71,54.04,30.35,84.39,70.9,P50-P75
2024,2019,Talbot,448536.15,503652.692,103209.162,20.49,54.61,29.92,84.52,69.9,P50-P75
2024,386,QBE,371245.731,220547.822,44761.271,20.3,56.96,45.93,102.9,68.9,P50-P75
2024,1609,Asta (Mosaic),257810.794,173468.979,34744.778,20.03,39.99,39.46,79.45,68.0,P50-P75
2024,1967,W R Berkley,471788.102,298935.667,59842.89,20.02,55.56,30.9,86.45,67.0,P50-P75
2024,1856,IQUW,866927.843,611001.169,122210.534,20.0,48.26,35.38,83.64,66.0,P50-P75
2024,5886,Blenheim,393744.985,278904.936,55605.227,19.94,43.19,41.53,84.72,65.0,P50-P75
2024,4444,Canopius,2468304.332,1521856.458,302312.93477,19.86,51.32,34.94,86.26,64.1,P50-P75
2024,1902,Asta (MCI SiaB),58243.312,49549.847,9831.232,19.84,39.4,40.0,79.4,63.1,P50-P75
2024,727,S.A. Meacock,115444.567,115553.676,22732.897,19.67,58.64,34.25,92.89,62.1,P50-P75
2024,4472,Liberty,1753407.741,1335337.665,262571.146,19.66,56.25,32.83,89.08,61.2,P50-P75
2024,1084,Chaucer,1869656.431,1346356.164,263523.633,19.57,51.33,34.15,85.48,60.2,P50-P75
2024,2999,QBE,2536209.406,1781335.633,346694.191,19.46,55.95,30.57,86.52,59.2,P50-P75
2024,3902,Ark,209714.271,167069.318,32211.874,19.28,39.62,45.06,84.68,58.3,P50-P75
2024,2121,Argenta,835197.032,569613.01,105561.755,18.53,48.07,39.92,87.99,57.3,P50-P75
2024,1301,Inigo,1054185.355,757462.563,137644.152,18.17,56.8,29.59,86.39,56.3,P50-P75
2024,457,Munich Re,1373467.06029,1088060.70117,197501.5362,18.15,51.28,35.87,87.15,55.3,P50-P75
2024,1686,AXIS,1536619.396,1110049.842,201001.746,18.11,46.97,40.81,87.77,54.4,P50-P75
2024,3002,AXA XL,36447.845,34276.494,6114.013,17.84,53.26,26.41,79.67,53.4,P50-P75
2024,2880,Asta (OIC SiaB),49450.268,31642.615,5573.269,17.61,52.34,31.7,84.04,52.4,P50-P75
2024,218,IQUW,490051.628,409301.409,70165.162,17.14,56.99,31.64,88.63,51.5,P50-P75
2024,3010,Lancashire,363861.482,243850.647,40207.748,16.49,53.3,35.3,88.6,50.5,P50-P75
2024,2689,Asta (Hampden),82610.604,65530.734,10639.253,16.24,49.82,37.91,87.73,49.5,P25-P50
2024,6134,Argenta,146751.662,140971.364,22688.456,16.09,40.86,42.75,83.61,48.5,P25-P50
2024,1458,RenaissanceRe,1072359.222,435150.252,69767.155,16.03,54.79,35.5,90.29,47.6,P25-P50
2024,2988,Brit,180964.5785009,182953.9274599,29070.3153079,15.89,62.75,28.39,91.14,46.6,P25-P50
2024,1618,Asta (Ki),626688.274,520038.532,79467.912,15.28,62.46,27.55,90.01,45.6,P25-P50
2024,623,Beazley,820348.032,660878.241,95710.308,14.48,48.84,45.09,93.93,44.7,P25-P50
2024,5623,Beazley,384691.715,333906.731,48179.167,14.43,54.26,36.29,90.56,43.7,P25-P50
2024,2001,MS Amlin,1769448.115,1550856.95,212143.047,13.68,54.93,33.96,88.89,42.7,P25-P50
2024,4000,Hamilton,618347.226,363758.0,48072.756,13.22,57.77,36.29,94.06,41.7,P25-P50
2024,1414,Ascot,1522312.583,1112563.927,146339.831,13.15,57.69,33.71,91.4,40.8,P25-P50
2024,2015,SCOR,356054.051,255417.46,33517.895,13.12,44.0,46.26,90.26,39.8,P25-P50
2024,2987,Brit,2239971.559,1433508.688,185926.013,12.97,53.07,39.22,92.29,38.8,P25-P50
2024,510,Tokio Marine Kiln,1817299.769,1295207.903,155501.074,12.01,53.98,39.25,93.23,37.9,P25-P50
2024,6107,Beazley,49524.828,38238.078,4568.176,11.95,56.37,39.2,95.57,36.9,P25-P50
2024,1880,Tokio Marine Kiln,450041.798,319627.015,36828.691,11.52,52.91,40.77,93.68,35.4,P25-P50
2024,3623,Beazley,1045058.681,447539.933,51556.554,11.52,51.76,39.26,91.03,35.4,P25-P50
2024,1274,Antares,465584.427,413367.526,47383.682,11.46,55.59,39.03,94.62,34.0,P25-P50
2024,1919,Starr,375534.075,96653.359,10897.89,11.28,74.13,20.68,94.81,33.0,P25-P50
2024,1200,Westfield,653537.669,333112.901,35214.07,10.57,52.91,40.74,93.65,32.0,P25-P50
2024,2003,AXA XL,1377336.133,953720.219,98583.809,10.34,63.8,35.79,99.59,31.1,P25-P50
2024,1100,Apollo,19098.522,10892.579,1121.976,10.3,79.63,10.28,89.91,30.1,P25-P50
2024,1729,Dale,394924.53,323772.441,32496.641,10.04,63.54,30.8,94.34,29.1,P25-P50
2024,1947,Hamilton (GIC),130528.032,98703.965,9838.488,9.97,56.64,38.05,94.69,28.2,P25-P50
2024,6117,Ariel Re,86337.944,91578.389,9077.695,9.91,89.36,2.59,91.95,27.2,P25-P50
