year,syndicate,managing_agent,gross_written_premium,net_earned_premium,result_before_tax,pretax_margin,net_loss_ratio,expense_ratio,combined_ratio,percentile_rank,percentile_bucket
2019,2003,AXA XL,2091390.087,1652947.604,36024.033,2.18,71.49,38.52,110.01,59.4,P50-P75
2019,3623,Beazley,114496.12418,71416.91123,1436.53844,2.01,67.11,42.34,109.45,58.3,P50-P75
2019,1969,Apollo,408978.771,207121.595,3298.482,1.59,67.02,35.16,102.18,57.3,P50-P75
2019,1955,Arch,356993.949,178527.591,2544.232,1.43,62.31,40.28,102.6,56.2,P50-P75
2019,3268,Asta,119086.121,82017.246,705.429,0.86,63.37,36.49,99.86,55.2,P50-P75
2019,1892,Asta (MPS),8261.334,8225.45,63.551,0.77,80.36,18.87,99.23,54.2,P50-P75
2019,3000,Markel,543105.576,457995.066,2508.23,0.55,64.84,42.96,107.8,52.6,P50-P75
2019,4444,Canopius,1363810.923,995699.569,5492.49012,0.55,58.47,44.09,102.56,52.6,P50-P75
2019,6123,Asta,32621.573,15049.451,33.269,0.22,44.8,56.56,101.36,51.0,P50-P75
2019,1110,R&Q,60234.416,58659.244,-191.313,-0.33,98.73,2.92,101.65,50.0,P25-P50
2019,1458,RenaissanceRe,685428.004,399857.64,-2875.934,-0.72,71.09,34.85,105.94,49.0,P25-P50
2019,6117,Ariel Re,77275.395,78472.811,-587.307,-0.75,87.35,13.13,100.48,47.9,P25-P50
2019,6132,Arch,51388.128,31534.396,-248.741,-0.79,66.17,36.3,102.47,46.9,P25-P50
2019,1910,Ariel Re,289042.775,126551.409,-1221.579,-0.97,83.0,20.29,103.29,45.8,P25-P50
2019,4000,Hamilton,301640.385,262238.615,-3017.734,-1.15,60.81,44.07,104.88,44.8,P25-P50
2019,2014,Hamilton,177129.704,156859.291,-1920.018,-1.22,66.49,40.77,107.27,43.8,P25-P50
2019,5623,Beazley,28294.47067,18362.3471,-459.61067,-2.5,68.5,34.58,103.08,42.7,P25-P50
2019,33,Hiscox,1601520.155,758366.794,-19301.688,-2.55,67.57,40.32,107.89,41.7,P25-P50
2019,1856,IQUW,106529.646,70052.783,-1844.513,-2.63,69.57,35.91,105.48,40.6,P25-P50
2019,2121,Argenta,457938.063,312315.543,-8549.223,-2.74,64.53,40.93,105.46,39.6,P25-P50
2019,1729,Dale,138682.065,94494.246,-3260.145,-3.45,65.32,40.43,105.75,38.5,P25-P50
2019,2088,Chaucer,123431.63,152284.931,-5341.121,-3.51,71.49,37.13,108.63,37.5,P25-P50
2019,1947,Hamilton (GIC),58106.486,38933.156,-1585.912,-4.07,78.49,26.37,104.86,36.5,P25-P50
2019,5151,RiverStone,328619.275,159050.917,-6739.319,-4.24,67.85,41.26,109.11,35.4,P25-P50
2019,1861,Canopius,661367.374,488361.309,-23502.063,-4.81,61.93,44.89,106.83,34.4,P25-P50
2019,1991,Coverys,162801.137,136690.838,-8551.856,-6.26,66.63,42.46,109.09,33.3,P25-P50
2019,3624,Hiscox,319759.533,327489.103,-21317.607,-6.51,70.05,42.3,112.35,32.3,P25-P50
2019,1200,Westfield,561440.471,416333.527,-27443.039,-6.59,68.57,40.64,109.21,31.2,P25-P50
2019,1880,Tokio Marine Kiln,319399.423,255861.518,-18595.715,-7.27,70.7,40.11,110.81,30.2,P25-P50
2019,1971,Apollo,66946.274,11354.974,-893.023,-7.86,82.87,24.78,107.65,29.2,P25-P50
2019,5886,Blenheim,204542.304,136598.49,-11916.053,-8.72,75.91,33.81,109.71,28.1,P25-P50
2019,2015,SCOR,251762.64,213559.172,-19102.569,-8.94,64.17,48.42,112.6,27.1,P25-P50
2019,2689,Asta (Hampden),114575.132,118403.572,-12422.389,-10.49,71.16,40.95,112.1,26.0,P25-P50
2019,2988,Brit,110351.059,94191.146,-10146.798,-10.77,71.37,40.05,111.41,25.0,P10-P25
2019,6107,Beazley,57736.59322,41637.97253,-5193.18535,-12.47,90.98,24.13,115.11,24.0,P10-P25
2019,1686,AXIS,892637.10743,405458.0146264,-50895.4695167,-12.55,62.38,51.12,113.5,22.9,P10-P25
2019,5678,R&Q,178842.421,137384.03,-17461.792,-12.71,70.09,48.03,118.11,21.9,P10-P25
2019,2468,RiverStone,435443.416,300683.52,-44866.945,-14.92,68.02,49.58,117.61,20.8,P10-P25
2019,2232,Allied World,219196.37,124895.367,-18832.146,-15.08,87.19,33.57,120.76,19.8,P10-P25
2019,6134,Argenta,50990.729,39279.058,-6236.52,-15.88,72.78,43.6,116.39,18.8,P10-P25
2019,1919,Starr,305766.817,86207.732,-14420.752,-16.73,100.74,25.85,126.59,17.7,P10-P25
2019,1945,Sirius,96590.795,90811.533,-15853.88758,-17.46,85.02,35.26,120.28,16.7,P10-P25
2019,2786,Asta (Everest),145803.828,120604.156,-22123.496,-18.34,76.31,44.43,120.75,15.6,P10-P25
2019,4242,Asta (Beat),201148.355,96799.935,-18739.549,-19.36,62.82,57.28,120.1,14.6,P10-P25
2019,1221,Hartford,358647.21474,271202.70801,-54899.42456,-20.24,85.73,40.66,126.39,13.5,P10-P25
2019,1301,Enstar,175405.13,142095.825,-32455.188,-22.84,86.78,43.77,130.55,12.5,P10-P25
2019,1975,Coverys,38657.29,35825.677,-8369.18,-23.36,82.84,43.2,126.04,11.5,P10-P25
2019,6125,Hamilton,23909.483,17963.27,-4404.707,-24.52,88.89,38.01,126.9,10.4,P10-P25
2019,3334,Hamilton,130205.075,81275.767,-24039.205,-29.58,86.54,47.16,133.7,9.4,Bottom 10%
2019,5000,Travelers,369787.053,311023.615,-107926.309,-34.7,96.1,39.97,136.07,8.3,Bottom 10%
2019,2357,Nephila,375934.822,200102.783,-71616.527,-35.79,125.4,12.9,138.3,7.3,Bottom 10%
2019,4711,Aspen,379370.96,153151.867,-57397.738,-37.48,85.42,53.29,138.71,6.2,Bottom 10%
2019,1980,Asta,147820.419,70595.256,-27953.007,-39.6,103.51,35.75,139.26,5.2,Bottom 10%
2019,6131,Asta,6085.205,3802.636,-2104.348,-55.34,62.51,88.63,151.14,4.2,Bottom 10%
2019,1897,RiverStone,26631.816,46336.246,-29518.498,-63.7,121.64,43.71,165.35,3.1,Bottom 10%
2019,6104,Hiscox,46608.706,43952.262,-50789.19,-115.56,195.44,21.4,216.83,2.1,Bottom 10%
2019,2008,Enstar,586238.199,-76742.094,97284.157,-126.77,124.98,15.94,140.92,1.0,Bottom 10%
2020,6104,Hiscox,31906.799,32275.475,28788.744,89.2,-13.06,20.87,7.81,100.0,Top 10%
2020,1176,Chaucer,29370.293,28004.577,18624.461,66.51,10.38,28.4,38.78,98.9,Top 10%
2020,2488,Chubb,528252.277,391696.736,87816.9916729,22.42,65.67,31.95,97.62,97.8,Top 10%
2020,1892,Asta (MPS),14727.04,14437.561,2716.579,18.82,65.44,15.75,81.18,96.7,Top 10%
2020,6103,MAP,32024.159,30869.634,5756.221,18.65,76.6,9.23,85.82,95.6,Top 10%
2020,4472,Liberty,1364657.197,896043.041,157053.492,17.53,66.65,31.85,98.51,94.5,Top 10%
2020,1492,Probitas,144770.301,113647.182,17969.44,15.81,44.58,41.01,85.59,93.4,Top 10%
2020,1919,Starr,325039.781,82375.65,12651.179,15.36,75.15,23.72,98.87,92.3,Top 10%
2020,1414,Ascot,824294.906,450828.876,68176.347,15.12,57.1,32.34,89.44,91.2,Top 10%
2020,435,Faraday,404357.666,358547.357,49929.846,13.93,61.67,32.07,93.73,90.1,Top 10%
2020,1971,Apollo,78434.794,29333.214,4061.327,13.85,74.93,14.01,88.94,89.0,P75-P90
2020,1225,AEGIS,707875.56403,532004.27712,64602.4429,12.14,52.99,40.87,93.86,87.9,P75-P90
2020,386,QBE,373100.765,326473.468,38423.056,11.77,57.4,31.87,89.27,86.8,P75-P90
2020,2791,MAP,313512.807,219358.802,24505.816,11.17,61.52,32.52,94.04,85.7,P75-P90
2020,609,Atrium,632719.842,536441.789,58174.472,10.84,50.5,43.34,93.84,84.6,P75-P90
2020,218,IQUW,329195.78,311931.835,32819.079,10.52,58.69,33.23,91.93,83.5,P75-P90
2020,3010,Lancashire,132175.805,72824.983,7219.999,9.91,48.28,42.49,90.77,82.4,P75-P90
2020,2999,QBE,1436691.182,1025644.046,93324.213,9.1,61.75,34.72,96.47,81.3,P75-P90
2020,2525,Asta (Ive),89870.43,72356.326,5967.644,8.25,55.04,38.52,93.56,80.2,P75-P90
2020,3902,Ark,126653.207,81881.307,6574.938,8.03,45.54,45.68,91.22,79.1,P75-P90
2020,6125,Hamilton,18490.255,17597.81,1283.149,7.29,55.18,38.24,93.42,78.0,P75-P90
2020,2012,Arch,293918.272,182938.589,13075.126,7.15,53.46,39.56,93.02,76.9,P75-P90
2020,5151,RiverStone,238045.096,137763.443,9308.175,6.76,58.8,38.83,97.63,75.8,P75-P90
2020,1110,R&Q,114132.923,114720.756,5866.08,5.11,92.12,4.78,96.91,74.2,P50-P75
2020,2015,SCOR,232827.394,184100.961,9401.65,5.11,50.8,45.46,96.25,74.2,P50-P75
2020,1969,Apollo,428188.924,210804.003,7452.281,3.54,63.26,36.17,99.43,72.5,P50-P75
2020,1729,Dale,163092.883,121532.876,3927.323,3.23,65.43,34.52,99.95,71.4,P50-P75
2020,2232,Allied World,239146.99,123096.566,3810.102,3.1,64.96,31.1,96.06,70.3,P50-P75
2020,6107,Beazley,59527.82801,48136.6082,1463.93581,3.04,75.64,24.97,100.61,69.2,P50-P75
2020,4020,Ark,339617.215,245788.385,4905.714,2.0,58.4,41.89,100.29,68.1,P50-P75
2020,727,S.A. Meacock,95271.177,87090.736,1425.673,1.64,75.1,32.96,108.06,67.0,P50-P75
2020,4141,HCC,161568.256,124314.967,1990.497,1.6,57.87,43.54,101.4,65.9,P50-P75
2020,1880,Tokio Marine Kiln,345680.992,297258.104,-1352.586,-0.46,65.94,37.96,103.9,64.8,P50-P75
2020,1084,Chaucer,1162385.734,761061.968,-6807.418,-0.89,64.75,40.12,104.86,63.7,P50-P75
2020,4000,Hamilton,379083.427,269368.631,-4413.134,-1.64,62.03,42.53,104.57,62.6,P50-P75
2020,3622,Beazley,21650.97545,21494.50622,-525.38992,-2.44,68.1,34.67,102.77,61.5,P50-P75
2020,2010,Lancashire,245731.077,162348.486,-4092.915,-2.52,71.69,32.64,104.33,60.4,P50-P75
2020,5623,Beazley,67196.29018,47599.41018,-1586.51794,-3.33,78.6,25.66,104.26,59.3,P50-P75
2020,1274,Antares,445484.661,388564.716,-13158.993,-3.39,78.13,32.6,110.73,58.2,P50-P75
2020,457,Munich Re,739209.90648,497721.96322,-21056.79547,-4.23,66.18,41.57,107.75,57.1,P50-P75
2020,1218,Newline,210064.00759,155233.05314,-6854.20761,-4.42,51.96,40.99,92.95,56.0,P50-P75
2020,1183,Talbot,825976.157,631421.371,-32910.687,-5.21,74.46,35.53,109.99,54.9,P50-P75
2020,2623,Beazley,2098034.0617,1621226.42915,-85436.27989,-5.27,74.91,35.09,110.0,53.8,P50-P75
2020,382,Hardy,277432.641,238823.414,-13356.243,-5.59,74.5,36.52,111.02,52.7,P50-P75
2020,623,Beazley,460499.98728,355836.52982,-22285.86753,-6.26,74.88,35.44,110.32,51.6,P50-P75
2020,5000,Travelers,307668.425,297815.399,-19339.657,-6.49,67.65,39.8,107.44,50.5,P50-P75
2020,510,Tokio Marine Kiln,1472360.124,926360.982,-67823.681,-7.32,71.5,42.08,113.58,49.5,P25-P50
2020,3623,Beazley,178470.45058,86285.62428,-6994.29706,-8.11,72.61,44.9,117.51,48.4,P25-P50
2020,33,Hiscox,1544209.256,795285.765,-68561.618,-8.62,71.76,41.15,112.91,47.3,P25-P50
2020,4444,Canopius,1009591.012,872533.874,-78128.25494,-8.95,69.57,42.72,112.29,46.2,P25-P50
2020,1458,RenaissanceRe,743799.902,301147.045,-29155.186,-9.68,71.34,45.71,117.05,45.1,P25-P50
2020,2987,Brit,1818194.0367693,1096106.926109,-109834.0048316,-10.02,67.64,46.3,113.95,44.0,P25-P50
2020,2689,Asta (Hampden),117736.101,101730.681,-10709.608,-10.53,70.12,41.91,112.03,42.9,P25-P50
2020,2121,Argenta,586912.094,328813.809,-37084.177,-11.28,74.0,39.3,113.3,41.8,P25-P50
2020,2357,Nephila,403981.637,243182.742,-28891.558,-11.88,103.64,8.54,112.18,40.7,P25-P50
2020,318,Cincinnati Global,179209.69846,143318.90176,-17235.51405,-12.03,82.98,30.59,113.57,39.6,P25-P50
2020,5886,Blenheim,238700.737,163431.662,-19901.866,-12.18,79.08,32.82,111.9,38.5,P25-P50
2020,6134,Argenta,143846.346,99362.071,-12170.514,-12.25,72.44,39.83,112.27,37.4,P25-P50
2020,1686,AXIS,981368.932,661131.093,-81116.667,-12.27,69.9,44.27,114.17,36.3,P25-P50
2020,1200,Westfield,518393.994,427441.592,-53862.05,-12.6,76.19,39.78,115.97,35.2,P25-P50
2020,1910,Ariel Re,255898.552,105334.266,-14475.236,-13.74,93.13,20.84,113.98,34.1,P25-P50
2020,1221,Hartford,302451.51955,256608.26914,-35887.19328,-13.99,82.46,38.94,121.4,33.0,P25-P50
2020,2001,MS Amlin,1370025.866,1271840.209,-178064.258,-14.0,76.34,42.54,118.88,31.9,P25-P50
2020,6117,Ariel Re,81948.233,70740.206,-10265.625,-14.51,92.45,20.9,113.36,30.8,P25-P50
2020,6132,Arch,40225.002,28153.851,-4129.731,-14.67,77.95,39.11,117.05,29.7,P25-P50
2020,1955,Arch,269818.207,211986.122,-31796.596,-15.0,88.9,30.12,119.02,28.6,P25-P50
2020,1301,Enstar,144477.972,135969.082,-21651.495,-15.92,71.39,48.57,119.96,27.5,P25-P50
2020,3268,IQUW,128813.174,105297.317,-18189.134,-17.27,85.18,32.35,117.53,26.4,P25-P50
2020,1947,Hamilton (GIC),92040.144,58579.75,-10256.319,-17.51,95.6,23.92,119.51,25.3,P25-P50
2020,2019,Talbot,565224.975,288628.305,-52341.269,-18.13,81.76,36.4,118.17,24.2,P10-P25
2020,2003,AXA XL,1676221.338,1313953.515,-321004.253,-24.43,95.39,38.4,133.79,23.1,P10-P25
2020,3000,Markel,521869.694,464425.364,-113958.437,-24.54,91.27,40.01,131.27,22.0,P10-P25
2020,2988,Brit,167000.7567298,123031.3103043,-35187.986059,-28.6,94.42,34.26,128.67,20.9,P10-P25
2020,1991,Coverys,159231.632,136967.579,-43963.12,-32.1,87.84,47.28,135.12,19.8,P10-P25
2020,1861,Canopius,526426.508,517484.827,-175773.884,-33.97,91.53,43.01,134.54,18.7,P10-P25
2020,2786,Asta (Everest),173762.411,134139.726,-52418.705,-39.08,95.71,44.08,139.79,17.6,P10-P25
2020,3002,AXA XL,29556.613,26751.203,-10622.847,-39.71,100.67,35.86,136.53,16.5,P10-P25
2020,557,Tokio Marine Kiln,25770.232,21934.891,-9381.597,-42.77,137.31,11.7,149.01,15.4,P10-P25
2020,4711,Aspen,349387.819,122185.993,-52964.922,-43.35,87.76,64.47,152.23,14.3,P10-P25
2020,1975,Polo,54682.475,45120.72,-21136.723,-46.84,111.55,42.03,153.59,13.2,P10-P25
2020,3624,Hiscox,302981.142,306509.813,-151853.791,-49.54,106.86,46.76,153.62,12.1,P10-P25
2020,6133,Apollo,59443.403,32771.981,-16639.786,-50.77,107.98,44.29,152.27,11.0,P10-P25
2020,1945,Sirius,108832.224,95711.557,-56164.267,-58.68,127.14,32.23,159.37,9.9,Bottom 10%
2020,4242,Asta (Beat),200604.688,115292.407,-70371.96,-61.04,111.78,50.28,162.06,8.8,Bottom 10%
2020,1967,W R Berkley,326123.106,144067.37,-105329.22,-73.11,129.06,42.43,171.49,7.7,Bottom 10%
2020,6131,Dale,8834.582,5390.435,-4424.203,-82.08,102.97,77.49,180.46,6.6,Bottom 10%
2020,2468,RiverStone,72175.518,156475.973,-131234.268,-83.87,109.05,74.66,183.71,5.5,Bottom 10%
2020,1856,IQUW,78958.451,34115.227,-49878.528,-146.21,159.87,92.39,252.26,4.4,Bottom 10%
2020,2288,Asta (Victor),65574.84,13769.865,-28442.776,-206.56,216.54,90.19,306.73,3.3,Bottom 10%
2020,1840,Munich Re,1046.115,316.559,-891.64,-281.67,2.04,378.07,380.11,2.2,Bottom 10%
2020,4747,Asta (Carbon),1831.205,78.359,-1660.454,-2119.03,68.78,2150.31,2219.09,1.1,Bottom 10%
2021,1176,Chaucer,26309.60107,26694.70007,18916.0245,70.86,-3.51,29.27,25.76,100.0,Top 10%
2021,6104,Hiscox,17822.444,22432.398,13504.178,60.2,18.85,18.72,37.57,98.9,Top 10%
2021,1892,Asta (MPS),14821.677,14872.697,7448.457,50.08,26.18,23.74,49.92,97.9,Top 10%
2021,1884,Premia,9970.206,51901.525,23376.992,45.04,-22.38,77.37,54.98,96.8,Top 10%
2021,3002,AXA XL,25973.394,25451.077,9612.498,37.77,30.19,32.89,63.07,95.7,Top 10%
2021,2003,AXA XL,1363442.66,1053441.756,350304.801,33.25,39.22,35.41,74.63,94.7,Top 10%
2021,3010,Lancashire,187950.623,94324.32,25818.948,27.37,35.2,37.15,72.35,93.6,Top 10%
2021,1218,Newline,257684.45048,193432.96443,49246.67209,25.46,50.36,39.64,90.0,92.6,Top 10%
2021,6107,Beazley,85241.14953,56493.01112,13383.00594,23.69,46.79,30.57,77.35,91.5,Top 10%
2021,3622,Beazley,22061.01338,15567.958,3615.14287,23.22,38.92,38.45,77.37,90.4,Top 10%
2021,3623,Beazley,226680.26612,103318.61687,23619.15949,22.86,25.85,49.57,75.42,89.4,P75-P90
2021,1492,Probitas,168526.226,125751.741,26098.453,20.75,39.73,38.67,78.4,88.3,P75-P90
2021,3902,Ark,134294.426,94155.361,18294.586,19.43,35.72,45.8,81.52,87.2,P75-P90
2021,1880,Tokio Marine Kiln,314525.41,193974.076,34691.872,17.88,36.75,45.3,82.05,86.2,P75-P90
2021,1183,Talbot,924530.307,656416.287,112817.168,17.19,47.28,35.68,82.97,85.1,P75-P90
2021,33,Hiscox,1489958.293,796377.979,136178.083,17.1,47.61,34.9,82.52,84.0,P75-P90
2021,4020,Ark,373975.962,297687.452,49183.21,16.52,45.96,40.06,86.02,83.0,P75-P90
2021,318,Cincinnati Global,179205.57115,139970.89903,22991.26764,16.43,50.22,33.14,83.36,81.9,P75-P90
2021,1225,AEGIS,773710.785964,565206.2724061,85436.0380099,15.12,45.57,40.65,86.22,80.9,P75-P90
2021,457,Munich Re,896699.15711,615720.22499,88863.49528,14.43,45.23,38.51,83.74,79.8,P75-P90
2021,2525,Asta (Ive),113386.07,79480.428,11399.424,14.34,48.49,38.02,86.51,78.7,P75-P90
2021,2357,Nephila,480480.411,290969.759,39612.494,13.61,76.89,9.81,86.7,77.7,P75-P90
2021,435,Faraday,449638.592,380356.755,51047.395,13.42,57.78,28.72,86.5,76.6,P75-P90
2021,2488,Chubb,561297.074,445914.247,58478.823,13.11,56.27,32.53,88.8,75.5,P75-P90
2021,1971,Apollo,115898.585,53684.866,6516.586,12.14,82.37,5.24,87.61,74.5,P50-P75
2021,2232,Allied World,252288.101,138343.362,15994.662,11.56,56.18,32.16,88.34,73.4,P50-P75
2021,2623,Beazley,2517065.64794,1742836.94419,200080.4562,11.48,56.92,34.49,91.41,72.3,P50-P75
2021,609,Atrium,711223.598,590308.9,67582.794,11.45,45.41,42.61,88.02,71.3,P50-P75
2021,5000,Travelers,337256.69,266058.928,30116.683,11.32,52.68,39.97,92.65,70.2,P50-P75
2021,2012,Arch,317104.51,216195.058,23610.715,10.92,49.43,40.44,89.88,69.1,P50-P75
2021,727,S.A. Meacock,92023.852,87550.436,9432.915,10.77,53.37,38.48,91.85,68.1,P50-P75
2021,1084,Chaucer,1274640.181,884596.167,94165.782,10.65,51.22,38.22,89.43,67.0,P50-P75
2021,4472,Liberty,1423796.229,867281.746,89691.736,10.34,50.78,38.62,89.4,66.0,P50-P75
2021,623,Beazley,552529.98748,382593.89684,35508.34761,9.28,56.88,35.9,92.78,64.9,P50-P75
2021,1414,Ascot,1043752.865,601148.706,55678.478,9.26,55.6,34.04,89.63,63.8,P50-P75
2021,386,QBE,412344.76,356823.572,32836.084,9.2,59.8,30.5,90.31,62.8,P50-P75
2021,510,Tokio Marine Kiln,1365131.311,903615.73,82299.09,9.11,46.39,42.47,88.86,61.7,P50-P75
2021,2008,Enstar,418397.986,429068.624,34214.174,7.97,89.01,3.69,92.7,60.6,P50-P75
2021,2015,SCOR,265739.205,187626.168,14080.237,7.5,46.66,45.83,92.49,59.6,P50-P75
2021,1945,Sirius,110801.614,96951.753,6758.81236,6.97,59.34,33.46,92.8,58.5,P50-P75
2021,1686,AXIS,1067431.936,779626.706,54298.93,6.96,52.02,40.67,92.7,57.4,P50-P75
2021,2791,MAP,366510.23,248775.279,15387.66,6.19,60.39,32.65,93.04,55.9,P50-P75
2021,4444,Canopius,1413850.64,545809.488,33800.26135,6.19,23.28,71.92,95.2,55.9,P50-P75
2021,2987,Brit,1982138.124,913885.358,47681.89366,5.22,39.43,55.79,95.22,54.3,P50-P75
2021,1200,Westfield,599867.087,418664.06,20334.443,4.86,54.18,40.26,94.44,53.2,P50-P75
2021,6134,Argenta,133424.886,145181.287,6671.457,4.6,56.47,39.08,95.55,52.1,P50-P75
2021,382,Hardy,254399.599,210151.929,9590.344,4.56,61.78,32.38,94.16,51.1,P50-P75
2021,1967,W R Berkley,359896.693,185259.286,7485.963,4.04,62.21,34.17,96.38,50.0,P25-P50
2021,1729,Dale,184680.543,133084.841,5043.053,3.79,62.75,33.3,96.04,48.9,P25-P50
2021,4141,HCC,171477.517,129512.856,4795.036,3.7,48.81,47.28,96.09,47.9,P25-P50
2021,2786,Asta (Everest),190429.307,159135.56,5339.863,3.36,57.07,39.0,96.07,46.8,P25-P50
2021,1221,Hartford,320921.67459,255241.04068,8464.03708,3.32,62.92,32.57,95.49,45.7,P25-P50
2021,4000,Hamilton,414048.508,236303.014,6381.919,2.7,58.53,37.98,96.51,44.7,P25-P50
2021,2121,Argenta,654917.363,366749.356,9829.84,2.68,57.45,40.11,97.56,43.6,P25-P50
2021,3000,Markel,482647.994,409009.377,10495.904,2.57,54.54,40.58,95.11,42.6,P25-P50
2021,2999,QBE,1483266.461,1109728.473,17496.799,1.58,62.82,33.72,96.55,41.5,P25-P50
2021,218,IQUW,319212.234,282396.121,4301.2,1.52,65.75,33.44,99.2,40.4,P25-P50
2021,5623,Beazley,117022.71973,89435.93832,1127.73404,1.26,75.23,24.36,99.59,39.4,P25-P50
2021,2001,MS Amlin,1339721.311,962325.363,7911.906,0.82,59.3,42.76,102.06,38.3,P25-P50
2021,3268,IQUW,142806.856,111684.889,818.38,0.73,69.34,31.09,100.44,37.2,P25-P50
2021,3500,RiverStone,1678234.093,1548048.066,4378.18372,0.28,99.49,1.05,100.54,36.2,P25-P50
2021,1274,Antares,394187.786,332237.049,637.88,0.19,66.16,33.62,99.78,35.1,P25-P50
2021,1975,Polo,51747.302,21500.011,-184.458,-0.86,17.59,80.67,98.26,34.0,P25-P50
2021,6132,Arch,52015.253,35616.591,-619.914,-1.74,66.05,36.23,102.28,33.0,P25-P50
2021,1969,Apollo,512851.254,223064.529,-6067.713,-2.72,64.03,38.44,102.47,31.9,P25-P50
2021,557,Tokio Marine Kiln,25421.603,18417.827,-754.126,-4.09,86.98,15.79,102.78,30.9,P25-P50
2021,1955,Arch,341607.157,189247.98,-8507.673,-4.5,66.71,36.78,103.49,29.8,P25-P50
2021,6117,Ariel Re,84016.185,79862.009,-3962.848,-4.96,87.42,16.23,103.66,28.7,P25-P50
2021,2010,Lancashire,270677.55,174352.449,-10114.661,-5.8,72.48,33.7,106.18,27.7,P25-P50
2021,1988,Asta (CFC),55086.575,13057.321,-767.35,-5.88,49.45,55.54,104.99,26.6,P25-P50
2021,1910,Ariel Re,380205.475,171194.67,-10913.942,-6.38,81.81,25.28,107.09,25.5,P25-P50
2021,1856,IQUW,189990.654,123476.242,-8748.233,-7.08,68.91,39.71,108.62,24.5,P10-P25
2021,1458,RenaissanceRe,823718.381,452197.371,-33693.516,-7.45,68.69,37.55,106.25,23.4,P10-P25
2021,5886,Blenheim,285549.541,194618.822,-15301.197,-7.86,77.39,31.6,108.99,22.3,P10-P25
2021,2988,Brit,194681.319,160166.843,-13390.858,-8.36,77.69,30.24,107.92,21.3,P10-P25
2021,1618,Asta (Ki),287504.634,120371.002,-11562.619,-9.61,69.53,39.52,109.05,20.2,P10-P25
2021,1796,Asta (Parsyl SPA),453.03,371.252,-39.038,-10.52,1.99,108.1,110.09,19.1,P10-P25
2021,1919,Starr,324933.989,81741.602,-8637.796,-10.57,90.69,19.64,110.33,18.1,P10-P25
2021,6133,Apollo,60630.974,42687.702,-5257.201,-12.32,73.2,39.21,112.41,17.0,P10-P25
2021,2689,Asta (Hampden),80852.755,76347.145,-9940.239,-13.02,72.91,40.7,113.61,16.0,P10-P25
2021,6131,Dale,13944.908,9235.177,-1261.801,-13.66,61.28,55.24,116.51,14.9,P10-P25
2021,1301,Inigo,310869.229,176980.403,-24611.702,-13.91,72.33,40.57,112.9,13.8,P10-P25
2021,2019,Talbot,562296.583,529306.833,-73654.913,-13.92,77.73,35.88,113.61,12.8,P10-P25
2021,1994,Apollo,100432.522,97728.124,-16114.213,-16.49,112.31,4.78,117.09,11.7,P10-P25
2021,1947,Hamilton (GIC),121115.306,76256.833,-12663.063,-16.61,87.41,28.81,116.22,10.6,P10-P25
2021,4711,Aspen,494152.061,198968.354,-34308.789,-17.24,80.84,36.52,117.35,9.6,Bottom 10%
2021,3624,Hiscox,201123.572,206671.369,-38949.787,-18.85,66.53,52.42,118.95,8.5,Bottom 10%
2021,4242,Asta (Beat),227588.27,151884.186,-33158.927,-21.83,77.75,44.2,121.96,7.4,Bottom 10%
2021,6103,MAP,40796.729,39774.858,-17948.072,-45.12,141.39,3.2,144.58,6.4,Bottom 10%
2021,2288,Asta (Victor),64650.977,26898.851,-17845.963,-66.34,88.47,78.27,166.74,5.3,Bottom 10%
2021,4747,Asta (Carbon),20789.262,6179.154,-4569.51,-73.95,60.7,106.12,166.82,4.3,Bottom 10%
2021,1609,Asta (Mosaic),81093.671,15965.385,-13480.69,-84.44,55.45,128.25,183.7,3.2,Bottom 10%
2021,1416,Asta (Beat SPA),2225.201,238.88,-224.465,-93.97,57.37,131.23,188.61,2.1,Bottom 10%
2021,1840,Munich Re,3877.896,932.898,-995.856,-106.75,56.98,150.59,207.56,1.1,Bottom 10%
2022,1796,Asta (Parsyl SPA),1618.529,-130.558,-638.844,489.32,-67.46,-329.43,-396.88,100.0,Top 10%
2022,1254,Polo,2507.438,1523.027,2117.284,139.02,-309.71,266.18,-43.53,99.0,Top 10%
2022,6104,Hiscox,10070.888,11604.936,8760.612,75.49,-19.41,27.67,8.27,97.9,Top 10%
2022,1176,Chaucer,28116.196,29320.762,19567.434,66.74,2.25,30.36,32.61,96.9,Top 10%
2022,2357,Nephila,470608.25,347226.775,152503.778,43.92,44.97,12.56,57.53,95.9,Top 10%
2022,1892,Asta (MPS),20794.079,19432.6,8249.094,42.45,43.78,16.25,60.03,94.8,Top 10%
2022,1919,Starr,389766.267,-87910.023,-29982.815,34.11,83.57,-18.34,65.23,93.8,Top 10%
2022,1492,Probitas,210873.663,117121.706,30093.121,25.69,17.67,54.08,71.76,92.8,Top 10%
2022,6107,Beazley,64546.02215,76284.87027,18131.90862,23.77,53.46,25.92,79.38,91.8,Top 10%
2022,2525,Asta (Ive),119131.278,89147.953,20486.605,22.98,43.58,39.34,82.92,90.7,Top 10%
2022,3902,Ark,168740.743,126234.797,23155.292,18.34,35.64,44.28,79.92,89.7,P75-P90
2022,33,Hiscox,1671190.942,947237.044,155616.929,16.43,39.38,37.84,77.22,88.7,P75-P90
2022,4242,Asta (Beat),278189.878,162503.035,26541.096,16.33,37.28,42.46,79.74,87.6,P75-P90
