syndicate,year,managing_agent,gross_written_premium,outward_reinsurance_premium,net_written_premium,net_earned_premium,other_technical_income,technical_investment_income,gross_claims_paid,gross_change_in_provision_for_claims,ri_share_claims_paid,ri_share_change_in_provision_for_claims,net_claims_incrred,operating_expenses,balance_on_technical_account,profit_loss_on_exchange,other_non_technical_income,result_before_tax,financial_investments,ri_assets,unearned_premium,other_assets,total_assets,provisions_for_unearned_premium,claims_outstanding,other_liabilities,total_liabilities,currency,unit,net_loss_ratio,expense_ratio,combined_ratio,ri_cession_rate,net_retention_rate,technical_account_margin,pretax_margin,roa,ri_to_total_assets,reserve_ratio,gwp_size_bucket
1967,2020,W R Berkley,326123.106,-194486.527,131636.579,144067.37,0.0,3166.899,-172202.747,-197954.329,70103.937,114122.141,-185930.998,-61131.888,-99828.617,-5500.603,0.0,-105329.22,132573.577,244298.34,86245.176,238086.525,701203.618,-163029.709,-397907.166,-140266.743,-701203.618,GBP,1000,129.06,42.43,171.49,59.64,40.36,-69.29,-73.11,-15.02,34.84,276.2,Mid (200-500m)
1969,2020,Apollo,428188.924,-206135.716,222053.208,210804.003,0.0,6976.626,-198483.666,-47027.87,85707.832,26444.722,-133358.982,-76243.608,8178.039,-725.758,0.0,7452.281,304971.773,214648.675,99362.782,363550.52,982533.75,-209274.435,-492815.352,-280443.963,-982533.75,GBP,1000,63.26,36.17,99.43,48.14,51.86,3.88,3.54,0.76,21.85,233.78,Mid (200-500m)
1971,2020,Apollo,78434.794,-44272.901,34161.893,29333.214,0.0,752.984,-5152.275,-40579.838,2522.904,21229.117,-21980.092,-4109.231,3996.875,64.452,0.0,4061.327,0.0,31692.844,29114.846,56651.88,117459.57,-48470.196,-58846.288,-10143.086,-117459.57,GBP,1000,74.93,14.01,88.94,56.45,43.55,13.63,13.85,3.46,26.98,200.61,Small (50-200m)
2010,2020,Lancashire,245731.077,-72189.686,173541.391,162348.486,0.0,3845.889,-160778.786,-9010.025,35948.657,17454.173,-116385.981,-52985.232,-3176.838,-471.103,-444.974,-4092.915,109207.334,168341.324,7413.424,157652.275,442614.357,-85361.141,-357288.708,35.4920000000129,-442614.357,GBP,1000,71.69,32.64,104.33,29.38,70.62,-1.96,-2.52,-0.92,38.03,220.08,Mid (200-500m)
2019,2020,Talbot,565224.975,0.0,565224.975,288628.305,0.0,437.943,-18844.068,-217145.685,0.0,0.0,-235989.753,-105073.157,-51996.662,-344.607,0.0,-52341.269,261330.794,0.0,0.0,165749.131,427079.925,-259530.301,-203747.518,36197.894,-427079.925,GBP,1000,81.76,36.4,118.17,-0.0,100.0,-18.02,-18.13,-12.26,0.0,70.59,Large (500m-1bn)
2288,2020,Asta (Victor),65574.84,-27262.53,38312.31,13769.865,0.0,0.031,-10453.91,-59433.056,14.004,40055.188,-29817.774,-12418.455,-28466.333,23.557,0.0,-28442.776,2760.839,37904.629,4099.399,27824.495,72589.362,-27716.029,-56055.656,11182.323,-72589.362,GBP,1000,216.54,90.19,306.73,41.57,58.43,-206.73,-206.56,-39.18,52.22,407.09,Small (50-200m)
2357,2020,Nephila,403981.637,-170806.832,233174.805,243182.742,0.0,1357.687,-335552.983,-59361.79,105634.877,37236.292,-252043.604,-20763.106,-28266.281,-625.277,0.0,-28891.558,230574.381,197282.75,26986.488,369174.972,824018.591,-101680.567,-544183.502,-178154.522,-824018.591,GBP,1000,103.64,8.54,112.18,42.28,57.72,-11.62,-11.88,-3.51,23.94,223.78,Mid (200-500m)
2623,2020,Beazley,2098034.0617,-359371.15998,1738662.90172,1621226.42915,0.0,78377.72113,-1093439.13097,-483153.47255,292676.81569,69384.01742,-1214531.77041,-568827.21396,-83754.83409,-1713.44471,31.99891,-85436.27989,2386726.91305,760887.00348,165320.98712,1283608.99761,4596543.90126,-1063956.20831,-3224702.97102,-307884.72193,-4596543.90126,GBP,1000,74.91,35.09,110.0,17.13,82.87,-5.17,-5.27,-1.86,16.55,198.91,XL (>1bn)
2689,2020,Asta (Hampden),117736.101,-10868.613,106867.488,101730.681,0.0,1482.285,-45333.658,-26688.983,1096.054,-409.609,-71336.196,-42636.323,-10759.553,49.945,0.0,-10709.608,35484.212,3152.541,158.223,149760.286,188555.262,-38944.336,-127817.375,-21793.551,-188555.262,GBP,1000,70.12,41.91,112.03,9.23,90.77,-10.58,-10.53,-5.68,1.67,125.64,Small (50-200m)
2987,2020,Brit,1818194.0367693,-705895.8333039,1112298.2034654,1096106.926109,0.0,40310.7616752,-1016340.7348628,-314929.4967773,444442.1790634,145410.9587245,-741417.0938522,-507545.4844185,-112544.8904865,3815.6226349,-1104.73698,-109834.0048316,1521836.0488789,1602038.8944607,276676.0736616,1289973.2846712,4690524.3016724,-723255.6240537,-3458690.5526729,-508578.1249458,-4690524.3016724,GBP,1000,67.64,46.3,113.95,38.82,61.18,-10.27,-10.02,-2.34,34.15,315.54,XL (>1bn)
3010,2020,Lancashire,132175.805,-44473.748,87702.057,72824.983,0.0,380.101,-33788.763,-12355.232,8931.492,2055.416,-35157.087,-30944.136,7103.861,116.138,0.0,7219.999,26247.487,17093.085,22847.774,118106.708,184295.054,-76742.076,-64900.332,-42652.646,-184295.054,GBP,1000,48.28,42.49,90.77,33.65,66.35,9.75,9.91,3.92,9.27,89.12,Small (50-200m)
33,2020,Hiscox,1544209.256,-750155.508,794053.748,795285.765,0.0,34372.471,-934066.703,-159421.233,501165.76,21637.754,-570684.422,-327290.057,-68316.243,-245.375,0.0,-68561.618,1183066.242,1512862.909,258712.951,932528.892,3887170.994,-644098.65,-2724566.337,-518506.007,-3887170.994,GBP,1000,71.76,41.15,112.91,48.58,51.42,-8.59,-8.62,-1.76,38.92,342.59,XL (>1bn)
3623,2020,Beazley,178470.45058,-80309.39256,98161.05802,86285.62428,0.0,6862.5168,-66690.83099,-65874.31844,14850.37175,55060.01912,-62654.75856,-38743.36674,-8249.98422,1255.68711,5e-05,-6994.29706,161470.81626,98929.90159,37071.80668,203408.86686,500881.39139,-72805.87225,-271459.89428,-156615.62486,-500881.39139,GBP,1000,72.61,44.9,117.51,45.0,55.0,-9.56,-8.11,-1.4,19.75,314.61,Small (50-200m)
3624,2020,Hiscox,302981.142,-22689.208,280291.934,306509.813,0.0,15417.775,-202283.516,-178973.713,38974.938,14754.932,-327527.359,-143321.484,-148921.255,-2932.536,0.0,-151853.791,516255.802,136387.086,7745.792,163410.609,823799.289,-130288.616,-784381.13,90870.457,-823799.289,GBP,1000,106.86,46.76,153.62,7.49,92.51,-48.59,-49.54,-18.43,16.56,255.91,Mid (200-500m)
4242,2020,Asta (Beat),200604.688,-75914.391,124690.297,115292.407,0.0,369.062,-143454.314,-151769.53,73201.578,93150.281,-128871.985,-57965.955,-71176.471,804.511,0.0,-70371.96,26960.257,213779.559,10054.421,110596.95,361391.187,-68904.292,-314799.46,22312.565,-361391.187,GBP,1000,111.78,50.28,162.06,37.84,62.16,-61.74,-61.04,-19.47,59.15,273.04,Mid (200-500m)
4472,2020,Liberty,1364657.197,-494323.416,870333.781,896043.041,0.0,94218.361,-983055.39,-123914.439,287837.554,221898.64,-597233.635,-285416.617,107611.15,-5474.998,54917.34,157053.492,2626111.857,1186298.512,210838.386,1384511.929,5407760.684,-586489.207,-3238669.955,-1582601.522,-5407760.684,GBP,1000,66.65,31.85,98.51,36.22,63.78,12.01,17.53,2.9,21.94,361.44,XL (>1bn)
5623,2020,Beazley,67196.29018,0.0,67196.29018,47599.41018,0.0,750.68533,-4868.97414,-32543.92868,0.0,0.0,-37412.90282,-12214.30781,-1277.11512,-309.40282,0.0,-1586.51794,0.0,0.0,0.0,72315.34043,72315.34043,-31940.20251,-43003.91764,2628.77972,-72315.34043,GBP,1000,78.6,25.66,104.26,-0.0,100.0,-2.68,-3.33,-2.19,0.0,90.35,Small (50-200m)
6104,2020,Hiscox,31906.799,-921.202,30985.597,32275.475,0.0,803.313,-47312.492,51526.784,0.0,0.0,4214.292,-6735.723,30557.357,-1768.613,0.0,28788.744,0.0,0.0,0.0,92054.703,92054.703,-8443.935,-131894.005,48283.237,-92054.703,GBP,1000,-13.06,20.87,7.81,2.89,97.11,94.68,89.2,31.27,0.0,408.65,Micro (<50m)
6107,2020,Beazley,59527.82801,-8758.8013,50769.02671,48136.6082,0.0,1226.60476,-25920.97665,2765.08905,4174.69423,-17431.69357,-36412.88694,-12017.89348,932.43254,531.50327,0.0,1463.93581,0.0,18114.64303,2492.87175,87982.12095,108589.63573,-23062.1336,-91303.09312,5775.59099,-108589.63573,GBP,1000,75.64,24.97,100.61,14.71,85.29,1.94,3.04,1.35,16.68,189.67,Small (50-200m)
6133,2020,Apollo,59443.403,-23313.357,36130.046,32771.981,0.0,332.588,-31748.333,-1722.365,10030.706,-11947.343,-35387.335,-14514.724,-16797.49,157.704,0.0,-16639.786,0.0,10785.61,4309.253,24678.642,39773.505,-16212.657,-36635.92,13075.072,-39773.505,GBP,1000,107.98,44.29,152.27,39.22,60.78,-51.26,-50.77,-41.84,27.12,111.79,Small (50-200m)
623,2020,Beazley,460499.98728,-78883.8557,381616.13158,355836.52982,0.0,14259.93278,-240569.2811,-105252.14664,64464.0349,14920.41147,-266436.98137,-126120.92039,-22461.43916,26.66549,148.90614,-22285.86753,512416.8974,167727.16856,36289.97264,274059.74307,990493.78167,-233551.35923,-710365.26479,-46577.15765,-990493.78167,GBP,1000,74.88,35.44,110.32,17.13,82.87,-6.31,-6.26,-2.25,16.93,199.63,Mid (200-500m)
1084,2021,Chaucer,1274640.181,-313072.783,961567.398,884596.167,69.123,-6943.737,-489475.952,-45715.613,143214.108,-61073.394,-453050.851,-338054.218,86616.484,7549.298,0.0,94165.782,1031242.771,818867.1,158980.61,994850.817,3003941.298,-649343.854,-2140980.867,-213616.577,-3003941.298,GBP,1000,51.22,38.22,89.43,24.56,75.44,9.79,10.65,3.13,27.26,242.03,XL (>1bn)
1183,2021,Talbot,924530.307,-215634.39,708895.917,656416.287,0.0,4062.195,-433893.247,-64019.815,86819.115,100719.074,-310374.873,-234240.721,115862.888,-3045.72,0.0,112817.168,983374.302,432449.511,64575.142,524634.381,2005033.336,-489526.401,-1334932.346,-180574.589,-2005033.336,GBP,1000,47.28,35.68,82.97,23.32,76.68,17.65,17.19,5.63,21.57,203.37,Large (500m-1bn)
1274,2021,Antares,394187.786,-66855.385,327332.401,332237.049,0.0,-422.379,-238645.037,-7235.664,51700.799,-25644.16,-219824.062,-111689.057,301.551,336.329,0.0,637.88,544588.339,170467.352,28260.622,388648.575,1131964.888,-188731.89,-796332.715,-146900.283,-1131964.888,GBP,1000,66.16,33.62,99.78,16.96,83.04,0.09,0.19,0.06,15.06,239.69,Mid (200-500m)
1301,2021,Inigo,310869.229,-63868.279,247000.95,176980.403,0.0,-327.533,-113478.472,-30224.716,24018.942,-8324.944,-128009.19,-71802.833,-23159.153,-2537.65,1085.101,-24611.702,232288.175,125912.272,16709.83,158324.919,533235.196,-138511.201,-397686.467,2962.47200000001,-533235.196,GBP,1000,72.33,40.57,112.9,20.55,79.45,-13.09,-13.91,-4.62,23.61,224.71,Mid (200-500m)
1416,2021,Asta (Beat SPA),2225.201,-37.037,2188.164,238.88,0.0,0.004,-20.828,-116.228,0.0,0.0,-137.056,-313.486,-211.658,-12.807,0.0,-224.465,0.0,0.0,31.234,1968.164,1999.398,-1982.814,-116.228,99.644,-1999.398,GBP,1000,57.37,131.23,188.61,1.66,98.34,-88.6,-93.97,-11.23,0.0,48.66,Micro (<50m)
1458,2021,RenaissanceRe,823718.381,-248085.441,575632.94,452197.371,0.0,-9806.143,-346751.219,-119584.113,88780.372,66930.648,-310624.312,-169821.001,-38054.085,4360.569,0.0,-33693.516,719244.29,735716.179,79029.666,507043.705,2041033.84,-427143.825,-1415510.65,-198379.365,-2041033.84,GBP,1000,68.69,37.55,106.25,30.12,69.88,-8.42,-7.45,-1.65,36.05,313.03,Large (500m-1bn)
1609,2021,Asta (Mosaic),81093.671,-19383.623,61710.048,15965.385,0.0,0.334,-2.143,-11810.916,0.0,2960.675,-8852.384,-20476.293,-13362.958,-117.732,0.0,-13480.69,604.955,3026.468,14122.719,69503.55,87257.692,-60516.632,-12073.239,-14667.821,-87257.692,GBP,1000,55.45,128.25,183.7,23.9,76.1,-83.7,-84.44,-15.45,3.47,75.62,Small (50-200m)
1618,2021,Asta (Ki),287504.634,-36349.033,251155.601,120371.002,0.0,-387.922,-8467.927,-82163.971,0.0,6938.126,-83693.772,-47574.299,-11284.991,-277.628,0.0,-11562.619,82042.031,7019.197,12110.271,148571.155,249742.654,-144422.353,-83133.007,-22187.294,-249742.654,GBP,1000,69.53,39.52,109.05,12.64,87.36,-9.38,-9.61,-4.63,2.81,69.06,Mid (200-500m)
1686,2021,AXIS,1067431.936,-241230.013,826201.923,779626.706,0.0,-9176.436,-556886.885,-45845.926,243607.487,-46458.292,-405583.616,-317112.993,47753.661,6545.269,0.0,54298.93,860063.02,566774.289,122224.097,796075.098,2345136.504,-538980.644,-1601312.795,-204843.065,-2345136.504,GBP,1000,52.02,40.67,92.7,22.6,77.4,6.13,6.96,2.32,24.17,205.39,XL (>1bn)
1919,2021,Starr,324933.989,-241207.193,83726.796,81741.602,0.0,-2206.038,-158311.348,-73305.03,108063.18,49425.022,-74128.176,-16057.537,-10650.149,1942.635,69.718,-8637.796,340842.194,421524.133,156383.369,241790.451,1160540.147,-217532.363,-655595.024,-287412.76,-1160540.147,GBP,1000,90.69,19.64,110.33,74.23,25.77,-13.03,-10.57,-0.74,36.32,802.03,Mid (200-500m)
1967,2021,W R Berkley,359896.693,-132669.04,227227.653,185259.286,0.0,-582.295,-239479.647,-16154.078,164160.633,-23772.017,-115245.109,-63307.156,6124.726,1884.214,-522.977,7485.963,208569.136,220758.603,74566.562,223903.556,727797.857,-194128.948,-414736.144,-118932.765,-727797.857,GBP,1000,62.21,34.17,96.38,36.86,63.14,3.31,4.04,1.03,30.33,223.87,Mid (200-500m)
1969,2021,Apollo,512851.254,-262157.553,250693.701,223064.529,0.0,-779.417,-290995.759,-37684.865,115425.615,70421.323,-142833.686,-85741.14,-6289.714,222.001,0.0,-6067.713,274848.865,288105.241,101420.665,397851.149,1062225.92,-240303.144,-535116.667,-286806.109,-1062225.92,GBP,1000,64.03,38.44,102.47,51.12,48.88,-2.82,-2.72,-0.57,27.12,239.89,Large (500m-1bn)
1971,2021,Apollo,115898.585,-54169.895,61728.69,53684.866,0.0,-254.189,-6292.151,-76662.558,3186.965,35545.153,-44222.591,-2812.753,6395.333,121.253,0.0,6516.586,0.0,67988.552,28130.574,114776.151,210895.277,-55839.452,-137028.644,-18027.181,-210895.277,GBP,1000,82.37,5.24,87.61,46.74,53.26,11.91,12.14,3.09,32.24,255.25,Small (50-200m)
1988,2021,Asta (CFC),55086.575,-5204.719,49881.856,13057.321,0.0,0.022,-159.841,-6296.695,0.0,0.0,-6456.536,-7252.555,-651.748,-115.602,0.0,-767.35,414.313,0.0,4653.592,52358.369,57426.274,-41840.124,-6305.643,-9280.507,-57426.274,GBP,1000,49.45,55.54,104.99,9.45,90.55,-4.99,-5.88,-1.34,0.0,48.29,Small (50-200m)
2010,2021,Lancashire,270677.55,-81803.276,188874.274,174352.449,0.0,-1270.413,-126532.065,-64661.325,35544.466,29273.969,-126374.955,-58755.149,-12048.068,1949.179,-15.772,-10114.661,139823.52,198023.33,7445.159,177568.075,522860.084,-99007.496,-420097.294,-3755.29400000001,-522860.084,GBP,1000,72.48,33.7,106.18,30.22,69.78,-6.91,-5.8,-1.93,37.87,240.95,Mid (200-500m)
2019,2021,Talbot,562296.583,0.0,562296.583,529306.833,0.0,-1441.471,-239324.791,-172089.11,0.0,0.0,-411413.901,-189936.724,-73485.263,-169.65,0.0,-73654.913,514589.342,0.0,0.0,156633.695,671223.037,-295567.286,-380600.846,4945.095,-671223.037,GBP,1000,77.73,35.88,113.61,-0.0,100.0,-13.88,-13.92,-10.97,0.0,71.91,Large (500m-1bn)
2288,2021,Asta (Victor),64650.977,-38353.931,26297.046,26898.851,0.0,32.408,-52476.023,14499.804,29057.741,-14878.203,-23796.681,-21054.746,-17920.168,74.205,0.0,-17845.963,3830.837,23144.929,3356.91,30290.17,60622.846,-27436.59,-42987.935,9801.679,-60622.846,GBP,1000,88.47,78.27,166.74,59.32,40.68,-66.62,-66.34,-29.44,38.18,159.81,Small (50-200m)
2357,2021,Nephila,480480.411,-181190.486,299289.925,290969.759,0.0,7.127,-427445.001,-69431.856,202936.654,70201.215,-223738.988,-28538.748,38699.15,913.344,0.0,39612.494,338961.943,271493.962,25938.003,467118.528,1103512.436,-109773.709,-618425.752,-375312.975,-1103512.436,GBP,1000,76.89,9.81,86.7,37.71,62.29,13.3,13.61,3.59,24.6,212.54,Mid (200-500m)
2623,2021,Beazley,2517065.64794,-570948.66779,1946116.98015,1742836.94419,0.0,47824.56015,-1005338.52539,-455490.71137,232929.49055,235800.03088,-992099.71533,-601033.63611,197528.1529,1887.55862,664.74468,200080.4562,2995557.307,1023186.35111,262543.28252,1696791.05833,5978077.99896,-1394363.08361,-3766203.56534,-817511.35001,-5978077.99896,GBP,1000,56.92,34.49,91.41,22.68,77.32,11.33,11.48,3.35,17.12,216.1,XL (>1bn)
2689,2021,Asta (Hampden),80852.755,-9003.757,71848.998,76347.145,0.0,35.037,-59385.737,-6200.606,2007.563,7916.848,-55661.932,-31073.556,-10353.306,413.067,0.0,-9940.239,53221.514,11273.252,2090.288,96325.105,162910.159,-42802.744,-136754.189,16646.774,-162910.159,GBP,1000,72.91,40.7,113.61,11.14,88.86,-13.56,-13.02,-6.1,6.92,179.12,Small (50-200m)
2987,2021,Brit,1982138.124,-1059079.152,923058.972,913885.358,0.0,4703.319,-938889.758,-169858.726,464845.293,283565.175,-360338.016,-509829.63834,48421.02266,-739.129,0.0,47681.89366,1844626.07,1894578.459,384958.26,1403557.7477713,5527720.5367713,-843261.431,-3646559.865,-1037899.2407713,-5527720.5367713,GBP,1000,39.43,55.79,95.22,53.43,46.57,5.3,5.22,0.86,34.27,399.02,XL (>1bn)
3010,2021,Lancashire,187950.623,-70485.16,117465.463,94324.32,0.0,-500.436,-27030.999,-22634.365,9163.666,7301.087,-33200.611,-35042.536,25580.737,238.211,0.0,25818.948,42442.256,24551.957,42380.32,193322.017,302696.55,-119088.398,-88104.25,-95503.902,-302696.55,GBP,1000,35.2,37.15,72.35,37.5,62.5,27.12,27.37,8.53,8.11,93.41,Small (50-200m)
33,2021,Hiscox,1489958.293,-656134.501,833823.792,796377.979,0.0,-1176.736,-801511.016,34621.867,472153.608,-84439.098,-379174.639,-277962.745,138063.859,-1885.776,0.0,136178.083,1282296.462,1437220.99,234436.668,943318.1,3897272.22,-652432.051,-2712840.876,-531999.293,-3897272.22,GBP,1000,47.61,34.9,82.52,44.04,55.96,17.34,17.1,3.49,36.88,340.65,XL (>1bn)
3623,2021,Beazley,226680.26612,-112599.83513,114080.43099,103318.61687,0.0,466.57244,-57243.69797,-55810.9329,25874.53228,60469.94558,-26710.15301,-51214.32923,25860.70707,-2267.15017,25.60259,23619.15949,189778.00661,163041.49073,55342.71218,287606.44923,695768.65875,-103019.53815,-335798.98939,-256950.13121,-695768.65875,GBP,1000,25.85,49.57,75.42,49.67,50.33,25.03,22.86,3.39,23.43,325.01,Mid (200-500m)
3624,2021,Hiscox,201123.572,-29426.465,171697.107,206671.369,0.0,-441.792,-193880.849,83250.975,139325.03,-166194.166,-137499.01,-108344.117,-39613.55,663.763,0.0,-38949.787,433930.524,437635.46,1826.514,142795.523,1016188.021,-89696.149,-704652.171,-221839.701,-1016188.021,GBP,1000,66.53,52.42,118.95,14.63,85.37,-19.17,-18.85,-3.83,43.07,340.95,Mid (200-500m)
4242,2021,Asta (Beat),227588.27,-57945.526,169642.744,151884.186,0.0,126.457,-177949.91,12589.012,96714.073,-49446.625,-118093.45,-67139.438,-33222.245,63.318,0.0,-33158.927,54522.873,165998.093,17647.478,185627.692,423796.136,-98295.95,-307687.69,-17812.496,-423796.136,GBP,1000,77.75,44.2,121.96,25.46,74.54,-21.87,-21.83,-7.82,39.17,202.58,Mid (200-500m)
5623,2021,Beazley,117022.71973,0.0,117022.71973,89435.93832,0.0,620.18423,-7855.67349,-59429.48335,0.0,0.0,-67285.15684,-21784.09469,986.87102,140.86302,0.0,1127.73404,0.0,0.0,0.0,164209.67897,164209.67897,-61487.92041,-105356.00208,2634.24352,-164209.67897,GBP,1000,75.23,24.36,99.59,-0.0,100.0,1.1,1.26,0.69,0.0,117.8,Small (50-200m)
6104,2021,Hiscox,17822.444,0.0,17822.444,22432.398,0.0,-212.646,-52767.415,48539.85,0.0,0.0,-4227.565,-4199.206,13792.981,-288.803,0.0,13504.178,0.0,0.0,0.0,77814.141,77814.141,-3824.855,-81458.243,7468.957,-77814.141,GBP,1000,18.85,18.72,37.57,-0.0,100.0,61.49,60.2,17.35,0.0,363.13,Micro (<50m)
6107,2021,Beazley,85241.14953,-15912.92147,69328.22806,56493.01112,0.0,28.83912,-29829.41452,-16444.02794,2363.27279,17479.66424,-26430.50543,-17267.34622,12823.99859,559.00735,0.0,13383.00594,0.0,36865.83528,4589.18856,128526.01267,169981.03651,-39044.36325,-109856.52687,-21080.14639,-169981.03651,GBP,1000,46.79,30.57,77.35,18.67,81.33,22.7,23.69,7.87,21.69,194.46,Small (50-200m)
6133,2021,Apollo,60630.974,-24387.09,36243.884,42687.702,0.0,-17.371,-39207.319,-11174.797,18136.607,997.406,-31248.103,-16739.1,-5316.872,59.671,0.0,-5257.201,0.0,12163.646,0.0,18177.971,30341.617,-6031.891,-48558.785,24249.059,-30341.617,GBP,1000,73.2,39.21,112.41,40.22,59.78,-12.46,-12.32,-17.33,40.09,113.75,Small (50-200m)
623,2021,Beazley,552529.98748,-125313.63408,427216.3534,382593.89684,0.0,7899.99365,-220797.73875,-99634.69393,51138.87588,51671.93247,-217621.62433,-137345.66932,35526.59684,-166.28698,148.03775,35508.34761,638101.49754,225230.34777,57623.52014,358228.27328,1279183.63873,-306079.7131,-828898.45483,-144205.4708,-1279183.63873,GBP,1000,56.88,35.9,92.78,22.68,77.32,9.29,9.28,2.78,17.61,216.65,Large (500m-1bn)
1084,2022,Chaucer,1583649.729,-408253.734,1175395.995,1134883.418,0.0,-74621.303,-518781.745,-444950.385,255658.991,18019.739,-690053.4,-381924.815,-11716.1,13534.453,0.0,1818.353,1467302.678,913271.831,184118.424,1290653.364,3855346.297,-773845.731,-2787126.247,-294374.319,-3855346.297,GBP,1000,60.8,33.65,94.46,25.78,74.22,-1.03,0.16,0.05,23.69,245.59,XL (>1bn)
1183,2022,Talbot,1043620.522,-298245.708,745374.814,736517.558,0.0,-23182.306,-541158.433,-240414.549,180501.282,209514.849,-391556.851,-257752.994,64025.407,-782.183,0.0,63243.224,1144963.979,692966.636,83358.958,695632.707,2616922.28,-556412.676,-1711952.97,-348556.634,-2616922.28,GBP,1000,53.16,35.0,88.16,28.58,71.42,8.69,8.59,2.42,26.48,232.44,XL (>1bn)
1274,2022,Antares,445140.361,-75834.052,369306.309,352490.699,0.0,-28145.187,-213516.642,-28193.538,32324.805,-37500.148,-246885.523,-115649.266,-38189.277,-431.455,0.0,-38620.732,649608.581,139163.795,29245.387,419339.367,1237357.13,-220370.43,-889932.087,-127054.613,-1237357.13,GBP,1000,70.04,32.81,102.85,17.04,82.96,-10.83,-10.96,-3.12,11.25,252.47,Mid (200-500m)
1301,2022,Inigo,638040.391,-149861.408,488178.983,396998.32,0.0,-3926.552,-156977.99,-239565.428,30439.828,109750.961,-256352.629,-130076.439,6642.7,-8865.257,2623.64,401.083,390962.524,228092.01,36338.769,327212.644,982605.947,-249165.744,-650067.463,-83372.74,-982605.947,GBP,1000,64.57,32.76,97.34,23.49,76.51,1.67,0.1,0.04,23.21,163.75,Large (500m-1bn)
1416,2022,Asta (Beat SPA),52755.116,-7567.411,45187.705,23234.071,0.0,31.861,-1542.071,-15993.083,0.169,3265.309,-14269.676,-10769.991,-1773.735,-212.142,0.0,-1985.877,0.0,3239.135,2795.787,38259.19,44294.112,-27377.408,-16148.004,-768.7,-44294.112,GBP,1000,61.42,46.35,107.77,14.34,85.66,-7.63,-8.55,-4.48,7.31,69.5,Small (50-200m)
1458,2022,RenaissanceRe,965511.646,-623244.385,342267.261,437025.416,0.0,-47246.215,-468968.184,-343288.305,257405.366,290206.012,-264645.111,-151096.027,-25961.937,6095.561,0.0,-19866.376,972352.302,1120179.033,239043.334,649360.305,2980934.974,-528560.963,-1919825.674,-532548.337,-2980934.974,GBP,1000,60.56,34.57,95.13,64.55,35.45,-5.94,-4.55,-0.67,37.58,439.29,Large (500m-1bn)
1609,2022,Asta (Mosaic),178147.52,-51197.506,126950.014,79580.615,0.0,280.887,-280.2,-58146.791,3.873,15519.527,-42903.591,-40729.334,-3771.423,-2703.041,0.0,-6474.464,27141.626,19558.732,33317.849,138747.087,218765.294,-134066.052,-74035.86,-10663.382,-218765.294,GBP,1000,53.91,51.18,105.09,28.74,71.26,-4.74,-8.14,-2.96,8.94,93.03,Small (50-200m)
1618,2022,Asta (Ki),674971.964,-154152.665,520819.299,409681.965,0.0,-6391.047,-58527.547,-278278.21,1912.06,69733.262,-265160.435,-130175.741,7954.742,777.872,0.0,8732.614,337529.71,79189.81,57726.132,321213.855,795659.507,-317064.827,-376358.072,-102236.608,-795659.507,GBP,1000,64.72,31.77,96.5,22.84,77.16,1.94,2.13,1.1,9.95,91.87,Large (500m-1bn)
1686,2022,AXIS,1264079.971,-365952.11,898127.861,856615.726,0.0,-78370.999,-602259.0,-15533.928,246659.025,-33114.315,-404248.218,-367133.149,6863.36,28995.865,0.0,35859.225,1169417.652,591500.379,169626.497,943302.99,2873847.518,-676855.977,-1746921.091,-450070.45,-2873847.518,GBP,1000,47.19,42.86,90.05,28.95,71.05,0.8,4.19,1.25,20.58,203.93,XL (>1bn)
1796,2022,Asta (Parsyl SPA),1618.529,-1296.473,322.056,-130.558,0.0,1.329,-5.941,-368.417,4.278,282.011,-88.069,-430.094,-647.392,8.548,0.0,-638.844,40.431,293.639,633.435,1543.615,2511.12,-1085.043,-384.422,-1041.655,-2511.12,GBP,1000,-67.46,-329.43,-396.88,80.1,19.9,495.87,489.32,-25.44,11.69,-294.45,Micro (<50m)
1919,2022,Starr,389766.267,-476744.407,-86978.14,-87910.023,0.0,7.829,-184549.419,-130017.687,131615.504,256418.061,73466.459,-16123.323,-30559.058,1561.293,-985.05,-29982.815,388207.207,710933.846,190928.941,251299.668,1541369.662,-258559.555,-835037.003,-447773.104,-1541369.662,GBP,1000,83.57,-18.34,65.23,122.32,-22.32,34.76,34.11,-1.95,46.12,-949.88,Mid (200-500m)
1967,2022,W R Berkley,412894.739,-160690.408,252204.331,244177.686,0.0,-4871.51,-237695.258,-34056.715,142393.327,-18963.795,-148322.441,-73158.052,17825.683,3445.457,0.0,21271.14,330049.809,225675.324,69978.447,244820.787,870524.367,-208508.243,-488503.435,-173512.689,-870524.367,GBP,1000,60.74,29.96,90.7,38.92,61.08,7.3,8.71,2.44,25.92,200.06,Mid (200-500m)
1969,2022,Apollo,492544.659,-99123.437,393421.222,319117.735,0.0,-3025.397,-216677.012,-81845.576,97597.65,42873.995,-158050.943,-125141.617,32899.778,591.921,0.0,33491.699,391703.684,366034.137,40607.405,374806.971,1173152.197,-268484.078,-677457.83,-227210.289,-1173152.197,GBP,1000,49.53,39.21,88.74,20.12,79.88,10.31,10.5,2.85,31.2,212.29,Mid (200-500m)
