syndicate,year,managing_agent,gross_written_premium,outward_reinsurance_premium,net_written_premium,net_earned_premium,other_technical_income,technical_investment_income,gross_claims_paid,gross_change_in_provision_for_claims,ri_share_claims_paid,ri_share_change_in_provision_for_claims,net_claims_incrred,operating_expenses,balance_on_technical_account,profit_loss_on_exchange,other_non_technical_income,result_before_tax,financial_investments,ri_assets,unearned_premium,other_assets,total_assets,provisions_for_unearned_premium,claims_outstanding,other_liabilities,total_liabilities,currency,unit,net_loss_ratio,expense_ratio,combined_ratio,ri_cession_rate,net_retention_rate,technical_account_margin,pretax_margin,roa,ri_to_total_assets,reserve_ratio,gwp_size_bucket
5151,2017,RiverStone,318658.018,-170115.951,148542.067,121810.121,0.0,751.738,-140406.772,-115669.188,61465.417,101169.498,-93441.045,-65925.202,-36804.388,3257.769,71.786,-33474.833,152309.819,204405.802,76245.078,289638.166,722598.865,-174876.2,-398996.781,-148725.884,-722598.865,GBP,1000,76.71,54.12,130.83,53.39,46.61,-30.21,-27.48,-4.63,28.29,327.56,Mid (200-500m)
557,2017,Tokio Marine Kiln,17678.529,-2106.275,15572.254,15461.599,0.0,495.652,-11764.201,-10775.544,200.315,-200.53,-22539.96,-3514.363,-10097.072,-423.978,0.0,-10521.05,34450.555,1218.58,330.759,7276.741,43276.635,-3148.043,-36321.05,-3807.542,-43276.635,GBP,1000,145.78,22.73,168.51,11.91,88.09,-65.3,-68.05,-24.31,2.82,234.91,Micro (<50m)
5678,2017,R&Q,127261.609,-24415.301,102846.308,65182.514,0.0,354.545,-33939.786,-56381.132,5644.602,18840.492,-65835.824,-33487.725,-33786.49,1464.771,80.87,-32240.849,116479.383,39690.196,2551.19,77978.038,236698.807,-73635.052,-160396.713,-2667.042,-236698.807,GBP,1000,101.0,51.38,152.38,19.19,80.81,-51.83,-49.46,-13.62,16.77,246.07,Small (50-200m)
5820,2017,Canopius,231312.344,-13335.043,217977.301,193455.843,0.0,1643.398,-83250.093,-33008.821,4120.923,29602.398,-82535.593,-128440.532,-15876.884,-1662.201,0.0,-17539.085,107859.304,38779.018,13042.68,294765.64,454446.642,-344469.077,-114978.328,5000.763,-454446.642,GBP,1000,42.66,66.39,109.06,5.76,94.24,-8.21,-9.07,-3.86,8.53,59.43,Mid (200-500m)
5886,2017,Blenheim,100333.234,-31008.3,69324.934,46292.873,0.0,136.848,-28822.221,-90993.444,2248.984,52221.761,-65344.92,-19639.537,-38554.736,-228.122,0.0,-38782.858,20388.604,47922.364,2106.892,40043.308,110461.168,-23443.532,-86625.701,-391.935000000005,-110461.168,GBP,1000,141.16,42.42,183.58,30.91,69.09,-83.28,-83.78,-35.11,43.38,187.13,Small (50-200m)
609,2017,Atrium,467155.699,-58498.849,408656.85,408691.629,0.0,7522.422,-186021.456,-70022.697,13743.285,30566.93,-211733.938,-193801.584,10678.529,639.762,0.0,11318.291,518314.39,117993.619,13874.705,304757.084,954939.798,-188086.289,-701094.015,-65759.494,-954939.798,GBP,1000,51.81,47.42,99.23,12.52,87.48,2.61,2.77,1.19,12.36,171.55,Mid (200-500m)
6103,2017,MAP,5098.09,0.0,5098.09,5109.032,0.0,156.573,-3789.794,-1368.454,0.0,0.0,-5158.248,-374.764,-267.407,-5.843,0.0,-273.25,0.0,0.0,0.0,15265.143,15265.143,-354.442,-1882.202,-13028.499,-15265.143,GBP,1000,100.96,7.34,108.3,-0.0,100.0,-5.23,-5.35,-1.79,0.0,36.84,Micro (<50m)
6111,2017,AXA XL,53709.873,-7200.838,46509.035,88786.554,0.0,2371.632,0.0,-81429.338,0.0,10361.942,-71067.396,-32116.53,-12025.74,942.901,0.0,-11082.839,0.0,40359.0651,5164.182,243443.619,288966.8661,-24696.006,-199094.3,-65176.5601,-288966.8661,GBP,1000,80.04,36.17,116.22,13.41,86.59,-13.54,-12.48,-3.84,13.97,224.24,Small (50-200m)
6117,2017,Ariel Re,101324.276,0.0,101324.276,91984.872,0.0,0.0,-73404.251,-14623.85,0.0,0.0,-88028.101,-21979.38,-18022.609,0.0,0.0,-18022.609,0.0,0.0,0.0,45215.48285,45215.48285,-31121.088,-44074.266,29979.87115,-45215.48285,GBP,1000,95.7,23.89,119.59,-0.0,100.0,-19.59,-19.59,-39.86,0.0,47.91,Small (50-200m)
6118,2017,Arch,133122.171,-50007.624,83114.547,75754.921,208.495,928.799,-54278.705,-81617.863,9871.072,47132.672,-78892.824,-9990.646,-11991.255,-884.696,0.0,-12875.951,0.0,84857.825,22253.823,121153.344,228264.992,-59736.772,-183372.126,14843.906,-228264.992,GBP,1000,104.14,13.19,117.33,37.57,62.43,-15.83,-17.0,-5.64,37.18,242.06,Small (50-200m)
6125,2017,Hamilton,16510.025,-2668.904,13841.121,12808.858,0.0,36.088,-5068.844,-8722.443,256.687,820.891,-12713.709,-5100.826,-4969.589,417.398,0.0,-4552.191,0.0,1211.436,291.584,25118.446,26621.466,-5361.976,-12682.608,-8576.882,-26621.466,GBP,1000,99.26,39.82,139.08,16.17,83.83,-38.8,-35.54,-17.1,4.55,99.01,Micro (<50m)
6126,2017,Asta,42496.287,-12859.653,29636.634,22626.858,0.0,16.893,-27727.285,-44122.205,2856.278,30777.085,-38216.127,-6108.604,-21680.98,215.396,0.0,-21465.584,0.0,31689.94,2003.083,19175.749,52868.772,-19953.188,-50678.866,17763.282,-52868.772,GBP,1000,168.9,27.0,195.89,30.26,69.74,-95.82,-94.87,-40.6,59.94,223.98,Micro (<50m)
6129,2017,AXIS,63069.807,-16925.78,46144.027,39273.126,0.0,0.0,-21022.339,-59777.837,341.286,17493.661,-62965.229,-7875.409,-31567.512,-314.974,509.58,-31372.906,0.0,18574.452,234.841,62682.537,81491.83,-22117.231,-70933.568,11558.969,-81491.83,GBP,1000,160.33,20.05,180.38,26.84,73.16,-80.38,-79.88,-38.5,22.79,180.62,Small (50-200m)
6130,2017,Chaucer,19922.63164,-7477.21837,12445.41327,5998.53526,0.0,99.24709,-184.98693,-5949.50505,52.35726,2531.49078,-3550.64394,-3233.34444,-686.20603,-44.9359,0.0,-731.14193,0.0,2842.4048,5654.55112,22929.52799,31426.48391,-15385.65864,-6639.12924,-9401.69603,-31426.48391,GBP,1000,59.19,53.9,113.09,37.53,62.47,-11.44,-12.19,-2.33,9.04,110.68,Micro (<50m)
727,2017,S.A. Meacock,63113.29,-531.71,62581.58,63721.536,0.0,3664.133,-43979.653,-11076.924,2366.526,-247.501,-52937.552,-22663.259,-8215.142,-154.163,0.0,-8369.305,240401.876,352.74,106.416,40837.575,281698.607,-32501.646,-262391.382,13194.421,-281698.607,GBP,1000,83.08,35.57,118.64,0.84,99.16,-12.89,-13.13,-2.97,0.13,411.78,Small (50-200m)
1084,2018,Chaucer,961502.623,-336110.729,625391.894,629314.392,6141.641,11377.206,-568858.923,-129360.87,197163.21,115126.435,-385930.148,-261335.796,-432.705,-17134.839,0.0,-17567.544,871436.21,800020.068,165672.516,768634.032,2605762.826,-495641.858,-1965379.24,-144741.728,-2605762.826,GBP,1000,61.33,41.53,102.85,34.96,65.04,-0.07,-2.79,-0.67,30.7,312.3,Large (500m-1bn)
1176,2018,Chaucer,29140.813,43.116,29183.929,29636.143,0.0,127.039,-8239.71,7474.392,0.0,-19.092,-784.41,-8299.356,20679.416,860.288,0.0,21539.704,48585.112,1.208,0.0,40169.782,88756.102,-17095.478,-39660.536,-32000.088,-88756.102,GBP,1000,2.65,28.0,30.65,-0.15,100.15,69.78,72.68,24.27,0.0,133.82,Micro (<50m)
1200,2018,Westfield,589237.342,-185319.185,403918.157,394857.206,0.0,3389.08,-380025.23,18698.84,102875.443,-9247.285,-267698.232,-157692.991,-27144.937,-8800.85,0.0,-35945.787,332682.627,236082.151,81232.378,636963.565,1286960.721,-270431.071,-767422.544,-249107.106,-1286960.721,GBP,1000,67.8,39.94,107.73,31.45,68.55,-6.87,-9.1,-2.79,18.34,194.35,Large (500m-1bn)
1218,2018,Newline,152457.043,-27419.786,125037.257,113413.946,0.0,-6089.972,-46183.687,-8135.603,8901.355,-10641.17,-56059.105,-47491.834,3773.035,-7494.293,-11903.066,-15624.324,472049.725,135022.787,15018.736,201917.151,824008.399,-65526.561,-514273.473,-244208.365,-824008.399,GBP,1000,49.43,41.87,91.3,17.99,82.01,3.33,-13.78,-1.9,16.39,453.45,Small (50-200m)
1221,2018,Hartford,332382.20569,-83099.20825,249282.99744,246806.34844,36.52242,3049.49567,-205349.90499,-22379.71105,72685.21732,-5831.09335,-160875.49207,-97423.02194,-8406.14748,2035.55345,2764.46589,-3606.12814,375078.32551,178188.28294,45237.00494,366812.00768,965315.62107,-177550.53462,-516080.00423,-271685.08222,-965315.62107,GBP,1000,65.18,39.47,104.66,25.0,75.0,-3.41,-1.46,-0.37,18.46,209.1,Mid (200-500m)
1225,2018,AEGIS,555245.489,-120922.659,434322.83,394371.273,10080.49,6076.835,-218204.938,-58146.376,51690.91,14883.09,-209777.314,-172471.987,28279.297,-1110.478,480.457,27649.276,454577.951,232919.865,68362.095,336063.101,1091923.012,-320198.908,-681184.056,-90540.048,-1091923.012,GBP,1000,53.19,43.73,96.93,21.78,78.22,7.17,7.01,2.53,21.33,172.73,Large (500m-1bn)
1301,2018,Enstar,248515.557,-115680.394,132835.163,122406.885,0.0,1499.837,-153349.839,-103187.196,35609.287,61612.472,-159315.276,-57537.01,-92945.564,3888.996,0.0,-89056.568,161559.003,133859.625,51760.324,248762.373,595941.325,-119573.39,-388949.36,-87418.575,-595941.325,GBP,1000,130.15,47.0,177.16,46.55,53.45,-75.93,-72.75,-14.94,22.46,317.75,Mid (200-500m)
1414,2018,Ascot,679717.379,-288886.57,390830.809,413703.478,0.0,2994.144,-450952.701,-40713.524,182110.336,115317.207,-194238.682,-183592.55,38866.39,3893.262,1109.806,43869.458,450265.542,432071.385,77485.465,393490.95,1353313.342,-263894.685,-902564.755,-186853.902,-1353313.342,GBP,1000,46.95,44.38,91.33,42.5,57.5,9.39,10.6,3.24,31.93,218.17,Large (500m-1bn)
1458,2018,RenaissanceRe,563950.385,-174900.967,389049.418,349347.927,0.0,5679.889,-188936.177,-199261.091,99318.705,55702.881,-233175.682,-126564.966,-4712.832,-974.67,0.0,-5687.502,526273.086,407024.05,69074.433,397340.572,1399712.141,-303630.001,-963882.43,-132199.71,-1399712.141,GBP,1000,66.75,36.23,102.97,31.01,68.99,-1.35,-1.63,-0.41,29.08,275.91,Large (500m-1bn)
1492,2018,Probitas,129938.569,-18230.391,111708.178,93217.032,0.0,470.628,-55977.798,-18073.276,28561.082,-4892.476,-50382.468,-40762.385,2542.807,-973.195,0.0,1569.612,20977.426,27905.915,16226.736,77231.359,142341.436,-64596.046,-95568.749,17823.359,-142341.436,GBP,1000,54.05,43.73,97.78,14.03,85.97,2.73,1.68,1.1,19.6,102.52,Small (50-200m)
1729,2018,Dale,127568.129,-27529.158,100038.971,98703.532,0.0,1174.943,-68990.858,-20912.936,22474.744,3652.731,-63776.319,-38770.961,-2668.805,-819.944,0.0,-3488.749,64748.437,34303.956,11816.24,61713.72,172582.353,-54937.501,-114024.465,-3620.387,-172582.353,GBP,1000,64.61,39.28,103.89,21.58,78.42,-2.7,-3.53,-2.02,19.88,115.52,Small (50-200m)
1856,2018,Arch,143967.644,-33259.886,110707.758,105604.892,0.0,800.138,-63186.39,-85435.763,11803.695,44474.626,-92343.832,-19892.806,-5831.608,-755.825,0.0,-6587.433,37500.832,74386.041,13221.079,116408.945,241516.897,-45667.387,-185769.101,-10080.409,-241516.897,GBP,1000,87.44,18.84,106.28,23.1,76.9,-5.52,-6.24,-2.73,30.8,175.91,Small (50-200m)
1861,2018,Canopius,616206.615,-107981.169,508225.446,346789.093,0.0,3833.602,-133898.657,-105236.458,38378.141,7211.822,-193545.152,-155060.452,2017.091,391.185,0.0,2408.276,263269.368,160775.997,57618.113,447147.24,928810.718,-362602.981,-510237.786,-55969.951,-928810.718,GBP,1000,55.81,44.71,100.52,17.52,82.48,0.58,0.69,0.26,17.31,147.13,Large (500m-1bn)
1880,2018,Tokio Marine Kiln,271408.67,-43854.936,227553.734,218461.181,0.0,2792.356,-133443.891,-27385.073,18930.419,10812.511,-131086.034,-87306.732,2860.771,-2148.853,0.0,711.918,153484.249,55868.984,14144.783,341531.351,565029.367,-140903.392,-309154.309,-114971.666,-565029.367,GBP,1000,60.0,39.96,99.97,16.16,83.84,1.31,0.33,0.13,9.89,141.51,Mid (200-500m)
1884,2018,Premia,104176.175,-23030.147,81146.028,89367.655,0.0,208.525,-65641.053,-17972.087,15154.654,-24363.249,-92821.735,-49783.169,-53028.724,-3856.831,0.0,-56885.555,15686.836,19638.542,10062.186,67062.926,112450.49,-49074.158,-128663.705,65287.373,-112450.49,GBP,1000,103.87,55.71,159.57,22.11,77.89,-59.34,-63.65,-50.59,17.46,143.97,Small (50-200m)
1897,2018,RiverStone,67923.557,-9942.681,57980.876,72578.467,0.0,959.196,-92092.216,-9752.039,50858.833,-4500.469,-55485.891,-32688.768,-14636.996,-764.691,0.0,-15401.687,61334.134,63084.27,2230.489,59758.242,186407.135,-39545.043,-169320.333,22458.241,-186407.135,GBP,1000,76.45,45.04,121.49,14.64,85.36,-20.17,-21.22,-8.26,33.84,233.29,Small (50-200m)
1910,2018,Ariel Re,364074.063,-210540.474,153533.589,142265.196,0.0,1146.195,-252338.461,-82876.791,152851.302,81658.514,-100705.436,-34705.612,8000.343,-127.189,0.0,7873.154,128468.073,323195.187,48905.171,397270.00557,897838.43657,-98804.887,-416684.304,-382349.24557,-897838.43657,GBP,1000,70.79,24.4,95.18,57.83,42.17,5.62,5.53,0.88,36.0,292.89,Mid (200-500m)
1945,2018,Sirius,100064.2995,-10902.57196,89161.72754,87388.03124,0.0,1377.56377,-85911.5525,20662.58092,9260.70918,-8306.83739,-64295.09979,-32207.68792,-7737.1927,-3287.20165,0.0,-11024.39435,45668.81514,8123.20842,1964.62857,108645.60106,164402.25319,-53880.22576,-101996.64074,-8525.38669,-164402.25319,GBP,1000,73.57,36.86,110.43,10.9,89.1,-8.85,-12.62,-6.71,4.94,116.72,Small (50-200m)
1947,2018,Hamilton (GIC),23638.94,-5879.554,17759.386,9640.146,0.0,0.143,0.0,-19961.805,0.0,3601.475,-16360.33,-4645.646,-11365.687,-346.848,0.0,-11712.535,942.867,3788.361,587.27,24225.605,29544.103,-9063.156,-20973.919,492.972,-29544.103,GBP,1000,169.71,48.19,217.9,24.87,75.13,-117.9,-121.5,-39.64,12.82,217.57,Micro (<50m)
1955,2018,Arch,434008.019,-328180.253,105827.766,126109.854,-288.323,2677.719,-262431.688,-47828.594,176461.068,82912.629,-50886.585,-88293.266,-10680.601,696.596,0.0,-9984.005,291435.095,520969.299,127548.84,316475.1,1256428.334,-194304.254,-830439.815,-231684.265,-1256428.334,GBP,1000,40.35,70.01,110.36,75.62,24.38,-8.47,-7.92,-0.79,41.46,658.51,Mid (200-500m)
1975,2018,Coverys,36137.767,-386.452,35751.315,20973.794,0.0,20.603,-96.045,-14264.353,0.0,531.907,-13828.491,-10126.508,-2960.602,-261.913,0.0,-3222.515,0.0,561.225,63.779,27384.366,28009.37,-15611.659,-14938.074,2540.363,-28009.37,GBP,1000,65.93,48.28,114.21,1.07,98.93,-14.12,-15.36,-11.51,2.0,71.22,Micro (<50m)
1991,2018,Coverys,148818.115,-13761.494,135056.621,119274.998,0.0,-531.781,-47964.133,-35933.981,742.836,2142.632,-81012.646,-51394.652,-13664.081,-1028.887,0.0,-14692.968,94530.536,6542.263,3449.659,83725.326,188247.784,-79433.97,-145984.789,37170.975,-188247.784,GBP,1000,67.92,43.09,111.01,9.25,90.75,-11.46,-12.32,-7.81,3.48,122.39,Small (50-200m)
2001,2018,MS Amlin,2372174.209,-672336.996,1699837.213,1621911.522,0.0,25778.081,-1421717.125,-479390.441,494561.29,286760.196,-1119786.08,-679351.667,-151448.144,37635.209,-219.448,-114032.383,2504728.213,1200555.269,216338.013,2297845.662,6219467.157,-1369245.478,-3458883.435,-1391338.244,-6219467.157,GBP,1000,69.04,41.89,110.93,28.34,71.66,-9.34,-7.03,-1.83,19.3,213.26,XL (>1bn)
2007,2018,AXIS,945963.041,-313609.877,632353.164,636488.152,0.0,4402.551,-480746.235,-179578.053,184802.309,66402.782,-409119.197,-327288.515,-95517.009,8037.093,0.0,-87479.916,346024.088,441364.639,123063.785,462224.411,1372676.923,-461353.419,-965310.999,53987.495,-1372676.923,GBP,1000,64.28,51.42,115.7,33.15,66.85,-15.01,-13.74,-6.37,32.15,151.66,Large (500m-1bn)
2008,2018,Enstar,971263.694,5616.118,976879.812,971218.857,0.0,4975.56,-312675.89,-938389.607,89549.787,202340.767,-959174.943,-1331.789,15687.685,-4355.121,-7585.976,3746.588,964758.523,299404.794,17826.959,118868.471,1400858.747,-23709.018,-1331489.8,-45659.929,-1400858.747,GBP,1000,98.76,0.14,98.9,-0.58,100.58,1.62,0.39,0.27,21.37,137.09,Large (500m-1bn)
2012,2018,Arch,232003.983,-61939.016,170064.967,170302.284,0.0,1907.569,-117853.181,-11052.887,24115.157,7784.005,-97006.906,-69315.35,5887.597,-6916.721,169.217,-859.907,200827.744,92938.33,22603.294,189582.719,505952.087,-78862.589,-310931.532,-116157.966,-505952.087,GBP,1000,56.96,40.7,97.66,26.7,73.3,3.46,-0.5,-0.17,18.37,182.58,Mid (200-500m)
2014,2018,Hamilton,199704.454,-41334.39,158370.064,154412.875,0.0,2807.27,-87415.43,-54974.533,32218.908,-222.105,-110393.16,-62295.718,-15468.733,-2029.881,0.0,-17498.614,164426.443,51932.144,12816.098,112317.01247,341491.69747,-79721.84,-269920.972,8151.11453,-341491.69747,GBP,1000,71.49,40.34,111.84,20.7,79.3,-10.02,-11.33,-5.12,15.21,174.8,Small (50-200m)
2015,2018,SCOR,312984.17,-63767.506,249216.664,211504.049,0.0,2556.423,-197810.975,-14739.022,77264.288,-25326.867,-160612.576,-105101.717,-51653.821,-2155.328,0.0,-53809.149,135670.166,125663.67,48618.844,256132.081,566084.761,-218062.338,-348027.323,4.90000000001601,-566084.761,GBP,1000,75.94,49.69,125.63,20.37,79.63,-24.42,-25.44,-9.51,22.2,164.55,Mid (200-500m)
2088,2018,Chaucer,188802.748,-17485.501,171317.247,150659.015,0.0,321.583,-57832.378,-79271.367,15592.605,3340.222,-118170.918,-61040.302,-28230.622,593.432,1259.79,-26377.4,88581.471,34335.261,5810.172,310786.896,439513.8,-100530.766,-262747.191,-76235.843,-439513.8,GBP,1000,78.44,40.52,118.95,9.26,90.74,-18.74,-17.51,-6.0,7.81,174.4,Small (50-200m)
2121,2018,Argenta,397918.239,-113414.386,284503.853,272274.14,0.0,2735.785,-171683.516,-64984.306,34000.021,8617.993,-194049.808,-116714.523,-35754.406,-2106.986,0.0,-37861.392,226799.76,148031.474,48274.322,255679.099,678784.655,-216409.487,-411462.725,-50912.443,-678784.655,GBP,1000,71.27,42.87,114.14,28.5,71.5,-13.13,-13.91,-5.58,21.81,151.12,Mid (200-500m)
218,2018,IQUW,329398.174,-23867.99,305530.184,322683.01,0.0,-1449.71,-276039.528,161741.842,23333.261,-114521.379,-205485.804,-104709.514,11037.982,84.809,0.0,11122.791,238163.954,316870.698,11603.769,169159.225,735797.646,-160242.496,-591079.516,15524.366,-735797.646,GBP,1000,63.68,32.45,96.13,7.25,92.75,3.42,3.45,1.51,43.06,183.18,Mid (200-500m)
2232,2018,Allied World,225161.59,-92705.954,132455.636,128858.897,0.0,2936.341,-170612.876,34074.653,59664.855,-10095.584,-86968.952,-43196.87,1629.416,1711.52,0.0,3340.936,152899.314,140675.559,54679.672,176000.982,524255.527,-114679.412,-373174.09,-36402.025,-524255.527,GBP,1000,67.49,33.52,101.01,41.17,58.83,1.26,2.59,0.64,26.83,289.6,Mid (200-500m)
2468,2018,Neon,405073.103,-108584.259,296488.844,240312.597,0.0,2065.28,-105093.307,-140646.908,35717.996,48225.704,-161796.515,-126036.422,-45455.06,-2081.889,0.0,-47536.949,123577.389,121686.381,39053.992,286434.982,570752.744,-204351.569,-337015.628,-29385.547,-570752.744,GBP,1000,67.33,52.45,119.77,26.81,73.19,-18.91,-19.78,-8.33,21.32,140.24,Mid (200-500m)
2488,2018,Chubb,440090.873,-89301.33,350789.543,361607.839,0.0,4176.845,-273618.538,73107.246,63068.308,-51316.951,-188759.935,-137914.663,39110.086,-3669.699,-1370.891,34069.496,1326251.733,273467.991,59523.175,324837.444,1984080.343,-225879.989,-956510.053,-801690.301,-1984080.343,GBP,1000,52.2,38.14,90.34,20.29,79.71,10.82,9.42,1.72,13.78,264.52,Mid (200-500m)
2525,2018,Asta (Ive),70103.3,-11440.604,58662.696,51409.148,0.0,738.983,-24034.61,-9580.625,9547.473,570.362,-23497.4,-19111.765,9538.966,-480.418,0.0,9058.548,88072.674,44972.104,6013.238,53556.007,192614.023,-36249.858,-155424.748,-939.417,-192614.023,GBP,1000,45.71,37.18,82.88,16.32,83.68,18.55,17.62,4.7,23.35,302.33,Small (50-200m)
2786,2018,Asta (Everest),116351.238,-13148.353,103202.885,95853.769,0.0,425.535,-34448.615,-43822.692,8408.312,5952.617,-63910.378,-39989.771,-7620.845,-4089.567,0.0,-11710.412,13060.721,28001.992,7265.646,141838.936,190167.295,-60902.44,-123692.701,-5572.154,-190167.295,GBP,1000,66.67,41.72,108.39,11.3,88.7,-7.95,-12.22,-6.16,14.72,129.04,Small (50-200m)
2791,2018,MAP,178966.838,-35472.384,143494.454,138903.823,0.0,1830.197,-104755.421,6821.94,24470.993,-4951.942,-78414.43,-52737.607,9581.983,-198.011,0.0,9383.972,287800.804,59083.114,8987.48,117851.304,473722.702,-58886.311,-360682.889,-54153.502,-473722.702,GBP,1000,56.45,37.97,94.42,19.82,80.18,6.9,6.76,1.98,12.47,259.66,Small (50-200m)
2988,2018,Brit,106533.463,-8200.95,98332.513,83084.683,0.0,516.878,-38505.389,-37562.901,6521.486,-4502.814,-74049.618,-31981.671,-22429.728,249.513,0.0,-22180.215,39020.95,19244.112,909.482,55314.817,114489.361,-43503.868,-93956.593,22971.1,-114489.361,GBP,1000,89.13,38.49,127.62,7.7,92.3,-27.0,-26.7,-19.37,16.81,113.09,Small (50-200m)
2999,2018,QBE,1191628.545,-315367.453,876261.092,881702.776,0.0,29413.589,-828186.72,-14947.216,259946.739,52360.002,-530827.195,-333468.397,46820.773,-21271.304,0.0,25549.469,1120268.149,927350.812,78753.919,1102744.205,3229117.085,-658011.079,-2491274.972,-79831.034,-3229117.085,GBP,1000,60.2,37.82,98.03,26.47,73.53,5.31,2.9,0.79,28.72,282.55,XL (>1bn)
3000,2018,Markel,515092.386,-68699.689,446392.697,470099.012,0.0,8285.519,-393683.373,71089.921,67128.426,-52242.823,-307707.849,-191323.359,-20646.677,5635.821,0.0,-15010.856,771308.952,210850.723,12725.605,317192.007,1312077.287,-176680.429,-1231827.522,96430.664,-1312077.287,GBP,1000,65.46,40.7,106.15,13.34,86.66,-4.39,-3.19,-1.14,16.07,262.04,Large (500m-1bn)
3002,2018,AXA XL,42882.295,-14061.759,28820.536,26492.003,0.0,66.174,-18541.893,-11761.801,1132.916,12241.36,-16929.418,-7583.644,2045.115,451.856,0.0,2496.971,0.0,24501.717,6476.868,74640.2463,105618.8313,-18293.232,-32842.718,-54482.8813,-105618.8313,GBP,1000,63.9,28.63,92.53,32.79,67.21,7.72,9.43,2.36,23.2,123.97,Micro (<50m)
308,2018,Tokio Marine Kiln,11808.134,-1656.954,10151.18,22293.5,0.0,94.591,-20368.073,3104.095,6304.1,-879.486,-11839.364,-7471.231,3077.496,-159.726,0.0,2917.77,21854.934,10.095,12.524,19385.85,41263.403,-6951.318,-21756.816,-12555.269,-41263.403,GBP,1000,53.11,33.51,86.62,14.03,85.97,13.8,13.09,7.07,0.02,97.59,Micro (<50m)
318,2018,Cincinnati Global,176816.25088,-32797.46045,144018.79043,141483.90561,285.31016,2349.43852,-176948.26099,18985.53185,64720.03926,-53384.76215,-146627.45203,-46295.11085,-48803.90859,-6766.84671,0.0,-55570.7553,120401.28316,38200.02762,5498.23074,69723.30469,233822.84621,-72609.63986,-263908.79799,102695.59164,-233822.84621,GBP,1000,103.64,32.72,136.36,18.55,81.45,-34.49,-39.28,-23.77,16.34,186.53,Small (50-200m)
3268,2018,Asta,88519.78,-12339.22,76180.56,36663.589,0.0,62.435,-5579.078,-43942.136,0.0,11803.642,-37717.572,-17820.774,-18812.322,-137.488,0.0,-18949.81,18895.455,11856.887,2636.369,45362.609,78751.32,-43492.1,-44828.49,9569.27,-78751.32,GBP,1000,102.87,48.61,151.48,13.94,86.06,-51.31,-51.69,-24.06,15.06,122.27,Small (50-200m)
3330,2018,Coverys,62.318,557.981,620.299,620.299,0.0,268.481,-12276.443,9621.267,633.395,-2065.33,-4087.111,-271.995,-3470.326,461.299,0.0,-3009.027,15002.842,6674.478,0.0,20941.567,42618.887,0.0,-40196.889,-2421.998,-42618.887,GBP,1000,658.89,43.85,702.74,-895.38,995.38,-559.46,-485.09,-7.06,15.66,6480.24,Micro (<50m)
3334,2018,Hamilton,134588.798,-57473.035,77115.763,79287.174,0.0,454.082,-43443.848,-58138.538,13394.676,23341.444,-64846.266,-40306.365,-25411.375,1505.073,549.47,-23356.832,77701.668,49912.881,27034.911,114313.768,268963.228,-69624.904,-142035.181,-57303.143,-268963.228,GBP,1000,81.79,50.84,132.62,42.7,57.3,-32.05,-29.46,-8.68,18.56,179.14,Small (50-200m)
3500,2018,RiverStone,206585.856,-100738.393,105847.463,105847.463,0.0,9.142,-8100.97,-213353.157,8368.666,113782.758,-99302.703,-530.649,6023.253,-136.737,0.0,5886.516,94680.196,159938.824,0.0,85009.762,339628.782,0.0,-259789.982,-79838.8,-339628.782,GBP,1000,93.82,0.5,94.32,48.76,51.24,5.69,5.56,1.73,47.09,245.44,Mid (200-500m)
3622,2018,Beazley,18330.39254,-923.8336,17406.55894,16304.46367,0.0,3.384,-9287.76323,285.00529,0.0,258.38498,-8744.37296,-5759.6901,1803.78461,288.10331,0.0,2091.88792,543.68011,614.61757,152.84542,23364.37846,24675.52156,-9899.33449,-12877.58536,-1898.60171,-24675.52156,GBP,1000,53.63,35.33,88.96,5.04,94.96,11.06,12.83,8.48,2.49,78.98,Micro (<50m)
382,2018,Hardy,372562.117,-51217.825,321344.292,322184.502,0.0,3331.845,-196094.969,-52128.544,31234.05,-1589.78,-218579.243,-120152.607,-13215.503,-1844.504,-94.781,-15154.788,256597.447,127142.938,22002.501,243633.109,649375.995,-176816.901,-493737.727,21178.633,-649375.995,GBP,1000,67.84,37.29,105.14,13.75,86.25,-4.1,-4.7,-2.33,19.58,153.25,Mid (200-500m)
386,2018,QBE,350623.868,-35067.674,315556.194,314324.12,0.0,8086.509,-235214.267,-47779.237,21276.247,88631.152,-173086.105,-116079.494,33245.03,-2103.23,0.0,31141.8,831596.989,302770.979,10141.883,343772.481,1488282.332,-188245.217,-1192345.465,-107691.65,-1488282.332,GBP,1000,55.07,36.93,92.0,10.0,90.0,10.58,9.91,2.09,20.34,379.34,Mid (200-500m)
3902,2018,Ark,97235.619,-29182.325,68053.294,62307.176,0.0,270.07,-29755.942,-21260.744,13130.265,4685.357,-33201.064,-29990.007,-613.825,497.569,0.0,-116.256,23153.919,21441.989,13641.042,62565.741,120802.691,-52502.214,-54032.994,-14267.483,-120802.691,GBP,1000,53.29,48.13,101.42,30.01,69.99,-0.99,-0.19,-0.1,17.75,86.72,Small (50-200m)
