syndicate,year,managing_agent,gross_written_premium,outward_reinsurance_premium,net_written_premium,net_earned_premium,other_technical_income,technical_investment_income,gross_claims_paid,gross_change_in_provision_for_claims,ri_share_claims_paid,ri_share_change_in_provision_for_claims,net_claims_incrred,operating_expenses,balance_on_technical_account,profit_loss_on_exchange,other_non_technical_income,result_before_tax,financial_investments,ri_assets,unearned_premium,other_assets,total_assets,provisions_for_unearned_premium,claims_outstanding,other_liabilities,total_liabilities,currency,unit
1910,2019,Argo,289000.0,167000.0,122000.0,126600.0,0.0,3600.0,-284500.0,46200.0,207100.0,-73900.0,-105000.0,-25700.0,-500.000000000011,-700.0,0.0,-1200.0,115900.0,269100.0,42900.0,558100.0,986000.0,-89100.0,-379400.0,,-986000.0,GBP,1000
1910,2020,Argo,255900.0,132700.0,123200.0,105300.0,0.0,1800.0,-195500.0,4800.0,119900.0,-27300.0,-98100.0,-22000.0,-13000.0,-1500.0,0.0,-14500.0,93100.0,227400.0,54200.0,388000.0,762700.0,-115800.0,-361900.0,,-762700.0,GBP,1000
1910,2021,Ariel Re,380200.0,175700.0,204500.0,171200.0,0.0,-400.0,-193800.0,-94200.0,95200.0,52700.0,-140000.0,-43300.0,-12500.0,1600.0,0.0,-10900.0,98900.0,282100.0,73800.0,588900.0,1043700.0,-170300.0,-458000.0,,-1043700.0,GBP,1000
1910,2022,Ariel Re,605600.0,215400.0,390200.0,340200.0,0.0,-2500.0,-260500.0,-282200.0,215800.0,74900.0,-251900.0,-108900.0,-23100.0,3200.0,0.0,-20000.0,113100.0,387700.0,100500.0,748600.0,1349900.0,-257900.0,-792700.0,,-1349900.0,GBP,1000
1910,2023,Ariel Re,705100.0,211900.0,493200.0,513400.0,0.0,15300.0,-235700.0,99200.0,96400.0,-63900.0,-104000.0,-140500.0,284200.0,1100.0,0.0,285300.0,418800.0,187100.0,68500.0,496600.0,1171000.0,-193700.0,-448100.0,,-1171000.0,GBP,1000
1910,2024,Ariel Re,1069464.84375,-343399.21875,726065.625,767171.875,0.0,24688.28125,-161800.78125,-488866.40625,55421.09375,59025.78125,-536220.3125,-181641.40625,73998.4375,-2010.9375,0.0,71987.5,827368.0,240789.6,92317.6,653124.8,1813600.0,-177796.0,-953409.6,-371204.0,-1813600.0,GBP,1000
1910,2025,Ariel Re,882582.222222222,-388974.814814815,493607.407407407,520888.888888889,0.0,25559.2592592593,-487718.518518518,294114.814814815,121642.222222222,-18773.3333333333,-90734.8148148148,-151873.333333333,303840.0,1247.40740740741,0.0,305087.407407407,852825.757575757,200015.151515151,94256.8181818182,597180.303030303,1744278.03030303,-148887.121212121,-605503.03030303,-444678.787878788,-1744278.03030303,GBP,1000
1919,2015,Starr,264307.8,166946.2,97361.6,96965.2,0.0,3433.3,-192669.4,69454.6,117672.0,-48548.4,-54091.2,-21826.6,24480.7,0.0,-3793.4,20687.2,147379.9,234855.5,124743.4,268766.3,775745.1,-190455.1,-411418.5,,-775745.1,GBP,1000
1919,2016,Starr,275690.8,182926.6,92764.2,95035.9,0.0,9833.6,-146525.3,-31361.4,87934.7,32052.4,-57899.5,-24639.0,22331.0,1818.9,172.3,24322.3,207142.1,305397.5,143025.8,294816.8,950382.2,-215759.7,-506798.7,,-950382.2,GBP,1000
1919,2017,Starr,283868.837209302,195262.093023256,88606.7441860465,93344.3410852713,0.0,695.813953488372,-170285.581395349,-1.3953488372093,112262.248062015,5902.94573643411,-52121.7829457364,-24618.9147286822,17299.4573643411,871.550387596899,851.782945736434,19022.7906976744,201073.185185185,293333.333333333,131128.962962963,287721.777777778,913257.259259259,-196292.740740741,-480244.148148148,,-913257.259259259,GBP,1000
1919,2018,Starr,296587.23880597,209084.850746269,87502.3880597015,85113.4328358209,0.0,2167.01492537313,-191387.462686567,-56632.2388059701,130352.76119403,44507.7611940299,-73159.2537313433,-20094.4029850746,-5973.20895522387,-327.462686567164,1861.11940298507,-4439.4776119403,232768.11023622,351030.236220472,141162.913385827,331856.614173228,1056817.87401575,-210605.748031496,-556676.929133858,,-1056817.87401575,GBP,1000
1919,2019,Starr,305766.796875,225609.84375,80156.953125,86207.734375,0.0,5880.3125,-216070.859375,-60120.0,145646.328125,43696.328125,-86848.203125,-22283.90625,-17044.0625,415.3125,2207.96875,-14420.78125,245974.393939394,382007.803030303,143386.96969697,294066.136363636,1065435.3030303,-205226.136363636,-597550.984848485,,-1065435.3030303,GBP,1000
1919,2020,Starr,325039.765625,244745.0,80294.765625,82375.625,0.0,7191.640625,-222376.5625,10588.125,156203.515625,-6316.796875,-61901.71875,-19541.875,8123.671875,2921.796875,1605.703125,12651.171875,307995.912408759,369297.00729927,146197.226277372,276549.927007299,1100040.0729927,-204907.810218978,-579104.087591241,,-1100040.0729927,GBP,1000
1919,2021,Starr,324933.985507246,241207.173913044,83726.8115942029,81741.5942028986,0.0,-2206.01449275362,-158311.376811594,-73305.0,108063.188405797,49425.0,-74128.1884057971,-16057.5362318841,-10650.1449275362,1942.60869565217,69.7101449275362,-8637.82608695652,340842.222222222,421524.148148148,156383.333333333,241790.444444444,1160540.14814815,-217532.37037037,-655595.037037037,,-1160540.14814815,GBP,1000
1919,2022,Starr,389766.290322581,476744.435483871,-86978.1451612903,-87910.0,0.0,7.82258064516129,-184549.435483871,-130017.661290323,131615.483870968,256418.064516129,73466.4516129032,-16123.3064516129,-30559.0322580645,1561.29032258065,-985.08064516129,-29982.8225806452,388207.166666667,710933.833333333,190928.916666667,251299.75,1541369.66666667,-258559.583333333,-835037.0,,-1541369.66666667,GBP,1000
1919,2023,Starr,421496.612903226,319156.290322581,102340.322580645,93813.6290322581,0.0,14734.5967741935,-195647.016129032,1530.16129032258,163411.935483871,-30009.435483871,-60714.2741935484,-13988.4677419355,33845.4838709677,5903.87096774194,1525.8064516129,41275.0806451613,420077.322834646,654119.763779528,190416.535433071,265339.291338583,1529952.91338583,-264074.330708661,-800413.070866142,,-1529952.91338583,GBP,1000
1919,2024,Starr,373464.0625,-285710.15625,87753.90625,96291.40625,0.0,14198.4375,-243314.0625,-37369.53125,201592.1875,8009.375,-71082.03125,-19929.6875,19478.125,-10074.21875,2422.65625,11826.5625,407535.2,661056.0,177524.0,289176.8,1535292.0,-242518.4,-838952.0,-353688.8,-1535292.0,GBP,1000
1919,2025,Starr,353753.333333333,-276482.222222222,77271.1111111111,80117.7777777778,0.0,13668.8888888889,-226628.148148148,9425.18518518518,178577.777777778,-20701.4814814815,-59326.6666666667,-16371.1111111111,18088.8888888889,9351.11111111111,2792.59259259259,30232.5925925926,379583.333333333,620316.666666667,182870.454545455,291580.303030303,1474350.75757576,-243373.484848485,-804159.090909091,-316396.212121212,-1474350.75757576,GBP,1000
1922,2024,Asta,196.875,-88.28125,108.59375,22.65625,0.0,0.0,0.0,-20.3125,0.0,9.375,-10.9375,-685.15625,-673.4375,10.15625,0.0,-663.28125,28.0,9.6,72.0,115.2,224.8,-160.0,-20.8,-757.6,-224.8,GBP,1000
1922,2025,Asta,1106.66666666667,-498.518518518518,608.148148148148,253.333333333333,0.0,2.22222222222222,0.0,-1851.11111111111,0.0,832.592592592593,-1018.51851851852,-745.925925925926,-1508.88888888889,-57.7777777777778,0.0,-1566.66666666667,20.4545454545455,860.60606060606,368.181818181818,1091.66666666667,2340.90909090909,-818.181818181818,-1912.87878787879,-1909.09090909091,-2340.90909090909,GBP,1000
1925,2024,Apollo EnvelopRisk,32591.40625,-15573.4375,17017.96875,11501.5625,0.0,39.0625,-1.5625,-10150.0,0.0,3539.0625,-6612.5,-4211.71875,716.40625,-28.125,0.0,688.28125,0.0,3593.6,7025.6,15410.4,26029.6,-12560.0,-10297.6,-2510.4,-26029.6,GBP,1000
1925,2025,Apollo EnvelopRisk,55671.1111111111,-20553.3333333333,35117.7777777778,26009.6296296296,0.0,49.6296296296296,-791.111111111111,-18351.8518518519,268.148148148148,6122.96296296296,-12751.8518518519,-9954.07407407407,3353.33333333333,170.37037037037,0.0,3523.7037037037,0.0,9784.84848484848,10603.7878787879,42100.0,62488.6363636364,-25671.2121212121,-28859.0909090909,-3781.06060606061,-62488.6363636364,GBP,1000
1945,2015,Sirius,83398.3,7172.60000000001,76225.7,67223.5,0.0,129.4,-32514.3,-13995.5,1635.3,1255.1,-43619.4,-27125.7,-3392.20000000001,0.0,-645.6,-4037.9,32944.9,2167.8,2820.3,58823.3,96756.3,-36681.6,-48509.8,,-96756.3,GBP,1000
1945,2016,Sirius,115182.4,11219.9,103962.5,93699.3,0.0,448.8,-56518.1,-17778.6,4669.9,1807.4,-67819.5,-34374.6,-8045.99999999999,-1869.6,0.0,-9915.6,33115.0,4571.6,3834.7,89172.3,130693.6,-55585.9,-77173.0,,-130693.6,GBP,1000
1945,2017,Sirius,110840.5,14985.3,95855.2,96827.4,0.0,661.5,-79034.7,-46958.3,4736.7,12180.4,-109075.9,-39456.6,-51043.6,2306.9,0.0,-48736.7,54396.2,15833.4,2333.7,103979.9,176543.2,-49334.5,-116486.0,,-176543.2,GBP,1000
1945,2018,Sirius,100064.3,10902.6,89161.7,87388.0,0.0,1377.6,-85911.6,20662.6,9260.7,-8306.8,-64295.1,-32207.7,-7737.19999999999,-3287.2,0.0,-11024.4,45668.8,8123.2,1964.6,108645.7,164402.3,-53880.2,-101996.6,,-164402.3,GBP,1000
1945,2019,Sirius,96590.8,8465.2,88125.6,90811.5,0.0,1533.9,-84508.9,2020.3,7612.8,-2336.1,-77211.8,-32019.0,-16885.4,1031.4,0.0,-15853.9,49738.3,5568.5,1937.0,73833.1,131076.9,-49476.0,-96577.2,,-131076.9,GBP,1000
1945,2020,Sirius,108832.2,9566.5,99265.7,95711.6,0.0,768.7,-72062.2,-80086.9,12210.0,18255.6,-121683.5,-30849.7,-56052.9,-111.6,0.3,-56164.3,138580.0,22120.2,3038.5,78012.6,241751.3,-53640.6,-168965.8,,-241751.3,GBP,1000
1945,2021,SiriusPoint,110801.6,10880.7,99920.9,96951.8,0.0,-128.9,-64027.8,2252.9,11573.8,-7329.1,-57530.3,-32440.4,6852.2,-88.9,-4.4,6758.8,130108.3,14917.8,3499.8,90864.3,239390.2,-57243.6,-167230.4,,-239390.2,GBP,1000
1945,2022,SiriusPoint,109666.0,12388.4,97277.6,105104.8,0.0,-595.3,-47008.8,-13722.9,4443.3,-3350.3,-59638.7,-34785.0,10085.8,10.2,6.6,10102.6,171213.0,13027.0,6546.6,97976.2,288762.8,-58527.7,-197926.0,,-288762.8,GBP,1000
1945,2023,SiriusPoint,159823.3,119686.1,40137.2,19002.8,0.0,7249.1,-52234.3,-32573.3,20360.6,109843.2,45396.1,-37899.3,33748.7,-87.3,151.5,33813.0,193489.8,122171.8,6629.5,130281.6,452572.7,-76567.7,-220243.1,,-452572.7,GBP,1000
1945,2024,SiriusPoint,180212.0,-18001.0,162211.0,145905.0,0.0,6510.0,-64719.0,-33299.0,35639.0,-28806.0,-91185.0,-50638.0,10592.0,-15.0,749.0,11326.0,214148.0,93552.0,6445.0,162690.0,476835.0,-93229.0,-255929.0,-96366.0,-476835.0,GBP,1000
1945,2025,SiriusPoint,210190.0,-19250.0,190940.0,183121.0,0.0,8946.0,-67290.0,-29836.0,23222.0,-26228.0,-100132.0,-59395.0,32540.0,-202.0,1770.0,34108.0,273893.0,61780.0,5455.0,157302.0,498430.0,-94632.0,-271900.0,-68668.0,-498430.0,GBP,1000
1947,2018,Pembroke,23638.9,5879.5,17759.4,9640.1,0.0,0.1,0.0,-19961.8,0.0,3601.5,-16360.3,-4645.6,-11365.7,-346.8,0.0,-11712.5,942.9,3788.4,587.3,24225.5,29544.1,-9063.2,-20973.9,,-29544.1,GBP,1000
1947,2019,Pembroke,58106.5,12522.6,45583.9,38933.2,0.0,30.9,-12742.5,-23572.2,3235.3,2520.8,-30558.6,-10266.1,-1860.6,274.6,0.0,-1585.9,7133.8,6101.7,900.3,38498.8,52634.6,-15566.9,-43149.6,,-52634.6,GBP,1000
1947,2020,Pembroke,92040.1,21764.6,70275.5,58579.8,0.0,75.3,-20162.4,-49049.6,51.8,13160.6,-55999.6,-14011.1,-11355.6,1099.4,0.0,-10256.3,20269.5,18094.9,4903.2,62478.7,105746.3,-30283.3,-87793.3,,-105746.3,GBP,1000
1947,2021,Hamilton GIC Re,121115.3,23653.4,97461.9,76256.8,0.0,-164.7,-47243.4,-27884.5,11395.6,-2920.7,-66653.1,-21970.4,-12531.4,-131.6,0.0,-12663.1,33309.6,15400.8,1546.5,92904.9,143161.8,-48678.5,-116515.3,,-143161.8,GBP,1000
1947,2022,Hamilton GIC Re,177386.4,30586.2,146800.2,145401.2,0.0,-1563.5,-54784.8,-51874.5,10103.8,-4294.9,-100850.4,-35276.1,7711.20000000002,-1785.6,0.0,5925.5,83319.8,12924.0,2126.4,125023.9,223394.1,-55493.1,-181515.0,,-223394.1,GBP,1000
1947,2023,Hamilton GIC Re,117045.9,22450.6,94595.3,104589.2,0.0,4278.5,-72439.3,4099.3,2556.5,-723.6,-66507.2,-30340.6,12019.9,-66.0,0.0,11954.0,91859.1,11489.2,744.4,108367.5,212460.2,-41818.4,-169217.7,,-212460.2,GBP,1000
1947,2024,Asta,130528.0,-23342.0,107186.0,98705.0,0.0,4880.0,-65772.0,7151.0,2585.0,132.0,-55904.0,-37562.0,10119.0,-281.0,0.0,9838.0,120356.0,11739.0,611.0,104013.0,236719.0,-49929.0,-162920.0,-13027.0,-236719.0,GBP,1000
1947,2025,Asta,131548.0,-25938.0,105610.0,101817.0,0.0,7673.0,-37438.0,-2325.0,2311.0,143.0,-37309.0,-40387.0,31794.0,-1933.0,0.0,29861.0,191964.0,11170.0,2375.0,76412.0,281921.0,-54331.0,-157079.0,-16169.0,-281921.0,GBP,1000
1955,2015,Barbican,328300.0,143700.0,184600.0,172000.0,3500.0,2100.0,-137700.0,-46300.0,57400.0,33700.0,-93000.0,-74700.0,9899.99999999999,0.0,-2200.0,7800.0,280000.0,192400.0,73300.0,319600.0,865300.0,-187700.0,-476200.0,,-865300.0,GBP,1000
1955,2016,Barbican,313100.0,135300.0,177800.0,206900.0,2600.0,5200.0,-160000.0,-90200.0,60600.0,85200.0,-104400.0,-108200.0,2099.99999999998,500.0,0.0,2700.0,311400.0,309200.0,97400.0,326000.0,1044000.0,-196200.0,-632700.0,,-1044000.0,GBP,1000
1955,2017,Barbican,444400.0,252100.0,192300.0,201400.0,1000.0,2600.0,-215500.0,-153400.0,105500.0,146100.0,-117300.0,-101200.0,-13500.0,100.0,0.0,-13400.0,308700.0,429000.0,110400.0,317100.0,1165200.0,-194300.0,-748900.0,,-1165200.0,GBP,1000
1955,2018,Barbican,434000.0,328200.0,105800.0,126100.0,-300.0,2700.0,-262400.0,-47800.0,176500.0,82900.0,-50900.0,-88300.0,-10700.0,700.0,0.0,-10000.0,291400.0,521000.0,127500.0,316500.0,1256400.0,-194300.0,-830400.0,,-1256400.0,GBP,1000
1955,2019,Barbican,357000.0,165100.0,191900.0,178500.0,200.0,6600.0,-327100.0,-20900.0,234700.0,2100.0,-111200.0,-71900.0,2199.99999999997,300.0,0.0,2500.0,236600.0,503800.0,69700.0,333800.0,1143900.0,-147000.0,-821600.0,,-1143900.0,GBP,1000
1955,2020,Barbican,269800.0,53100.0,216700.0,212000.0,-1200.0,9700.0,-263900.0,17500.0,119800.0,-61800.0,-188500.0,-63800.0,-31800.0,0.0,0.0,-31800.0,323700.0,390900.0,48700.0,234100.0,997400.0,-130200.0,-794900.0,,-997400.0,GBP,1000
1955,2021,Arch,341607.2,134526.4,207080.8,189248.0,0.0,-1640.1,-76777.6,-134762.2,42786.7,42500.9,-126252.1,-69609.4,-8253.60000000001,-254.0,0.0,-8507.7,233843.3,196893.5,44615.2,165362.8,640714.8,-136998.2,-418211.1,,-640714.8,GBP,1000
1955,2022,Arch,531520.3,127258.6,404261.7,329997.2,0.0,-16238.2,-102345.2,-338110.5,57571.4,160872.5,-222011.9,-104824.6,-13077.5,-3727.1,0.0,-16804.6,440593.8,376114.9,21344.2,270202.9,1108255.8,-201681.1,-813593.6,,-1108255.8,GBP,1000
1955,2023,Arch,588777.3,167830.1,420947.2,404967.5,0.0,36723.5,-136089.4,-145473.6,46077.6,6131.4,-229354.1,-125509.8,86827.1,-621.4,0.0,86205.8,645118.1,345357.7,30145.2,297007.6,1317628.6,-216348.3,-912625.0,,-1317628.6,GBP,1000
1955,2024,Arch,745614.0,-226303.0,519311.0,478476.0,0.0,35582.0,-180154.0,-234514.0,42344.0,120874.0,-251450.0,-147917.0,114691.0,13832.0,0.0,128523.0,853885.0,453520.0,43261.0,410815.0,1761481.0,-270780.0,-1156332.0,-156970.0,-1761481.0,GBP,1000
1955,2025,Arch,787089.0,-244306.0,542783.0,494590.0,0.0,58050.0,-239348.0,-267819.0,61438.0,115862.0,-329867.0,-175031.0,47742.0,-28307.0,0.0,19435.0,981784.0,533941.0,47118.0,419137.0,1981980.0,-308635.0,-1353486.0,-177735.0,-1981980.0,GBP,1000
1966,2024,Asta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1209.375,-1209.375,4.6875,0.0,-1204.6875,0.0,0.0,0.0,2513.6,2513.6,0.0,0.0,-3747.2,-2513.6,GBP,1000
1966,2025,Asta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1595.55555555556,-1595.55555555556,-41.4814814814815,0.0,-1637.03703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBP,1000
1967,2015,WRB,142389.08496732,21228.6928104575,121160.392156863,128300.130718954,0.0,668.888888888889,-65848.1045751634,-9580.52287581699,4209.01960784314,-594.117647058824,-71813.660130719,-50075.8823529412,7079.47712418301,0.0,-1626.73202614379,5452.74509803922,83774.7619047619,5257.21088435374,8620.06802721088,82299.0476190476,179951.088435374,-69505.2380952381,-90661.156462585,,-179951.088435374,GBP,1000
1967,2016,WRB,169197.333333333,35830.1481481481,133367.185185185,129408.222222222,0.0,932.074074074074,-79075.9259259259,-26294.1481481481,3846.81481481481,8469.55555555555,-93053.7037037037,-59110.8148148148,-21824.2222222222,-400.444444444444,0.0,-22224.5925925926,92282.4193548387,15184.7580645161,17030.4838709677,117858.064516129,242355.725806452,-90880.6451612903,-133734.274193548,,-242355.725806452,GBP,1000
1967,2017,WRB,172874.728682171,72095.3488372093,100779.379844961,107396.279069767,0.0,906.899224806202,-99438.2170542636,-58634.2635658915,13470.7751937984,39369.3023255814,-105232.480620155,-56841.0852713178,-53770.3875968992,2131.78294573643,0.0,-51638.6046511628,62627.037037037,51838.8888888889,26049.9259259259,107744.0,248259.851851852,-89100.2222222222,-181915.407407407,,-248259.851851852,GBP,1000
1967,2018,WRB,190365.298507463,68799.8507462687,121565.447761194,116477.23880597,0.0,1310.14925373134,-114698.358208955,-12191.2686567164,26874.4029850746,22509.0298507463,-77506.2686567164,-51043.1343283582,-10762.0149253731,762.985074626866,-58.3582089552239,-10057.3134328358,67105.5118110236,77519.4488188976,28387.0078740157,114517.559055118,287529.527559055,-99452.125984252,-202695.669291339,,-287529.527559055,GBP,1000
1967,2019,WRB,262827.96875,103732.03125,159095.9375,140473.59375,0.0,2537.265625,-109352.5,-14052.1875,35771.09375,15312.109375,-72321.40625,-51106.015625,19583.4375,-2959.84375,0.0,16623.515625,92660.606060606,89801.7424242424,44325.5303030303,139767.272727273,366555.151515151,-132779.090909091,-210472.5,,-366555.151515151,GBP,1000
